hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
酒內民宿 Jeanette Home(Line ID: @jeanettehome),22143台灣新北市汐止區國興街21巷13號•+886 2 2660 8500,"['家庭料理家庭料理在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 37 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 57% 提供免費停車']","['', '4.9非常好\xa0|\xa037 則評論']","['黃冠婷""環境很棒，乾淨，便宜又舒適，老闆和老闆娘都很親切，又有可愛的貓咪，CP值很高""', 'Jacky Tsai""豪宅民宿，房間乾淨寬敞，從小細節例如急救箱與國際牌吹風機，都可看出主人的用心。""', '王嘉寧""豪宅民宿 佛心價 已介紹給東湖親友 如有當地特色早點可加購 就101分了""']"
凱羅藝術飯店,3 星級飯店807台灣高雄市三民區天祥一路68號•+886 7 347 5800,"['早餐早餐在 11 則 Google 評論中有提到64% 的評論持正面評價 ', '停車場停車場在 10 則 Google 評論中有提到40% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到75% 的評論持負面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到64% 的評論持負面評價 ', '清潔清潔在 24 則 Google 評論中有提到50% 的評論持正面評價 ', '設施設施在 27 則 Google 評論中有提到37% 的評論持正面評價 ', '地點地點在 10 則 Google 評論中有提到40% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到45% 的評論持負面評價 ', '服務服務在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '早餐早餐在 11 則 Google 評論中有提到64% 的評論持正面評價 ', '停車場停車場在 10 則 Google 評論中有提到40% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到75% 的評論持負面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到64% 的評論持負面評價 ', '清潔清潔在 24 則 Google 評論中有提到50% 的評論持正面評價 ', '設施設施在 27 則 Google 評論中有提到37% 的評論持正面評價 ', '地點地點在 10 則 Google 評論中有提到40% 的評論持正面評價 ', '住宿住宿在 11 則 Google 評論中有提到45% 的評論持負面評價 ', '服務服務在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到67% 的評論持正面評價 ']",在 222 則評論中，獲得 3.7 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.7良好\xa0|\xa0222 則評論']","['Sandy LIN""近市區，價格中間偏下，不介意房間大小可以睡的推薦。飯店有附中式早餐，停車場""', '張拉拉""價錢合理，態度佳,服務員親自解說:平面車位是給休旅車停的。也很親切！""', '成功高中-蔡志遠""商旅，還不錯，近高鐵左營及金獅湖公車總站""']"
鎖定台東民宿 (草莓二館)/綠島/鐵花村/安心旅遊/振興卷/旅遊補助/國民旅遊卡,950台灣台東縣台東市興安路一段22號•+886 928 688 774,"['氣氛氣氛在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 45 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 26 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 25 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 37 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 31 則 Google 評論中有提到90% 的評論持正面評價 ', '住宿住宿在 26 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 45 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 26 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 25 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 37 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 31 則 Google 評論中有提到90% 的評論持正面評價 ', '住宿住宿在 26 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 8 則 Google 評論中有提到50% 的評論持正面評價 ', '地點地點在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '餐飲餐飲在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 253 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費早餐 : 在附近類似的飯店中，只有 14% 免費提供早餐', '免費 Wi-Fi : 在附近類似的飯店中，只有 23% 免費提供 Wi-Fi', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.8非常好\xa0|\xa0253 則評論']","['Xie Zong Yu""真的很舒服很放鬆！房間很有特色！樓下非常適合大家聊天，泡杯咖啡很休閒！""', 'Chia Ching Tsai""老闆和老闆娘都很熱還會介紹台東哪邊好玩 衛浴設備很棒 早餐好吃""', '吳亞梵""環境很髒，我們還包棟，廚房更是可怕，床單還有好幾根頭髮""']"
牧草原民宿,"7 鄰 64-9 號, 通霄鎮苗栗縣台灣 357•+886 928 184 684","['設施設施在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 23 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.9非常好\xa0|\xa023 則評論']","['ting Amigo""真的很棒很放鬆，我們家的狗狗玩到瘋掉，很適合家庭旅遊，一定會再回訪""', '蔡小雅""即使是下雨天，待在室內看電影（MOD)也很不錯啊～👍', '叫小Q""一進到名宿小路人就跟著放鬆心情了，非常適合帶毛孩來放電自己來放空的地方。""']"
海之旅民宿,929台灣屏東縣琉球鄉三民路29-1號•+886 8 861 2330,[],在 16 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.9非常好\xa0|\xa016 則評論']","['丫呆熊""老闆娘超熱情 服務超好的 離龍蝦洞超近 看日出超方便的 值得再次住宿 👍👍', '朱豐景""民宿整個很乾淨老板及家人隨和好溝通，早餐還附贈當地出產的芒果。""', 'Joanne""老闆跟老板娘非常親切 床跟枕頭好睡、舒服！""']"
Late Hours,260台灣宜蘭縣宜蘭市東港路二段308號•+886 906 684 692,"['停車場停車場在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '住宿住宿在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '停車場停車場在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '住宿住宿在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '浴室浴室在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '清潔清潔在 18 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 11 則 Google 評論中有提到91% 的評論持正面評價 ']",在 44 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.7非常好\xa0|\xa044 則評論']","['YH W""民宿老闆很親切😊房間整理的非常乾淨 空間舒適 漂亮 非常推薦大家來住！', 'Rick Chang""民宿極新、地理位置方便。鄰近夜市、附近機能良好。""', 'Trista Huang""床很好睡，很好躺、浴室夠明亮、反正所有一切都喜歡啦！圖片說明一切，會再去的！""']"
民宿庫,3 星級飯店950台灣台東縣台東市志航路一段412巷27弄20號•+886 905 131 151,"['設施設施在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到95% 的評論持正面評價 ', '早餐早餐在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '家庭料理家庭料理在 15 則 Google 評論中有提到87% 的評論持正面評價 ', '浴室浴室在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '廚房廚房在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 7 則 Google 評論中有提到43% 的評論持中立評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到95% 的評論持正面評價 ', '早餐早餐在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '家庭料理家庭料理在 15 則 Google 評論中有提到87% 的評論持正面評價 ', '浴室浴室在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '廚房廚房在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '設施設施在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 7 則 Google 評論中有提到43% 的評論持中立評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '停車場停車場在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 130 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '免費早餐 : 在附近類似的飯店中，只有 25% 免費提供早餐', '免費停車場 : 在附近類似的飯店中，只有 25% 提供免費停車', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '4.7非常好\xa0|\xa0130 則評論']","['劉宇""老闆人超好超親切 環境和房間很棒 早餐也超讚👍👍👍 完全找不到缺點 六顆', 'Tari yao""房子很有特色，感受到老闆的用心，謝謝管家的招待，位置離森林公園很方便""', 'Yao Shaw""1.沒有電梯 2.部分房型溜滑梯非常陡，緩衝空間不足 3.隔音很差""']"
Ya Ya Zhonghua,400台灣台中市中區中華路一段93號,[],在 18 則評論中，獲得 3.1 顆星 (滿分為 5 顆星)。一般。,,[],"['', '3.1一般\xa0|\xa018 則評論']","['顏知宣""價格親民 裝潢符合水準 地點方便 個人旅行可以來""', '邱雅卉""，極度建議不要選擇的住宿。如果可以選0星才不會給到1星""', '張仲宇""CP值非常高，價格相當親民的旅館""']"
花蓮海洋露營區,974台灣花蓮縣壽豐鄉大橋30之6號號•+886 930 631 336,"['設施設施在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '大自然大自然在 43 則 Google 評論中有提到88% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 19 則 Google 評論中有提到74% 的評論持正面評價 ', '地點地點在 18 則 Google 評論中有提到72% 的評論持正面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到33% 的評論持中立評價 ', '設施設施在 13 則 Google 評論中有提到85% 的評論持正面評價 ', '大自然大自然在 43 則 Google 評論中有提到88% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 20 則 Google 評論中有提到80% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到88% 的評論持正面評價 ', '浴室浴室在 19 則 Google 評論中有提到74% 的評論持正面評價 ', '地點地點在 18 則 Google 評論中有提到72% 的評論持正面評價 ', '家庭料理家庭料理在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到33% 的評論持中立評價 ']",在 158 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.4很好\xa0|\xa0158 則評論']","['Kuan Chung Su""浴室乾淨整潔，營地乾淨，風景美，離市區近，適合去知卡宣玩水，以及廣東大門夜市。""', '黃采薰""放鬆心情的好地方～ 聽著海浪輕打的聲音，整個就好舒服，環境真的好棒""', '朱小玲""看看大海 看日出 風景很美 值得推薦 店家服務 很親切""']"
台北碩美精品旅店 Taipei Hotel Bstay,3 星級飯店10446台灣台北市中山區中山北路二段71號3F•+886 2 2562 1598,"['娛樂娛樂在 26 則 Google 評論中有提到65% 的評論持正面評價 ', '地點地點在 53 則 Google 評論中有提到87% 的評論持正面評價 ', '浴室浴室在 48 則 Google 評論中有提到62% 的評論持正面評價 ', '服務服務在 54 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 79 則 Google 評論中有提到77% 的評論持正面評價 ', '清潔清潔在 65 則 Google 評論中有提到77% 的評論持正面評價 ', '酒吧酒吧在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '住宿住宿在 25 則 Google 評論中有提到44% 的評論持正面評價 ', '大眾運輸大眾運輸在 14 則 Google 評論中有提到79% 的評論持正面評價 ', 'Wi-FiWi-Fi在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '設施設施在 18 則 Google 評論中有提到50% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '餐飲餐飲在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '娛樂娛樂在 26 則 Google 評論中有提到65% 的評論持正面評價 ', '地點地點在 53 則 Google 評論中有提到87% 的評論持正面評價 ', '浴室浴室在 48 則 Google 評論中有提到62% 的評論持正面評價 ', '服務服務在 54 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 79 則 Google 評論中有提到77% 的評論持正面評價 ', '清潔清潔在 65 則 Google 評論中有提到77% 的評論持正面評價 ', '酒吧酒吧在 9 則 Google 評論中有提到78% 的評論持正面評價 ', '住宿住宿在 25 則 Google 評論中有提到44% 的評論持正面評價 ', '大眾運輸大眾運輸在 14 則 Google 評論中有提到79% 的評論持正面評價 ', 'Wi-FiWi-Fi在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '設施設施在 18 則 Google 評論中有提到50% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '餐飲餐飲在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到100% 的評論持正面評價 ']",在 400 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 95% 免費提供 Wi-Fi', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點', '奢華風格 : 房客喜歡這間飯店的奢華氛圍']","['', '4.4很好\xa0|\xa0400 則評論']","['朱寶翰""房間舒適，還有免治馬桶，浴室還有電視，飯店樓下就有全家，離雙連站很近""', '陳珮綸""飯店坐落於交通便利的位置 工作人員服務親切 一切設施都很棒 是一家舒服的精品旅店""', '黃姝玲""CP值不錯，裝修設備都很好。廁所是免治馬桶且淋浴區乾濕分離。""']"
御田旅宿,262台灣宜蘭縣礁溪鄉二路33號•+886 903 369 845,"['設施設施在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '餐廳餐廳在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '健身健身在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '清潔清潔在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '餐廳餐廳在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '健身健身在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 42 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 57% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.9非常好\xa0|\xa042 則評論']","['JOE WEN""老闆人帥又親切 服務很好，住宿的環境非常棒 超級適合一群家人或朋友來包棟""', '芭芭7""很乾淨 早餐超好吃 房間超讚 價格很可以。""', 'celicelixin Xu""這次旅遊只安排1天住宿覺得可惜😭有機會來宜蘭礁溪一定會再訪御田旅宿！！']"
星空/太空艙旅店,2 星級飯店946台灣屏東縣恆春鎮墾丁路241號•+886 909 161 188,"['氣氛氣氛在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '清潔清潔在 44 則 Google 評論中有提到86% 的評論持正面評價 ', '地點地點在 20 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 50 則 Google 評論中有提到84% 的評論持正面評價 ', '服務服務在 56 則 Google 評論中有提到86% 的評論持正面評價 ', '酒吧酒吧在 30 則 Google 評論中有提到83% 的評論持正面評價 ', '餐飲餐飲在 22 則 Google 評論中有提到82% 的評論持正面評價 ', '浴室浴室在 28 則 Google 評論中有提到54% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到68% 的評論持負面評價 ', '住宿住宿在 17 則 Google 評論中有提到53% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '空調空調在 9 則 Google 評論中有提到89% 的評論持負面評價 ', '娛樂娛樂在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '氣氛氣氛在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '清潔清潔在 44 則 Google 評論中有提到86% 的評論持正面評價 ', '地點地點在 20 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 50 則 Google 評論中有提到84% 的評論持正面評價 ', '服務服務在 56 則 Google 評論中有提到86% 的評論持正面評價 ', '酒吧酒吧在 30 則 Google 評論中有提到83% 的評論持正面評價 ', '餐飲餐飲在 22 則 Google 評論中有提到82% 的評論持正面評價 ', '浴室浴室在 28 則 Google 評論中有提到54% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到68% 的評論持負面評價 ', '住宿住宿在 17 則 Google 評論中有提到53% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '空調空調在 9 則 Google 評論中有提到89% 的評論持負面評價 ', '娛樂娛樂在 8 則 Google 評論中有提到62% 的評論持正面評價 ']",在 268 則評論中，獲得 4.4 顆星 (滿分為 5 顆星)。很好。,,"['靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.4很好\xa0|\xa0268 則評論']","['陳玉堂""有免費的餅乾 泡麵 咖啡 及飲料 房間乾淨 服務態度不錯""', 'S""個人膠囊旅館 房內應有盡有 連洗衣服都會被店家人員貼心的拿去曬乾 推到爆""', 'Karson Huang""夜晚電器設備壞掉，給聯絡電話還關機，水龍頭的手跟滴的一樣，這還是豪華雙人房""']"
清桃源民宿,3 星級飯店946台灣屏東縣恆春鎮恆公路75號•+886 8 889 5329,"['清潔清潔在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 46 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.5非常好\xa0|\xa046 則評論']","['mt yang""價位合理，停車方便。有草皮空間。房間算乾淨，但是因外面都是草皮，容易有螞蟻。""', 'vivi Lee""環境乾淨又安靜，早餐豐富，價格合理，很棒""', 'ChaoYi Wu""雖然沒有在景點上的經營優勢， 但所在地卻恰巧的避開車潮人潮，所以更安靜。""']"
金門挺好客棧,893金門縣金城鎮民權路226巷4弄10號893014•+886 979 699 369,[],在 14 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '4.9非常好\xa0|\xa014 則評論']","['金門縣智慧文旅KMCA2020""乾凈，鬧中取靜，環境“優”“美”,稱上星級精品旅館。""', 'Trinh Thuy Trang鄭垂莊""去金門最棒的住宿地方。老闆和老闆娘都很貼心！讚""', '劉荻秀""房間很乾淨很新，離市區有一點距離，但門口就有一個公園，晚上很安靜。""']"
