hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
帝國賓館HOTEL 11F,320台灣桃園市中壢區中正路15號11樓•+886 3 426 9191,"['服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 44 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,"['靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.8良好\xa0|\xa044 則評論']","['Nieven Mike""便宜 房間大 有浴缸 櫃檯阿姨親切""', 'Otto陳錦郎""頂樓可以拍攝中壢站大景,上去二次,都要付休息費,蠻值得的~""', '卓東虎""高中的回憶，乾媽還在那裡嗎？想念~""']"
興旺的家,946台灣屏東縣恆春鎮湖內路3巷4弄1號•+886 952 077 102,[],在 5 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '5.0非常好\xa0|\xa05 則評論']",[]
天使青旅 台北西門 Angels' Hostel . Taipei Ximen,2 星級飯店100台灣台北市中正區衡陽路51號2F-2•+886 2 2313 1319,"['住宿住宿在 76 則 Google 評論中有提到54% 的評論持負面評價 ', '浴室浴室在 53 則 Google 評論中有提到74% 的評論持負面評價 ', '服務服務在 49 則 Google 評論中有提到65% 的評論持正面評價 ', '地點地點在 42 則 Google 評論中有提到79% 的評論持正面評價 ', '安全安全在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '無障礙設施無障礙設施在 10 則 Google 評論中有提到40% 的評論持負面評價 ', '設施設施在 23 則 Google 評論中有提到43% 的評論持負面評價 ', '清潔清潔在 44 則 Google 評論中有提到48% 的評論持負面評價 ', '設施設施在 60 則 Google 評論中有提到57% 的評論持正面評價 ', '空調空調在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '大眾運輸大眾運輸在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 76 則 Google 評論中有提到54% 的評論持負面評價 ', '浴室浴室在 53 則 Google 評論中有提到74% 的評論持負面評價 ', '服務服務在 49 則 Google 評論中有提到65% 的評論持正面評價 ', '地點地點在 42 則 Google 評論中有提到79% 的評論持正面評價 ', '安全安全在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '無障礙設施無障礙設施在 10 則 Google 評論中有提到40% 的評論持負面評價 ', '設施設施在 23 則 Google 評論中有提到43% 的評論持負面評價 ', '清潔清潔在 44 則 Google 評論中有提到48% 的評論持負面評價 ', '設施設施在 60 則 Google 評論中有提到57% 的評論持正面評價 ', '空調空調在 8 則 Google 評論中有提到50% 的評論持負面評價 ', '大眾運輸大眾運輸在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '氣氛氣氛在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '餐飲餐飲在 6 則 Google 評論中有提到67% 的評論持正面評價 ']",在 507 則評論中，獲得 3.7 顆星 (滿分為 5 顆星)。良好。,,"['免費 Wi-Fi : 在附近類似的飯店中，有 80% 免費提供 Wi-Fi', '靠近大眾運輸站 : 房客很喜歡這間飯店，因為這裡鄰近大眾運輸系統', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '3.7良好\xa0|\xa0507 則評論']","['CW Yu""WiFi幾乎無法使用，浴室設備略顯老舊，房間濕氣也挺重，不過櫃檯人員親切有耐性""', 'Ming Hsiu Li""位於西門捷運站附近 公共空間乾淨整潔 單人床位有小櫃子和床簾 有放大行李的儲物間""', 'Tsai Anthony""台北市中心的樞紐，大廳很舒適，24H提供咖啡及小點心""']"
花蓮陽光晨堡民宿-火車站附近民宿,3 星級飯店970台灣花蓮縣花蓮市國盛二街98號•+886 921 171 055,"['家庭料理家庭料理在 35 則 Google 評論中有提到97% 的評論持正面評價 ', '早餐早餐在 39 則 Google 評論中有提到95% 的評論持正面評價 ', '夫妻/情侶夫妻/情侶在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '大眾運輸大眾運輸在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 92 則 Google 評論中有提到98% 的評論持正面評價 ', '服務服務在 52 則 Google 評論中有提到96% 的評論持正面評價 ', '住宿住宿在 38 則 Google 評論中有提到92% 的評論持正面評價 ', '餐飲餐飲在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '設施設施在 67 則 Google 評論中有提到96% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 21 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '地點地點在 10 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 35 則 Google 評論中有提到97% 的評論持正面評價 ', '早餐早餐在 39 則 Google 評論中有提到95% 的評論持正面評價 ', '夫妻/情侶夫妻/情侶在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '大眾運輸大眾運輸在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 92 則 Google 評論中有提到98% 的評論持正面評價 ', '服務服務在 52 則 Google 評論中有提到96% 的評論持正面評價 ', '住宿住宿在 38 則 Google 評論中有提到92% 的評論持正面評價 ', '餐飲餐飲在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '浴室浴室在 22 則 Google 評論中有提到91% 的評論持正面評價 ', '設施設施在 67 則 Google 評論中有提到96% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 21 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '地點地點在 10 則 Google 評論中有提到100% 的評論持正面評價 ']",在 209 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評價絕佳的衛浴設備 : 房客喜歡這間飯店的浴室和盥洗用品', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.9非常好\xa0|\xa0209 則評論']","['曾偉倫""房間很舒適且舒服，還會準備好吃的飲料及早餐，而且很老闆親切，介紹許多私房景點""', 'Cheryl Lee Cheryl Lee""老闆、老闆娘，很用心服務客人，還會打果汁給客人喝；也會幫客人買伴手禮，極推！""', 'willy Tseng""乾淨舒適交通方便（近火車站）感覺最棒的是有電梯 方便攜帶行李旅客及老人家上下樓""']"
小海豚民宿Dolphin B&B,946台灣屏東縣恆春鎮恆公路668巷1號•+886 928 988 479,[],在 5 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '5.0非常好\xa0|\xa05 則評論']","['張景喆""價格優惠房間又是新，老闆人很好，冰箱還有免費飲料和啤酒""', 'Drake Lin""乾淨又新的民宿，離恆春市區很近！老闆親切大方。""', 'Shou Jeh Wu""價位合理~房間物品整潔乾淨 附近逛街買美食方便~~值得推薦""']"
無盡夏民宿,35346台灣苗栗縣南庄鄉東興新邨55號•+886 928 973 553,"['服務服務在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 17 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到100% 的評論持正面評價 ', '廚房廚房在 11 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '早餐早餐在 7 則 Google 評論中有提到100% 的評論持正面評價 ']",在 63 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 57% 提供免費停車', '地點絕佳 : 房客喜歡這間飯店的地點', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意']","['', '5.0非常好\xa0|\xa063 則評論']","['徐美澤""廚房，煮飯端飯都很方便，房間6間，適合人數12～16人，是家族旅行的好選擇""', '吳KB""老闆超親切，還可以幫忙叫合菜，室內設備很齊全，是值得推薦的好民宿""', 'Hohoo Chen""。早餐非常豐富，還有多樣水果，老闆人很好，推薦！""']"
流星花園景觀餐廳民宿,420台灣台中市豐原區水源路坪頂巷8號•+886 4 2515 1456,"['商務設施商務設施在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 60 則 Google 評論中有提到93% 的評論持正面評價 ', '氣氛氣氛在 21 則 Google 評論中有提到90% 的評論持正面評價 ', '家庭料理家庭料理在 28 則 Google 評論中有提到86% 的評論持正面評價 ', '清潔清潔在 31 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 40 則 Google 評論中有提到85% 的評論持正面評價 ', '大自然大自然在 71 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '餐飲餐飲在 47 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 33 則 Google 評論中有提到79% 的評論持正面評價 ', '住宿住宿在 18 則 Google 評論中有提到56% 的評論持正面評價 ', '停車場停車場在 12 則 Google 評論中有提到50% 的評論持正面評價 ', '浴室浴室在 12 則 Google 評論中有提到50% 的評論持負面評價 ', '夫妻/情侶夫妻/情侶在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '酒吧酒吧在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '健身健身在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '商務設施商務設施在 13 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 60 則 Google 評論中有提到93% 的評論持正面評價 ', '氣氛氣氛在 21 則 Google 評論中有提到90% 的評論持正面評價 ', '家庭料理家庭料理在 28 則 Google 評論中有提到86% 的評論持正面評價 ', '清潔清潔在 31 則 Google 評論中有提到90% 的評論持正面評價 ', '設施設施在 40 則 Google 評論中有提到85% 的評論持正面評價 ', '大自然大自然在 71 則 Google 評論中有提到80% 的評論持正面評價 ', '早餐早餐在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '餐飲餐飲在 47 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 33 則 Google 評論中有提到79% 的評論持正面評價 ', '住宿住宿在 18 則 Google 評論中有提到56% 的評論持正面評價 ', '停車場停車場在 12 則 Google 評論中有提到50% 的評論持正面評價 ', '浴室浴室在 12 則 Google 評論中有提到50% 的評論持負面評價 ', '夫妻/情侶夫妻/情侶在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '酒吧酒吧在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '健身健身在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 976 則評論中，獲得 4.3 顆星 (滿分為 5 顆星)。很好。,,"['免費停車場 : 在附近類似的飯店中，有 47% 提供免費停車', '餐廳 : 在附近類似的飯店中，只有 28% 設有餐廳', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '受商務旅客歡迎 : 商務旅客很喜歡這間飯店']","['', '4.3很好\xa0|\xa0976 則評論']","['Lin Genie""環境優👍夜景超～美，餐點食物很好吃😋場地空間大，適合辦活', '江""刺激玩不停的三層樓高溜滑梯+火鍋套餐+大自然美景+香醇咖啡""', '林興谷""居高臨下，風景怡人。餐飲口味尚可，推薦他的羊肉爐小火鍋，CP值高。""']"
溪頭聽濤園,3 星級飯店558台灣南投縣鹿谷鄉No1-12號愛鄉路•+886 4 9275 5677,"['氣氛氣氛在 124 則 Google 評論中有提到98% 的評論持正面評價 ', '大自然大自然在 53 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 275 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 186 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 163 則 Google 評論中有提到93% 的評論持正面評價 ', '夜生活夜生活在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '家庭料理家庭料理在 44 則 Google 評論中有提到84% 的評論持正面評價 ', '健身健身在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '停車場停車場在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '餐飲餐飲在 101 則 Google 評論中有提到83% 的評論持正面評價 ', '餐廳餐廳在 60 則 Google 評論中有提到77% 的評論持正面評價 ', '地點地點在 24 則 Google 評論中有提到79% 的評論持正面評價 ', '寵物寵物在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 59 則 Google 評論中有提到76% 的評論持正面評價 ', '早餐早餐在 105 則 Google 評論中有提到72% 的評論持正面評價 ', '空調空調在 19 則 Google 評論中有提到68% 的評論持正面評價 ', '住宿住宿在 43 則 Google 評論中有提到67% 的評論持正面評價 ', '廚房廚房在 13 則 Google 評論中有提到54% 的評論持正面評價 ', '浴室浴室在 56 則 Google 評論中有提到55% 的評論持正面評價 ', '酒吧酒吧在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '游泳池游泳池在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 6 則 Google 評論中有提到33% 的評論持中立評價 ', '美容/按摩服務美容/按摩服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 124 則 Google 評論中有提到98% 的評論持正面評價 ', '大自然大自然在 53 則 Google 評論中有提到96% 的評論持正面評價 ', '設施設施在 275 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 186 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 163 則 Google 評論中有提到93% 的評論持正面評價 ', '夜生活夜生活在 17 則 Google 評論中有提到94% 的評論持正面評價 ', '家庭料理家庭料理在 44 則 Google 評論中有提到84% 的評論持正面評價 ', '健身健身在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '停車場停車場在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '餐飲餐飲在 101 則 Google 評論中有提到83% 的評論持正面評價 ', '餐廳餐廳在 60 則 Google 評論中有提到77% 的評論持正面評價 ', '地點地點在 24 則 Google 評論中有提到79% 的評論持正面評價 ', '寵物寵物在 13 則 Google 評論中有提到77% 的評論持正面評價 ', '設施設施在 59 則 Google 評論中有提到76% 的評論持正面評價 ', '早餐早餐在 105 則 Google 評論中有提到72% 的評論持正面評價 ', '空調空調在 19 則 Google 評論中有提到68% 的評論持正面評價 ', '住宿住宿在 43 則 Google 評論中有提到67% 的評論持正面評價 ', '廚房廚房在 13 則 Google 評論中有提到54% 的評論持正面評價 ', '浴室浴室在 56 則 Google 評論中有提到55% 的評論持正面評價 ', '酒吧酒吧在 12 則 Google 評論中有提到58% 的評論持正面評價 ', '游泳池游泳池在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '無障礙設施無障礙設施在 6 則 Google 評論中有提到33% 的評論持中立評價 ', '美容/按摩服務美容/按摩服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ']","在 1,299 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。",,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 87% 提供免費停車', '評價絕佳的健身設施 : 房客喜歡這間飯店的室內和/或室外運動設施', '餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '適合夜間出遊 : 房客喜歡這間飯店附近的夜景', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '4.5非常好\xa0|\xa01,299 則評論']","['Jenny Huang""民宿建築古色古香，曉月房型乾淨整齊，被青山綠水包圍的住宿體驗很棒！推薦！👍', '曾輕鬆""餐點：晚餐滿豐富；早餐菜樣不算很多 但均衡，吐司 稀飯 飲料 水果都有。""', 'Liu Charming""環境清幽舒適，房間裝潢用心 可以發現很多小細節 還有溫泉魚，餐後可以散步泡腳👍']"
紙活兒,264台灣宜蘭縣員山鄉金泰路299巷2弄7號,[],在 5 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.8良好\xa0|\xa05 則評論']",[]
恋恋高雄民宿,800台灣高雄市新興區南華路198號•+886 930 056 780,[],在 30 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.8良好\xa0|\xa030 則評論']","['呂紹國""地中海館 舒服 有特色 交通便利 85大樓旁 17樓""', '蘇筱婷""飯店沒有提供休旅車停車位，必須自費停車，處理態度不佳，房間照片與現況不一致""', '陳淑真""房間很溫馨，民宿主人很親切，值得推薦的民宿，有機會會再度光臨＾＾""']"
伯扶的家民宿,614台灣嘉義縣東石鄉•+886 5 370 7619,"['早餐早餐在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '清潔清潔在 8 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 7 則 Google 評論中有提到71% 的評論持正面評價 ', '服務服務在 6 則 Google 評論中有提到100% 的評論持正面評價 ']",在 70 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.7非常好\xa0|\xa070 則評論']","['Wynne Tsai""寵物無敵友善，價格親民又附早餐，這是台灣最美的風景：）""', 'Suhua Lee""老闆、老闆娘好親切，像接待家人般溫暖又周到。值得一再造訪的好地方。""', 'Louis Wu""平價乾淨的房間，烤蚵好吃，老闆老闆娘好客。""']"
風自然親子時尚旅宿1館-人氣推薦優質親子家庭團體 景觀景點民宿住宿,3 星級飯店421台灣台中市后里區月湖東路358巷102號•+886 4 2558 2638,"['氣氛氣氛在 38 則 Google 評論中有提到95% 的評論持正面評價 ', '家庭料理家庭料理在 207 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 122 則 Google 評論中有提到93% 的評論持正面評價 ', '餐廳餐廳在 29 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 162 則 Google 評論中有提到95% 的評論持正面評價 ', '設施設施在 151 則 Google 評論中有提到92% 的評論持正面評價 ', '早餐早餐在 74 則 Google 評論中有提到92% 的評論持正面評價 ', '健身健身在 28 則 Google 評論中有提到89% 的評論持正面評價 ', '餐飲餐飲在 26 則 Google 評論中有提到88% 的評論持正面評價 ', '無障礙設施無障礙設施在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '酒吧酒吧在 15 則 Google 評論中有提到87% 的評論持正面評價 ', '住宿住宿在 37 則 Google 評論中有提到73% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到74% 的評論持正面評價 ', '浴室浴室在 14 則 Google 評論中有提到71% 的評論持正面評價 ', '空調空調在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '停車場停車場在 8 則 Google 評論中有提到75% 的評論持負面評價 ', '健康與保健健康與保健在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '夜生活夜生活在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '安全安全在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 38 則 Google 評論中有提到95% 的評論持正面評價 ', '家庭料理家庭料理在 207 則 Google 評論中有提到95% 的評論持正面評價 ', '清潔清潔在 122 則 Google 評論中有提到93% 的評論持正面評價 ', '餐廳餐廳在 29 則 Google 評論中有提到93% 的評論持正面評價 ', '服務服務在 162 則 Google 評論中有提到95% 的評論持正面評價 ', '設施設施在 151 則 Google 評論中有提到92% 的評論持正面評價 ', '早餐早餐在 74 則 Google 評論中有提到92% 的評論持正面評價 ', '健身健身在 28 則 Google 評論中有提到89% 的評論持正面評價 ', '餐飲餐飲在 26 則 Google 評論中有提到88% 的評論持正面評價 ', '無障礙設施無障礙設施在 21 則 Google 評論中有提到86% 的評論持正面評價 ', '酒吧酒吧在 15 則 Google 評論中有提到87% 的評論持正面評價 ', '住宿住宿在 37 則 Google 評論中有提到73% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到74% 的評論持正面評價 ', '浴室浴室在 14 則 Google 評論中有提到71% 的評論持正面評價 ', '空調空調在 7 則 Google 評論中有提到57% 的評論持負面評價 ', '停車場停車場在 8 則 Google 評論中有提到75% 的評論持負面評價 ', '健康與保健健康與保健在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '夜生活夜生活在 8 則 Google 評論中有提到62% 的評論持正面評價 ', '安全安全在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '大自然大自然在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 741 則評論中，獲得 4.8 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 64% 提供免費停車', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '評價絕佳的健身設施 : 房客喜歡這間飯店的室內和/或室外運動設施']","['', '4.8非常好\xa0|\xa0741 則評論']","['顏筱珊""親子民宿👍帶小朋友好去處😀大廳有提供小點心❤，有溜滑梯玩具，按摩床，適合親子同', '翁偉榕""房間寬敞舒適 服務親切 早餐餐點好吃😋 適合親子同住 小孩們玩得不亦樂乎', '黃俊傑""舒適乾淨的空間，房裡設施寶貝玩到捨不得出門🤣🤣 老闆娘親切又漂亮，員工熱情服務']"
湖濱小棧,545台灣南投縣埔里鎮鯉魚二巷18號•+886 917 679 786,"['設施設施在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '地點地點在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '住宿住宿在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '廚房廚房在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '清潔清潔在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '地點地點在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 37 則評論中，獲得 4.2 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.2很好\xa0|\xa037 則評論']","['Eric Hsiao""停車方便,周邊景色好,但房間床鋪灰塵多,室內環境不乾淨 需加強""', 'Kuei Chen Pai""有烤肉的小後院，跟可以煮東西的廚房吧台，老闆還有提供可以打麻將。""', 'ys Pan""陳先生服務很親切 ，站在客戶立場替人著想 。包棟住宿的最佳選擇 。""']"
東籬居,983台灣花蓮縣富里鄉湧泉路8號•+886 3 888 4078,[],在 2 則評論中，獲得 1.5 顆星 (滿分為 5 顆星)。差。,,[],"['', '1.5差\xa0|\xa02 則評論']",[]
拉拉山開心農莊,336台灣桃園市復興區華陵村10鄰143之13號•+886 3 391 2076,"['大自然大自然在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到86% 的評論持正面評價 ']",在 42 則評論中，獲得 3.8 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.8良好\xa0|\xa042 則評論']","['張瓊尹""天氣涼爽，自然無過多的人造，環境清幽，害羞樸實的老闆，老闆娘。""', '陳麗珍""糟透了，露營地方小，下大雨搭帳的地方都是水，也不給延期服務差，不會去了""', '陳志杰""這裡風景超美.老闆很憂.早晚餐很豐富好吃.直得一遊""']"
宜蘭民宿_新花漾B & B,264台灣宜蘭縣員山鄉大湖二十路56號•+886 905 500 577,[],在 16 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.7非常好\xa0|\xa016 則評論']","['Jun Hung""民宿主人親切，後院還有種菜跟養雞，田園生活味道十足。""', '黃紹師""服務親切，環境真的很讚 下次有機會會再來""', 'kokojojo0435""超讚，住宿還送小禮物""']"
