hotelName,hotelDetail,comment_tag,summary,summery_description,summery_special_tag,summary_score_tag,summary_reviews
鹿港安順19旅居 Anson 19,50547台灣彰化縣鹿港鎮安順街19號•+886 909 740 799,"['浴室浴室在 33 則 Google 評論中有提到39% 的評論持正面評價 ', '停車場停車場在 17 則 Google 評論中有提到59% 的評論持正面評價 ', '設施設施在 15 則 Google 評論中有提到40% 的評論持正面評價 ', '住宿住宿在 31 則 Google 評論中有提到45% 的評論持正面評價 ', '廚房廚房在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '家庭料理家庭料理在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到40% 的評論持中立評價 ', '服務服務在 28 則 Google 評論中有提到71% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '清潔清潔在 46 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 51 則 Google 評論中有提到75% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到62% 的評論持正面評價 ', '氣氛氣氛在 13 則 Google 評論中有提到92% 的評論持正面評價 ', '浴室浴室在 33 則 Google 評論中有提到39% 的評論持正面評價 ', '停車場停車場在 17 則 Google 評論中有提到59% 的評論持正面評價 ', '設施設施在 15 則 Google 評論中有提到40% 的評論持正面評價 ', '住宿住宿在 31 則 Google 評論中有提到45% 的評論持正面評價 ', '廚房廚房在 7 則 Google 評論中有提到43% 的評論持正面評價 ', '家庭料理家庭料理在 9 則 Google 評論中有提到67% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到40% 的評論持中立評價 ', '服務服務在 28 則 Google 評論中有提到71% 的評論持正面評價 ', '商務設施商務設施在 5 則 Google 評論中有提到40% 的評論持正面評價 ', '空調空調在 5 則 Google 評論中有提到80% 的評論持負面評價 ', '清潔清潔在 46 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 51 則 Google 評論中有提到75% 的評論持正面評價 ', '地點地點在 13 則 Google 評論中有提到62% 的評論持正面評價 ', '氣氛氣氛在 13 則 Google 評論中有提到92% 的評論持正面評價 ']",在 171 則評論中，獲得 4.2 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.2很好\xa0|\xa0171 則評論']","['Chin Hsueh Wei""房間裝潢得很美，設備齊全，公共空間有飲水機，房間內有免治馬桶。""', 'Nanami Lin""民宿老闆很親切，很用心經營，來鹿港住一晚覺得很值得，住宿的品質不輸飯店，非常棒。""', 'Zakk Wang""區都一定要有車 3.樓中樓有點多餘，一樓空間很浪費，上個廁所還要下樓梯。""']"
神木谷假期大飯店,3 星級飯店424台灣台中市和平區東關路一段溫泉巷7號•+886 4 2595 1511,"['氣氛氣氛在 30 則 Google 評論中有提到93% 的評論持正面評價 ', '大自然大自然在 50 則 Google 評論中有提到96% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 19 則 Google 評論中有提到95% 的評論持正面評價 ', '游泳池游泳池在 33 則 Google 評論中有提到85% 的評論持正面評價 ', '早餐早餐在 64 則 Google 評論中有提到84% 的評論持正面評價 ', '餐廳餐廳在 38 則 Google 評論中有提到87% 的評論持正面評價 ', '健康與保健健康與保健在 28 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 98 則 Google 評論中有提到87% 的評論持正面評價 ', '服務服務在 171 則 Google 評論中有提到83% 的評論持正面評價 ', '餐飲餐飲在 77 則 Google 評論中有提到79% 的評論持正面評價 ', '酒吧酒吧在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '地點地點在 27 則 Google 評論中有提到74% 的評論持正面評價 ', '家庭料理家庭料理在 21 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 128 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 62 則 Google 評論中有提到76% 的評論持正面評價 ', '健身健身在 55 則 Google 評論中有提到69% 的評論持正面評價 ', '浴室浴室在 82 則 Google 評論中有提到52% 的評論持正面評價 ', '住宿住宿在 37 則 Google 評論中有提到54% 的評論持負面評價 ', '停車場停車場在 21 則 Google 評論中有提到52% 的評論持負面評價 ', '夜生活夜生活在 14 則 Google 評論中有提到50% 的評論持正面評價 ', '空調空調在 11 則 Google 評論中有提到55% 的評論持負面評價 ', '廚房廚房在 13 則 Google 評論中有提到54% 的評論持負面評價 ', '按摩浴缸按摩浴缸在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '氣氛氣氛在 30 則 Google 評論中有提到93% 的評論持正面評價 ', '大自然大自然在 50 則 Google 評論中有提到96% 的評論持正面評價 ', '美容/按摩服務美容/按摩服務在 19 則 Google 評論中有提到95% 的評論持正面評價 ', '游泳池游泳池在 33 則 Google 評論中有提到85% 的評論持正面評價 ', '早餐早餐在 64 則 Google 評論中有提到84% 的評論持正面評價 ', '餐廳餐廳在 38 則 Google 評論中有提到87% 的評論持正面評價 ', '健康與保健健康與保健在 28 則 Google 評論中有提到82% 的評論持正面評價 ', '清潔清潔在 98 則 Google 評論中有提到87% 的評論持正面評價 ', '服務服務在 171 則 Google 評論中有提到83% 的評論持正面評價 ', '餐飲餐飲在 77 則 Google 評論中有提到79% 的評論持正面評價 ', '酒吧酒吧在 11 則 Google 評論中有提到82% 的評論持正面評價 ', '地點地點在 27 則 Google 評論中有提到74% 的評論持正面評價 ', '家庭料理家庭料理在 21 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 128 則 Google 評論中有提到76% 的評論持正面評價 ', '設施設施在 62 則 Google 評論中有提到76% 的評論持正面評價 ', '健身健身在 55 則 Google 評論中有提到69% 的評論持正面評價 ', '浴室浴室在 82 則 Google 評論中有提到52% 的評論持正面評價 ', '住宿住宿在 37 則 Google 評論中有提到54% 的評論持負面評價 ', '停車場停車場在 21 則 Google 評論中有提到52% 的評論持負面評價 ', '夜生活夜生活在 14 則 Google 評論中有提到50% 的評論持正面評價 ', '空調空調在 11 則 Google 評論中有提到55% 的評論持負面評價 ', '廚房廚房在 13 則 Google 評論中有提到54% 的評論持負面評價 ', '按摩浴缸按摩浴缸在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '無障礙設施無障礙設施在 5 則 Google 評論中有提到60% 的評論持負面評價 ']","在 1,369 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。",,"['水療中心 : 這是附近少數價位低於 $100 且提供 SPA 服務的飯店之一', '餐點一流 : 房客很喜歡這間飯店提供的餐飲服務', '早餐美味 : 房客喜歡這間飯店的早餐', '地點絕佳 : 房客喜歡這間飯店的地點', '服務親切 : 房客喜歡這間飯店的服務']","['', '4.0很好\xa0|\xa01,369 則評論']","['蔡文博""房間內裝潢設備是陳舊的，頂樓的湯屋用檜木池，熱水一開香氣四溢，透明玻璃景觀不錯。""', '鍾仁惠""房內整潔舒適，溫泉浴池超讚，服務人員也很親切，是間高cp值的溫泉飯店。""', 'JI-HUNG LIOU""有歷史的飯店，但環境非常整潔，感受到清潔人員的用心。景色很棒，值得推薦！""']"
宜蘭民宿-漫調子,268台灣宜蘭縣五結鄉利澤西路6之3號•+886 955 591 973,"['餐廳餐廳在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 31 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '餐廳餐廳在 12 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 31 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '清潔清潔在 14 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 10 則 Google 評論中有提到90% 的評論持正面評價 ', '大自然大自然在 6 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 72 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '免費停車場 : 在附近類似的飯店中，只有 23% 提供免費停車', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.9非常好\xa0|\xa072 則評論']","['黃渝晴""風景非常優美，房間什麼都有，麻將桌遊電視廚房俱備！而且早餐十分美味（尤其是沙拉""', '黃元辰""早午餐好吃 老闆手藝好 庭院可以烤肉 cp值高""', '梁亨利""CP值很高、空間感超棒的一間民宿，擁有開闊的視野及乾淨清爽的設施""']"
海島屋民宿,連江縣北竿鄉塘岐村275之1號•+886 978 755 062,[],在 2 則評論中，獲得 5.0 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '地點絕佳 : 房客喜歡這間飯店的地點']","['', '5.0非常好\xa0|\xa02 則評論']","['hsinyu chen""房間新 很大 乾淨 。老闆人很親切。房價便宜 獨自旅行也很推薦""', 'Li Kao""房間新又大 ，還可看飛機起降""']"
川瀨精品民宿,269台灣宜蘭縣冬山鄉寶修路68號•+886 917 653 917,[],在 14 則評論中，獲得 4.9 顆星 (滿分為 5 顆星)。非常好。,,[],"['', '4.9非常好\xa0|\xa014 則評論']","['張麗美""空氣清新，環境優雅，房間乾淨，民宿老闆親切，適合全家休閒度假。讚~讚~讚~""', 'Kuan Jen Fang""田中央的民宿，真是美麗，風景和民宿裝潢很棒""', 'Shan Shiau""溫馨舒適，適合闔家、好友包棟共遊宜蘭。""']"
May的家歐式民宿,27049台灣宜蘭縣蘇澳鎮隆恩 路 82 巷7號•+886 910 147 411,"['設施設施在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '清潔清潔在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '設施設施在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '清潔清潔在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '服務服務在 7 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 6 則 Google 評論中有提到67% 的評論持正面評價 ', '氣氛氣氛在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 51 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 38% 提供免費停車', '餐廳 : 在附近類似的飯店中，只有 19% 設有餐廳', '可攜帶寵物 : 在附近類似的飯店中，只有 14% 允許攜帶寵物', '免費早餐 : 在附近類似的飯店中，只有 23% 免費提供早餐']","['', '4.7非常好\xa0|\xa051 則評論']","['林筱梅""""宜蘭民宿環境恬靜舒服，門前冬山河及濕地生態，田園景觀，令人心曠神怡！""""', '劉賢德""碗清潔、早餐品質、房價等，則尚有加強與改善空間。""', '邱穎雋""面對賞鳥保護區環境優美，適合全家渡假好地方""']"
屏東幸福莊園民宿,906台灣屏東縣高樹鄉屏30鄉道85號•+886 8 795 8380,"['氣氛氣氛在 85 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 104 則 Google 評論中有提到99% 的評論持正面評價 ', '家庭料理家庭料理在 48 則 Google 評論中有提到98% 的評論持正面評價 ', '大自然大自然在 37 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 26 則 Google 評論中有提到96% 的評論持正面評價 ', '早餐早餐在 32 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 19 則 Google 評論中有提到95% 的評論持正面評價 ', '服務服務在 81 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 42 則 Google 評論中有提到93% 的評論持正面評價 ', '餐飲餐飲在 16 則 Google 評論中有提到94% 的評論持正面評價 ', '寵物寵物在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '空調空調在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '氣氛氣氛在 85 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 104 則 Google 評論中有提到99% 的評論持正面評價 ', '家庭料理家庭料理在 48 則 Google 評論中有提到98% 的評論持正面評價 ', '大自然大自然在 37 則 Google 評論中有提到100% 的評論持正面評價 ', '設施設施在 26 則 Google 評論中有提到96% 的評論持正面評價 ', '早餐早餐在 32 則 Google 評論中有提到100% 的評論持正面評價 ', '住宿住宿在 19 則 Google 評論中有提到95% 的評論持正面評價 ', '服務服務在 81 則 Google 評論中有提到93% 的評論持正面評價 ', '清潔清潔在 42 則 Google 評論中有提到93% 的評論持正面評價 ', '餐飲餐飲在 16 則 Google 評論中有提到94% 的評論持正面評價 ', '寵物寵物在 14 則 Google 評論中有提到86% 的評論持正面評價 ', '餐廳餐廳在 9 則 Google 評論中有提到100% 的評論持正面評價 ', '地點地點在 7 則 Google 評論中有提到86% 的評論持正面評價 ', '空調空調在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '夜生活夜生活在 5 則 Google 評論中有提到80% 的評論持正面評價 ', '酒吧酒吧在 5 則 Google 評論中有提到80% 的評論持正面評價 ']",在 482 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店', '評價絕佳的客房清潔服務 : 房客對這間飯店的整潔程度感到滿意', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.7非常好\xa0|\xa0482 則評論']","['李燕珊""地特色文化，是個很棒的旅程喲！還有，民宿手作的下午茶、晚餐BBQ、早餐都很美味～""', '蔡曉涵""民宿房間乾淨，喜歡一樓的大廳，大片玻璃落地窗，陽光照射進來的畫面很美！""', '邱文忠""這裡風景美環境優老闆和老闆娘用心親切是度假放鬆的好地方""']"
晶樺商務旅店,108台灣台北市萬華區西園路一段168號10樓•+886 2 2304 3795,[],在 28 則評論中，獲得 4.0 顆星 (滿分為 5 顆星)。很好。,,[],"['', '4.0很好\xa0|\xa028 則評論']","['御靈葉月""房間是硬床，蠻乾淨的，沒有煙味，冷氣也適中，還有配電扇。""', '振益高""優點便宜近捷運站近夜市老舊設備，要省錢勉強住一晚在來吧！""', '黃志高""衛生等都是還可以的旅店噢！""']"
Lof'it-日青工寓,3 星級飯店950台灣台東縣台東市興盛路192巷19號•+886 933 715 150,"['氣氛氣氛在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 51 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 37 則 Google 評論中有提到92% 的評論持正面評價 ', '餐廳餐廳在 31 則 Google 評論中有提到87% 的評論持正面評價 ', '設施設施在 44 則 Google 評論中有提到86% 的評論持正面評價 ', '住宿住宿在 19 則 Google 評論中有提到84% 的評論持正面評價 ', '服務服務在 18 則 Google 評論中有提到67% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '浴室浴室在 18 則 Google 評論中有提到44% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '大眾運輸大眾運輸在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到83% 的評論持正面評價 ', '氣氛氣氛在 15 則 Google 評論中有提到100% 的評論持正面評價 ', '早餐早餐在 51 則 Google 評論中有提到94% 的評論持正面評價 ', '清潔清潔在 37 則 Google 評論中有提到92% 的評論持正面評價 ', '餐廳餐廳在 31 則 Google 評論中有提到87% 的評論持正面評價 ', '設施設施在 44 則 Google 評論中有提到86% 的評論持正面評價 ', '住宿住宿在 19 則 Google 評論中有提到84% 的評論持正面評價 ', '服務服務在 18 則 Google 評論中有提到67% 的評論持正面評價 ', '設施設施在 19 則 Google 評論中有提到63% 的評論持正面評價 ', '浴室浴室在 18 則 Google 評論中有提到44% 的評論持正面評價 ', '停車場停車場在 9 則 Google 評論中有提到89% 的評論持正面評價 ', '地點地點在 8 則 Google 評論中有提到88% 的評論持正面評價 ', '大眾運輸大眾運輸在 7 則 Google 評論中有提到57% 的評論持正面評價 ', '酒吧酒吧在 6 則 Google 評論中有提到83% 的評論持正面評價 ']",在 153 則評論中，獲得 4.7 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費早餐 : 在附近類似的飯店中，只有 13% 免費提供早餐', '睡得很安穩 : 房客表示他們在這間飯店睡得很好']","['', '4.7非常好\xa0|\xa0153 則評論']","['陳炳璋DavidChen""非常的乾淨，明亮，素雅又有設計感，早餐有專業的咖啡配健康的土司，非常棒的民宿!""', 'Amy Lim""建築新穎，房間空間大又乾淨，走北歐極簡風，離市區有點距離但好停車""', 'Yu Ning Chen""入住當天隔壁房有小孩不過完全沒聽到聲音，隔音應該也是很不錯！""']"
清境羊角村鄉村民宿,546台灣南投縣仁愛鄉仁和路179-6號•+886 912 878 538,"['氣氛氣氛在 34 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 75 則 Google 評論中有提到95% 的評論持正面評價 ', '大自然大自然在 56 則 Google 評論中有提到95% 的評論持正面評價 ', '早餐早餐在 51 則 Google 評論中有提到92% 的評論持正面評價 ', '清潔清潔在 39 則 Google 評論中有提到95% 的評論持正面評價 ', '餐飲餐飲在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '家庭料理家庭料理在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '設施設施在 82 則 Google 評論中有提到89% 的評論持正面評價 ', '餐廳餐廳在 23 則 Google 評論中有提到78% 的評論持正面評價 ', '酒吧酒吧在 20 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 62 則 Google 評論中有提到73% 的評論持正面評價 ', '地點地點在 29 則 Google 評論中有提到69% 的評論持正面評價 ', '夜生活夜生活在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '住宿住宿在 31 則 Google 評論中有提到52% 的評論持正面評價 ', '浴室浴室在 20 則 Google 評論中有提到50% 的評論持正面評價 ', '健康與保健健康與保健在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '停車場停車場在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到40% 的評論持正面評價 ', 'Wi-FiWi-Fi在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '寵物寵物在 5 則 Google 評論中有提到100% 的評論持正面評價 ', '氣氛氣氛在 34 則 Google 評論中有提到94% 的評論持正面評價 ', '服務服務在 75 則 Google 評論中有提到95% 的評論持正面評價 ', '大自然大自然在 56 則 Google 評論中有提到95% 的評論持正面評價 ', '早餐早餐在 51 則 Google 評論中有提到92% 的評論持正面評價 ', '清潔清潔在 39 則 Google 評論中有提到95% 的評論持正面評價 ', '餐飲餐飲在 12 則 Google 評論中有提到92% 的評論持正面評價 ', '家庭料理家庭料理在 11 則 Google 評論中有提到91% 的評論持正面評價 ', '設施設施在 82 則 Google 評論中有提到89% 的評論持正面評價 ', '餐廳餐廳在 23 則 Google 評論中有提到78% 的評論持正面評價 ', '酒吧酒吧在 20 則 Google 評論中有提到85% 的評論持正面評價 ', '設施設施在 62 則 Google 評論中有提到73% 的評論持正面評價 ', '地點地點在 29 則 Google 評論中有提到69% 的評論持正面評價 ', '夜生活夜生活在 10 則 Google 評論中有提到60% 的評論持正面評價 ', '住宿住宿在 31 則 Google 評論中有提到52% 的評論持正面評價 ', '浴室浴室在 20 則 Google 評論中有提到50% 的評論持正面評價 ', '健康與保健健康與保健在 9 則 Google 評論中有提到56% 的評論持正面評價 ', '停車場停車場在 8 則 Google 評論中有提到75% 的評論持正面評價 ', '娛樂娛樂在 5 則 Google 評論中有提到40% 的評論持正面評價 ', 'Wi-FiWi-Fi在 5 則 Google 評論中有提到60% 的評論持負面評價 ', '寵物寵物在 5 則 Google 評論中有提到100% 的評論持正面評價 ']",在 438 則評論中，獲得 4.5 顆星 (滿分為 5 顆星)。非常好。,,"['評分最高 : 這間飯店的使用者評分在這個地區名列前茅', '免費停車場 : 在附近類似的飯店中，有 76% 提供免費停車', '可攜帶寵物 : 在附近類似的飯店中，只有 14% 允許攜帶寵物', '受家庭旅客歡迎 : 家庭旅客很喜歡這間飯店']","['', '4.5非常好\xa0|\xa0438 則評論']","['Farin Chang""老闆娘很親切 環境很舒適的民宿 房間還有蒸氣浴 好天氣的夜晚星星很美""', '邱繼盛""有歐洲建築風格、花園庭院美麗、內部設計典雅、服務態度更佳！""', 'Ming翁志銘""飯店很有特色、環境優美，老闆娘&人員服務都很親切，推薦大家去入住！""']"
淞呂溫泉會館,233台灣新北市烏來區西羅岸路35號•+886 2 2661 8181,"['氣氛氣氛在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 24 則 Google 評論中有提到88% 的評論持正面評價 ', '游泳池游泳池在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '餐飲餐飲在 22 則 Google 評論中有提到73% 的評論持正面評價 ', '健身健身在 24 則 Google 評論中有提到75% 的評論持正面評價 ', '停車場停車場在 14 則 Google 評論中有提到64% 的評論持正面評價 ', '浴室浴室在 47 則 Google 評論中有提到45% 的評論持正面評價 ', '設施設施在 44 則 Google 評論中有提到50% 的評論持正面評價 ', '服務服務在 41 則 Google 評論中有提到56% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到50% 的評論持正面評價 ', '地點地點在 15 則 Google 評論中有提到60% 的評論持正面評價 ', '早餐早餐在 14 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 14 則 Google 評論中有提到43% 的評論持正面評價 ', '娛樂娛樂在 8 則 Google 評論中有提到50% 的評論持中立評價 ', '餐廳餐廳在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 30 則 Google 評論中有提到60% 的評論持負面評價 ', '氣氛氣氛在 12 則 Google 評論中有提到83% 的評論持正面評價 ', '大自然大自然在 24 則 Google 評論中有提到88% 的評論持正面評價 ', '游泳池游泳池在 14 則 Google 評論中有提到93% 的評論持正面評價 ', '餐飲餐飲在 22 則 Google 評論中有提到73% 的評論持正面評價 ', '健身健身在 24 則 Google 評論中有提到75% 的評論持正面評價 ', '停車場停車場在 14 則 Google 評論中有提到64% 的評論持正面評價 ', '浴室浴室在 47 則 Google 評論中有提到45% 的評論持正面評價 ', '設施設施在 44 則 Google 評論中有提到50% 的評論持正面評價 ', '服務服務在 41 則 Google 評論中有提到56% 的評論持正面評價 ', '設施設施在 16 則 Google 評論中有提到50% 的評論持正面評價 ', '地點地點在 15 則 Google 評論中有提到60% 的評論持正面評價 ', '早餐早餐在 14 則 Google 評論中有提到50% 的評論持正面評價 ', '住宿住宿在 14 則 Google 評論中有提到43% 的評論持正面評價 ', '娛樂娛樂在 8 則 Google 評論中有提到50% 的評論持中立評價 ', '餐廳餐廳在 6 則 Google 評論中有提到50% 的評論持正面評價 ', '家庭料理家庭料理在 5 則 Google 評論中有提到60% 的評論持正面評價 ', '清潔清潔在 30 則 Google 評論中有提到60% 的評論持負面評價 ']",在 451 則評論中，獲得 3.7 顆星 (滿分為 5 顆星)。良好。,,[],"['', '3.7良好\xa0|\xa0451 則評論']","['hank liao""風景超美，餐點棒，放鬆休閒的好去處！讚！""', 'Louis Huang""浴室和沙發區都有螞蟻 浴室地板有腐臭異味 下午茶蛋糕還算好吃""', 'Ben Chen""湯屋水溫度很高 空間寬敞 有休息空間 價位偏高 地點好 不用塞車 有自有停車場""']"
