reviews,value,comfort,location,cleanliness,service,facilities,ws_pos_reviews,filtered_word
最熱忱待客的陳老師賢伉儷，總是讓客人賓至如歸！130線上，環境最美牛奶森林！,0.0,0.0,1.0,0.0,1.0,0.0,最(Dfa)/熱忱(VH)/待客(VA)/的(DE)/陳(Nb)/老師(Na)/賢伉儷(Nh)/，(COMMACATEGORY)/總是(D)/讓(VL)/客人(Na)/賓至如歸(VH)/！(EXCLAMATIONCATEGORY)/130(Neu)/線(Na)/上(Ncd)/，(COMMACATEGORY)/環境(Na)/最(Dfa)/美(VH)/牛奶(Na)/森林(Na)/！(EXCLAMATIONCATEGORY),熱忱(VH)/待客(VA)/陳(Nb)/老師(Na)/賢伉儷(Nh)/讓(VL)/客人(Na)/賓至如歸(VH)/130(Neu)/線(Na)/上(Ncd)/環境(Na)/美(VH)/牛奶(Na)/森林(Na)
下雲霧繚繞、雲海翻騰是台灣少有的低海拔觀賞雲海絕佳地點。,0.0,0.0,1.0,0.0,0.0,0.0,下(Ncd)/雲霧(Na)/繚繞(VH)/、(PAUSECATEGORY)/雲海(Na)/翻騰(VA)/是(SHI)/台灣(Nc)/少有(VH)/的(DE)/低海拔(Na)/觀賞(VC)/雲海(Na)/絕佳(VH)/地點(Na)/。(PERIODCATEGORY),下(Ncd)/雲霧(Na)/繚繞(VH)/雲海(Na)/翻騰(VA)/台灣(Nc)/少有(VH)/低海拔(Na)/觀賞(VC)/雲海(Na)/絕佳(VH)/地點(Na)
房間舒適，老闆親切，價格跟品質都很好！附近就是夜市跟觀光景點，非常方便,1.0,1.0,1.0,0.0,1.0,0.0,房間(Nc)/舒適(VH)/，(COMMACATEGORY)/老闆(Na)/親切(VH)/，(COMMACATEGORY)/價格(Na)/跟(Caa)/品質(Na)/都(D)/很(Dfa)/好(VH)/！(EXCLAMATIONCATEGORY)/附近(Nc)/就(Cbb)/是(SHI)/夜市(Nc)/跟(Caa)/觀光(VA)/景點(Na)/，(COMMACATEGORY)/非常(Dfa)/方便(VH),房間(Nc)/舒適(VH)/老闆(Na)/親切(VH)/價格(Na)/品質(Na)/好(VH)/附近(Nc)/夜市(Nc)/觀光(VA)/景點(Na)/方便(VH)
離燈會很近 位置在小巷子裡面 室內裝潢的不錯 服務態度良好,0.0,1.0,1.0,0.0,1.0,0.0,離(P)/燈會(Na)/很(Dfa)/近(VH)/ (WHITESPACE)/位置(VCL)/在(P)/小(VH)/巷子(Na)/裡面(Ncd)/ (WHITESPACE)/室(Nc)/內(Ncd)/裝潢(Na)/的(DE)/不錯(VH)/ (WHITESPACE)/服務(Nv)/態度(Na)/良好(VH),離(P)/燈會(Na)/近(VH)/位置(VCL)/在(P)/小(VH)/巷子(Na)/裡面(Ncd)/室(Nc)/內(Ncd)/裝潢(Na)/不錯(VH)/服務(Nv)/態度(Na)/良好(VH)
環境不錯，老闆人很好，地點不錯，早點湯飯不錯吃，值得推薦再去的民宿！！！,0.0,0.0,1.0,0.0,1.0,0.0,環境(Na)/不錯(VH)/，(COMMACATEGORY)/老闆(Na)/人(Na)/很(Dfa)/好(VH)/，(COMMACATEGORY)/地點(Na)/不錯(VH)/，(COMMACATEGORY)/早點(Na)/湯(Na)/飯(Na)/不錯(VH)/吃(VC)/，(COMMACATEGORY)/值得(VH)/推薦(VC)/再(D)/去(VCL)/的(DE)/民宿(Nc)/！(EXCLAMATIONCATEGORY)/！(EXCLAMATIONCATEGORY)/！(EXCLAMATIONCATEGORY),環境(Na)/不錯(VH)/老闆(Na)/人(Na)/好(VH)/地點(Na)/不錯(VH)/早點(Na)/湯(Na)/飯(Na)/不錯(VH)/吃(VC)/值得(VH)/推薦(VC)/去(VCL)/民宿(Nc)
設施所設備、服務人員態度、房間整潔、餐廳菜色都有達一定水準的飯店。,0.0,1.0,0.0,1.0,1.0,0.0,設施(Na)/所(Nc)/設備(Na)/、(PAUSECATEGORY)/服務(Nv)/人員(Na)/態度(Na)/、(PAUSECATEGORY)/房間(Nc)/整潔(Nv)/、(PAUSECATEGORY)/餐廳(Nc)/菜色(Na)/都(D)/有(V_2)/達(VJ)/一定(A)/水準(Na)/的(DE)/飯店(Nc)/。(PERIODCATEGORY),設施(Na)/所(Nc)/設備(Na)/服務(Nv)/人員(Na)/態度(Na)/房間(Nc)/整潔(Nv)/餐廳(Nc)/菜色(Na)/有(V_2)/達(VJ)/一定(A)/水準(Na)/飯店(Nc)
服務好，晚餐早餐可，冰箱還有飲料和烤布丁不用錢，溫泉超級讚的會館,1.0,0.0,0.0,0.0,1.0,1.0,服務(VC)/好(VH)/，(COMMACATEGORY)/晚餐(Na)/早餐(Na)/可(D)/，(COMMACATEGORY)/冰箱(Na)/還(D)/有(V_2)/飲料(Na)/和(Caa)/烤(VC)/布丁(Na)/不(D)/用(VC)/錢(Na)/，(COMMACATEGORY)/溫泉(Na)/超級(Dfa)/讚(VH)/的(DE)/會館(Nc),服務(VC)/好(VH)/晚餐(Na)/早餐(Na)/冰箱(Na)/有(V_2)/飲料(Na)/烤(VC)/布丁(Na)/用(VC)/錢(Na)/溫泉(Na)/讚(VH)/會館(Nc)
2.客房電梯好小，兩個大人一個嬰兒推車一個小行李箱就沒空間了。,0.0,0.0,0.0,0.0,0.0,1.0,2(Cbb)/.(PERIODCATEGORY)/客房(Nc)/電梯(Na)/好(Dfa)/小(VH)/，(COMMACATEGORY)/兩(Neu)/個(Nf)/大人(Na)/一(Neu)/個(Nf)/嬰兒(Na)/推車(Na)/一(Neu)/個(Nf)/小(VH)/行李箱(Na)/就(D)/沒(VJ)/空間(Na)/了(T)/。(PERIODCATEGORY),客房(Nc)/電梯(Na)/小(VH)/兩(Neu)/個(Nf)/大人(Na)/一(Neu)/個(Nf)/嬰兒(Na)/推車(Na)/一(Neu)/個(Nf)/小(VH)/行李箱(Na)/沒(VJ)/空間(Na)
房間清潔有一點差，沒有附早餐， 老闆娘服務親切。,1.0,0.0,0.0,1.0,1.0,0.0,房間(Nc)/清潔(Nv)/有(V_2)/一點(Neqa)/差(Na)/，(COMMACATEGORY)/沒有(D)/附(VC)/早餐(Na)/，(COMMACATEGORY)/ (WHITESPACE)/老闆娘(Na)/服務(VC)/親切(VH)/。(PERIODCATEGORY),房間(Nc)/清潔(Nv)/有(V_2)/一點(Neqa)/差(Na)/附(VC)/早餐(Na)/老闆娘(Na)/服務(VC)/親切(VH)
民宿品質優良，冰箱冷氣衛浴都不錯!,0.0,1.0,0.0,0.0,0.0,0.0,民宿(Nc)/品質(Na)/優良(VH)/，(COMMACATEGORY)/冰箱(Na)/冷氣(Na)/衛浴(Na)/都(D)/不錯(VH)/!(EXCLAMATIONCATEGORY),民宿(Nc)/品質(Na)/優良(VH)/冰箱(Na)/冷氣(Na)/衛浴(Na)/不錯(VH)
舒服 又乾淨 老闆娘 也人很好 棒棒,0.0,1.0,0.0,1.0,1.0,0.0,舒服(VH)/ (WHITESPACE)/又(Caa)/乾淨(VH)/ (WHITESPACE)/老闆娘(Na)/ (WHITESPACE)/也(D)/人(Na)/很(Dfa)/好(VH)/ (WHITESPACE)/棒棒(Neqa),舒服(VH)/乾淨(VH)/老闆娘(Na)/人(Na)/好(VH)/棒棒(Neqa)
很居家日式的民宿，雖然都是雅房，但收費便宜，適合想省錢的遊客,1.0,0.0,0.0,0.0,0.0,0.0,很(Dfa)/居家(Na)/日式(A)/的(DE)/民宿(Nc)/，(COMMACATEGORY)/雖然(Cbb)/都(D)/是(SHI)/雅房(Nc)/，(COMMACATEGORY)/但(Cbb)/收費(VD)/便宜(VH)/，(COMMACATEGORY)/適合(VH)/想(VE)/省錢(VH)/的(DE)/遊客(Na),居家(Na)/日式(A)/民宿(Nc)/雅房(Nc)/收費(VD)/便宜(VH)/適合(VH)/想(VE)/省錢(VH)/遊客(Na)
風景不錯 淋浴設備不良 水壓不足 熱水要等,0.0,1.0,1.0,0.0,0.0,0.0,風景(Na)/不錯(VH)/ (WHITESPACE)/淋浴(VA)/設備(Na)/不良(VH)/ (WHITESPACE)/水壓(Na)/不足(VH)/ (WHITESPACE)/熱水(Na)/要(D)/等(VC),風景(Na)/不錯(VH)/淋浴(VA)/設備(Na)/不良(VH)/水壓(Na)/不足(VH)/熱水(Na)/等(VC)
非常親切的房東奶奶耶 喜歡這裡的環境 有山有海的景色,0.0,0.0,1.0,0.0,1.0,0.0,非常(Dfa)/親切(VH)/的(DE)/房東(Na)/奶奶(Na)/耶(T)/ (WHITESPACE)/喜歡(VK)/這裡(Ncd)/的(DE)/環境(Na)/ (WHITESPACE)/有(V_2)/山(Na)/有(V_2)/海(Na)/的(DE)/景色(Na),親切(VH)/房東(Na)/奶奶(Na)/喜歡(VK)/這裡(Ncd)/環境(Na)/有(V_2)/山(Na)/有(V_2)/海(Na)/景色(Na)
用料實在豐富，氣泡果汁、醬燒豬肉、鍋燒麵、冰淇淋、水果都用心準備、服務態度棒,0.0,0.0,0.0,0.0,1.0,0.0,用料(Na)/實在(D)/豐富(VHC)/，(COMMACATEGORY)/氣泡(Na)/果汁(Na)/、(PAUSECATEGORY)/醬燒(Na)/豬肉(Na)/、(PAUSECATEGORY)/鍋燒麵(Na)/、(PAUSECATEGORY)/冰淇淋(Na)/、(PAUSECATEGORY)/水果(Na)/都(D)/用心(VH)/準備(VC)/、(PAUSECATEGORY)/服務(VC)/態度(Na)/棒(VH),用料(Na)/豐富(VHC)/氣泡(Na)/果汁(Na)/醬燒(Na)/豬肉(Na)/鍋燒麵(Na)/冰淇淋(Na)/水果(Na)/用心(VH)/準備(VC)/服務(VC)/態度(Na)/棒(VH)
甜點與蛋糕包括綠茶白巧克力覆盆莓蛋糕、鈾香鐵觀音茶凍、栗子南瓜塔等。,0.0,0.0,0.0,0.0,1.0,0.0,甜點(Na)/與(Caa)/蛋糕(Na)/包括(VK)/綠茶(Na)/白(VH)/巧克力(Na)/覆盆莓(Na)/蛋糕(Na)/、(PAUSECATEGORY)/鈾(Na)/香(VH)/鐵觀音(Na)/茶凍(Na)/、(PAUSECATEGORY)/栗子(Na)/南瓜塔(Na)/等(Cab)/。(PERIODCATEGORY),甜點(Na)/蛋糕(Na)/包括(VK)/綠茶(Na)/白(VH)/巧克力(Na)/覆盆莓(Na)/蛋糕(Na)/鈾(Na)/香(VH)/鐵觀音(Na)/茶凍(Na)/栗子(Na)/南瓜塔(Na)
麵，選好配料後，交由服務人員現場料理後，再送達顧客桌上，值得推薦。,0.0,0.0,0.0,0.0,1.0,0.0,麵(Na)/，(COMMACATEGORY)/選好(VC)/配料(Na)/後(Ng)/，(COMMACATEGORY)/交由(VF)/服務(Nv)/人員(Na)/現場(Nc)/料理(VC)/後(Ng)/，(COMMACATEGORY)/再(D)/送達(VD)/顧客(Na)/桌(Na)/上(Ncd)/，(COMMACATEGORY)/值得(VH)/推薦(VC)/。(PERIODCATEGORY),麵(Na)/選好(VC)/配料(Na)/後(Ng)/交由(VF)/服務(Nv)/人員(Na)/現場(Nc)/料理(VC)/後(Ng)/送達(VD)/顧客(Na)/桌(Na)/上(Ncd)/值得(VH)/推薦(VC)
每年來都找老闆?服務親切 浮潛住宿烤肉都可以找老闆????,0.0,0.0,0.0,0.0,1.0,1.0,每(Nes)/年(Nf)/來(Ng)/都(D)/找(VC)/老闆(Na)/?(QUESTIONCATEGORY)/服務(VC)/親切(VH)/ (WHITESPACE)/浮潛(VA)/住宿(VA)/烤(VC)/肉(Na)/都(D)/可以(D)/找(VC)/老闆(Na)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY),每(Nes)/年(Nf)/來(Ng)/找(VC)/老闆(Na)/服務(VC)/親切(VH)/浮潛(VA)/住宿(VA)/烤(VC)/肉(Na)/找(VC)/老闆(Na)
連住二天 感謝升等四人房? 陽台大 景觀視野佳。,0.0,1.0,1.0,0.0,1.0,0.0,連(Cbb)/住(VCL)/二(Neu)/天(Nf)/ (WHITESPACE)/感謝(VK)/升等(VHC)/四(Neu)/人(Na)/房(Na)/?(QUESTIONCATEGORY)/ (WHITESPACE)/陽台(Na)/大(VH)/ (WHITESPACE)/景觀(Na)/視野(Na)/佳(VH)/。(PERIODCATEGORY),住(VCL)/二(Neu)/天(Nf)/感謝(VK)/升等(VHC)/四(Neu)/人(Na)/房(Na)/陽台(Na)/大(VH)/景觀(Na)/視野(Na)/佳(VH)
老闆人超好 超帥 環境也很舒服,0.0,1.0,0.0,0.0,1.0,0.0,老闆(Na)/人(Na)/超(VH)/好(VH)/ (WHITESPACE)/超帥(VH)/ (WHITESPACE)/環境(Na)/也(D)/很(Dfa)/舒服(VH),老闆(Na)/人(Na)/超(VH)/好(VH)/超帥(VH)/環境(Na)/舒服(VH)
喜歡在後面山坡上的地方拍夜景，可以去試試看哦，房間普通有空調，也有提供早餐和晚餐,1.0,1.0,1.0,0.0,1.0,0.0,喜歡(VK)/在(P)/後面(Ncd)/山坡(Na)/上(Ncd)/的(DE)/地方(Na)/拍(VC)/夜景(Na)/，(COMMACATEGORY)/可以(D)/去(D)/試試(VE)/看(Di)/哦(T)/，(COMMACATEGORY)/房間(Nc)/普通(VH)/有(V_2)/空調(Na)/，(COMMACATEGORY)/也(D)/有(V_2)/提供(VD)/早餐(Na)/和(Caa)/晚餐(Na),喜歡(VK)/在(P)/後面(Ncd)/山坡(Na)/上(Ncd)/地方(Na)/拍(VC)/夜景(Na)/試試(VE)/房間(Nc)/普通(VH)/有(V_2)/空調(Na)/有(V_2)/提供(VD)/早餐(Na)/晚餐(Na)
視野遼闊，老闆待人親切，不超收，廁所清潔，可車泊可露營，場地有限，預約盡早呦！,0.0,0.0,1.0,1.0,1.0,1.0,視野(Na)/遼闊(VH)/，(COMMACATEGORY)/老闆(Na)/待人(VA)/親切(VH)/，(COMMACATEGORY)/不(D)/超收(VC)/，(COMMACATEGORY)/廁所(Nc)/清潔(VH)/，(COMMACATEGORY)/可(D)/車(VA)/泊(VA)/可(D)/露營(VA)/，(COMMACATEGORY)/場地(Na)/有限(VH)/，(COMMACATEGORY)/預約(VC)/盡(D)/早(VH)/呦(P)/！(EXCLAMATIONCATEGORY),視野(Na)/遼闊(VH)/老闆(Na)/待人(VA)/親切(VH)/超收(VC)/廁所(Nc)/清潔(VH)/車(VA)/泊(VA)/露營(VA)/場地(Na)/有限(VH)/預約(VC)/早(VH)/呦(P)
風景好，服務親切。但3人套餐700元不優。建議人多在來點2500桌菜才划算。,1.0,0.0,1.0,0.0,1.0,0.0,風景(Na)/好(VH)/，(COMMACATEGORY)/服務(VC)/親切(VH)/。(PERIODCATEGORY)/但(Cbb)/3(Neu)/人(Na)/套餐(Na)/700(Neu)/元(Nf)/不(D)/優(VH)/。(PERIODCATEGORY)/建議(VE)/人(Na)/多(D)/在(P)/來(D)/點(VC)/2500(Neu)/桌(Nf)/菜(Na)/才(Da)/划算(VH)/。(PERIODCATEGORY),風景(Na)/好(VH)/服務(VC)/親切(VH)/3(Neu)/人(Na)/套餐(Na)/700(Neu)/元(Nf)/優(VH)/建議(VE)/人(Na)/在(P)/點(VC)/2500(Neu)/桌(Nf)/菜(Na)/划算(VH)
雖然便宜 但隔音差 房間有煙味 而且感覺棉被不乾淨還是房間有跳蚤很癢,1.0,1.0,0.0,1.0,0.0,0.0,雖然(Cbb)/便宜(VH)/ (WHITESPACE)/但(Cbb)/隔音(Na)/差(VH)/ (WHITESPACE)/房間(Nc)/有(V_2)/煙味(Na)/ (WHITESPACE)/而且(Cbb)/感覺(VK)/棉被(Na)/不(D)/乾淨(VH)/還是(Caa)/房間(Nc)/有(V_2)/跳蚤(Na)/很(Dfa)/癢(VH),便宜(VH)/隔音(Na)/差(VH)/房間(Nc)/有(V_2)/煙味(Na)/感覺(VK)/棉被(Na)/乾淨(VH)/房間(Nc)/有(V_2)/跳蚤(Na)/癢(VH)
平價簡單休息的一個地方，但特別的住宿可以選擇早餐自助餐或午餐喔，,1.0,0.0,0.0,0.0,1.0,0.0,平價(Na)/簡單(VH)/休息(VA)/的(DE)/一(Neu)/個(Nf)/地方(Na)/，(COMMACATEGORY)/但(Cbb)/特別(VH)/的(DE)/住宿(VA)/可以(D)/選擇(VC)/早餐(Na)/自助餐(Na)/或(Caa)/午餐(Na)/喔(T)/，(COMMACATEGORY),平價(Na)/簡單(VH)/休息(VA)/一(Neu)/個(Nf)/地方(Na)/特別(VH)/住宿(VA)/選擇(VC)/早餐(Na)/自助餐(Na)/午餐(Na)
爛死了，沒網路，隔音很爛，環境噪音很多,0.0,1.0,0.0,0.0,0.0,0.0,爛死(VH)/了(T)/，(COMMACATEGORY)/沒(VJ)/網路(Na)/，(COMMACATEGORY)/隔音(A)/很(Dfa)/爛(VH)/，(COMMACATEGORY)/環境(Na)/噪音(Na)/很多(VH),爛死(VH)/沒(VJ)/網路(Na)/隔音(A)/爛(VH)/環境(Na)/噪音(Na)/很多(VH)
空氣好，尤其是夕陽西下很美 老闆娘親切，是休閒放鬆好地方,0.0,0.0,1.0,0.0,1.0,0.0,空氣(Na)/好(VH)/，(COMMACATEGORY)/尤其(D)/是(SHI)/夕陽西下(VH)/很(Dfa)/美(VH)/ (WHITESPACE)/老闆娘(Na)/親切(VH)/，(COMMACATEGORY)/是(SHI)/休閒(VA)/放鬆(VHC)/好(VH)/地方(Na),空氣(Na)/好(VH)/夕陽西下(VH)/美(VH)/老闆娘(Na)/親切(VH)/休閒(VA)/放鬆(VHC)/好(VH)/地方(Na)
雅致幽靜的庭院環境，房間佈置樸實，空間大而舒適，愉快的休息一夜?,0.0,1.0,0.0,0.0,0.0,1.0,雅致(VH)/幽靜(VH)/的(DE)/庭院(Na)/環境(Na)/，(COMMACATEGORY)/房間(Nc)/佈置(VC)/樸實(VH)/，(COMMACATEGORY)/空間(Na)/大(VH)/而(Caa)/舒適(VH)/，(COMMACATEGORY)/愉快(VH)/的(DE)/休息(VA)/一(Neu)/夜(Nd)/?(QUESTIONCATEGORY),雅致(VH)/幽靜(VH)/庭院(Na)/環境(Na)/房間(Nc)/佈置(VC)/樸實(VH)/空間(Na)/大(VH)/舒適(VH)/愉快(VH)/休息(VA)/一(Neu)/夜(Nd)
臺灣旗山川雅居渡假民宿 一處身心靈放鬆沈澱樂活好地方,0.0,1.0,0.0,0.0,0.0,0.0,臺灣(Nc)/旗山(Nc)/川雅居(Na)/渡假(VA)/民宿(Nc)/ (WHITESPACE)/一(Neu)/處身(VCL)/心靈(Na)/放鬆(VHC)/沈澱(VH)/樂活(VH)/好(VH)/地方(Na),臺灣(Nc)/旗山(Nc)/川雅居(Na)/渡假(VA)/民宿(Nc)/一(Neu)/處身(VCL)/心靈(Na)/放鬆(VHC)/沈澱(VH)/樂活(VH)/好(VH)/地方(Na)
臨近松菸文創，地點極佳的住房旅館，停車方便，週邊美食小吃多，超推薦的。,0.0,0.0,1.0,0.0,0.0,1.0,臨近(VJ)/松菸(Nb)/文創(Na)/，(COMMACATEGORY)/地點(Na)/極(Dfa)/佳(VH)/的(DE)/住房(Na)/旅館(Nc)/，(COMMACATEGORY)/停車(VA)/方便(VH)/，(COMMACATEGORY)/週邊(Nc)/美食(Na)/小吃(Na)/多(VH)/，(COMMACATEGORY)/超(Dfa)/推薦(VC)/的(T)/。(PERIODCATEGORY),臨近(VJ)/松菸(Nb)/文創(Na)/地點(Na)/佳(VH)/住房(Na)/旅館(Nc)/停車(VA)/方便(VH)/週邊(Nc)/美食(Na)/小吃(Na)/多(VH)/推薦(VC)
交通方便，就在捷運站旁邊，房間乾淨，雙人床是五呎*六呎不算大，房間空間也不大,0.0,1.0,1.0,1.0,0.0,0.0,交通(Na)/方便(VH)/，(COMMACATEGORY)/就(D)/在(P)/捷運站(Nc)/旁邊(Ncd)/，(COMMACATEGORY)/房間(Nc)/乾淨(VH)/，(COMMACATEGORY)/雙人床(Na)/是(SHI)/五(Neu)/呎(Nf)/*(FW)/六(Neu)/呎(Nf)/不(D)/算(VG)/大(VH)/，(COMMACATEGORY)/房間(Nc)/空間(Na)/也(D)/不(Dfa)/大(VH),交通(Na)/方便(VH)/在(P)/捷運站(Nc)/旁邊(Ncd)/房間(Nc)/乾淨(VH)/雙人床(Na)/五(Neu)/呎(Nf)/六(Neu)/呎(Nf)/算(VG)/大(VH)/房間(Nc)/空間(Na)/大(VH)
酒店地理位置好，員工服務熱誠，唯酒店設施較陳舊。,0.0,1.0,1.0,0.0,1.0,0.0,酒店(Nc)/地理(Na)/位置(Na)/好(VH)/，(COMMACATEGORY)/員工(Na)/服務(Nv)/熱誠(VH)/，(COMMACATEGORY)/唯(Da)/酒店(Nc)/設施(Na)/較(Dfa)/陳舊(VH)/。(PERIODCATEGORY),酒店(Nc)/地理(Na)/位置(Na)/好(VH)/員工(Na)/服務(Nv)/熱誠(VH)/酒店(Nc)/設施(Na)/陳舊(VH)
乾淨舒適，床鋪好好睡，老闆夫妻熱情親切，晚上看得到星星，很適合放鬆渡假。,0.0,1.0,1.0,1.0,1.0,0.0,乾淨(VH)/舒適(VH)/，(COMMACATEGORY)/床鋪(Na)/好好(VH)/睡(VA)/，(COMMACATEGORY)/老闆(Na)/夫妻(Na)/熱情(VH)/親切(VH)/，(COMMACATEGORY)/晚上(Nd)/看(VE)/得(DE)/到(VE)/星星(Na)/，(COMMACATEGORY)/很(Dfa)/適合(VH)/放鬆(VHC)/渡假(VA)/。(PERIODCATEGORY),乾淨(VH)/舒適(VH)/床鋪(Na)/好好(VH)/睡(VA)/老闆(Na)/夫妻(Na)/熱情(VH)/親切(VH)/晚上(Nd)/看(VE)/到(VE)/星星(Na)/適合(VH)/放鬆(VHC)/渡假(VA)
，下次到台東知本會再選擇入住??,0.0,0.0,0.0,0.0,0.0,0.0,，(COMMACATEGORY)/下(Nes)/次(Nf)/到(VCL)/台東(Nc)/知本(Na)/會(D)/再(D)/選擇(VC)/入住(VCL)/?(QUESTIONCATEGORY)/?(QUESTIONCATEGORY),下(Nes)/次(Nf)/到(VCL)/台東(Nc)/知本(Na)/選擇(VC)/入住(VCL)
房間設施新穎、裝潢簡潔，衛浴廁所很大間、乾淨，淋浴水流大、熱水夠熱很舒服。,0.0,1.0,0.0,1.0,0.0,0.0,房間(Nc)/設施(Na)/新穎(VH)/、(PAUSECATEGORY)/裝潢(Na)/簡潔(VH)/，(COMMACATEGORY)/衛浴(Na)/廁所(Nc)/很(Dfa)/大(VH)/間(Ng)/、(PAUSECATEGORY)/乾淨(VH)/，(COMMACATEGORY)/淋浴(VA)/水流(Na)/大(VH)/、(PAUSECATEGORY)/熱水(Na)/夠(Dfa)/熱(VHC)/很(Dfa)/舒服(VH)/。(PERIODCATEGORY),房間(Nc)/設施(Na)/新穎(VH)/裝潢(Na)/簡潔(VH)/衛浴(Na)/廁所(Nc)/大(VH)/間(Ng)/乾淨(VH)/淋浴(VA)/水流(Na)/大(VH)/熱水(Na)/熱(VHC)/舒服(VH)
停車要付費，且要開往後面的停車場再走回旅店，早餐採餐盒式三明治,1.0,0.0,0.0,0.0,1.0,1.0,停車(VA)/要(D)/付費(VA)/，(COMMACATEGORY)/且(Cbb)/要(D)/開(VC)/往(P)/後面(Ncd)/的(DE)/停車場(Nc)/再(D)/走回(VCL)/旅店(Nc)/，(COMMACATEGORY)/早餐(Na)/採(VC)/餐盒式(A)/三明治(Na),停車(VA)/付費(VA)/開(VC)/往(P)/後面(Ncd)/停車場(Nc)/走回(VCL)/旅店(Nc)/早餐(Na)/採(VC)/餐盒式(A)/三明治(Na)
房間和浴室寬敞乾淨，地點方便，沐浴用品好用，吹風機也不燒頭髮，CP值非常不錯。,1.0,1.0,1.0,1.0,0.0,0.0,房間(Nc)/和(Caa)/浴室(Nc)/寬敞(VH)/乾淨(VH)/，(COMMACATEGORY)/地點(Na)/方便(VH)/，(COMMACATEGORY)/沐浴(VA)/用品(Na)/好用(VH)/，(COMMACATEGORY)/吹風機(Na)/也(D)/不(D)/燒(VC)/頭髮(Na)/，(COMMACATEGORY)/CP值(FW)/非常(Dfa)/不錯(VH)/。(PERIODCATEGORY),房間(Nc)/浴室(Nc)/寬敞(VH)/乾淨(VH)/地點(Na)/方便(VH)/沐浴(VA)/用品(Na)/好用(VH)/吹風機(Na)/燒(VC)/頭髮(Na)/CP值(FW)/不錯(VH)
精品商務旅館 旅人的家 充滿心意及設計的地方 （港墘&文德捷運站中間，交通方便）,0.0,0.0,1.0,0.0,0.0,0.0,精品(Na)/商務(Na)/旅館(Nc)/ (WHITESPACE)/旅人(Na)/的(DE)/家(Nc)/ (WHITESPACE)/充滿(VJ)/心意(Na)/及(Caa)/設計(Na)/的(DE)/地方(Na)/ (WHITESPACE)/（(PARENTHESISCATEGORY)/港墘(Nc)/&(Caa)/文德(Nb)/捷運站(Nc)/中間(Ncd)/，(COMMACATEGORY)/交通(Na)/方便(VH)/）(PARENTHESISCATEGORY),精品(Na)/商務(Na)/旅館(Nc)/旅人(Na)/家(Nc)/充滿(VJ)/心意(Na)/設計(Na)/地方(Na)/港墘(Nc)/文德(Nb)/捷運站(Nc)/中間(Ncd)/交通(Na)/方便(VH)
新開幕。房型空間大。床枕棉被好睡。早餐吧簡潔，熟食種類略少。,0.0,1.0,0.0,0.0,1.0,0.0,新開幕(VH)/。(PERIODCATEGORY)/房型(Na)/空間(Na)/大(VH)/。(PERIODCATEGORY)/床枕(Na)/棉被(Na)/好(VH)/睡(VA)/。(PERIODCATEGORY)/早餐吧(Na)/簡潔(VH)/，(COMMACATEGORY)/熟食(Na)/種類(Na)/略(D)/少(VH)/。(PERIODCATEGORY),新開幕(VH)/房型(Na)/空間(Na)/大(VH)/床枕(Na)/棉被(Na)/好(VH)/睡(VA)/早餐吧(Na)/簡潔(VH)/熟食(Na)/種類(Na)/少(VH)
很棒的住宿，房間裡的浴室格局很讚！吹風機是用過最好用的。裝潢美,0.0,1.0,0.0,0.0,0.0,0.0,很(Dfa)/棒(VH)/的(DE)/住宿(VA)/，(COMMACATEGORY)/房間(Nc)/裡(Ncd)/的(DE)/浴室(Nc)/格局(Na)/很(Dfa)/讚(VH)/！(EXCLAMATIONCATEGORY)/吹風機(Na)/是(SHI)/用(VC)/過(Di)/最(Dfa)/好用(VH)/的(T)/。(PERIODCATEGORY)/裝潢(Na)/美(VH),棒(VH)/住宿(VA)/房間(Nc)/裡(Ncd)/浴室(Nc)/格局(Na)/讚(VH)/吹風機(Na)/用(VC)/好用(VH)/裝潢(Na)/美(VH)
服務好，有人情味，在房間可直接看到海景，早餐豐富，位置離海洋公園頗近。,0.0,0.0,1.0,0.0,1.0,0.0,服務(VC)/好(VH)/，(COMMACATEGORY)/有(V_2)/人情味(Na)/，(COMMACATEGORY)/在(P)/房間(Nc)/可(D)/直接(VH)/看到(VE)/海景(Na)/，(COMMACATEGORY)/早餐(Na)/豐富(VHC)/，(COMMACATEGORY)/位置(Na)/離(P)/海洋(Na)/公園(Nc)/頗(Dfa)/近(VH)/。(PERIODCATEGORY),服務(VC)/好(VH)/有(V_2)/人情味(Na)/在(P)/房間(Nc)/直接(VH)/看到(VE)/海景(Na)/早餐(Na)/豐富(VHC)/位置(Na)/離(P)/海洋(Na)/公園(Nc)/近(VH)
