reviews,value,comfort,location,cleanliness,service
"['溫泉', '不錯', '點心', '很', '棒', '附近', '的', '泰雅', '文化', '很', '棒', '老街', '後面', '的', '山豬肉', '香腸', '很', '讚', '要', '排隊']",0.0,1.0,1.0,0.0,1.0
"['價錢', '公道', '老闆', '老闆娘', '全', '家', '大小', '都', '很', '親切', '風景', '優美']",1.0,0.0,1.0,0.0,1.0
"['CP值', '高', '裝潢', '簡單', '環境', '乾淨', '花費', '中等', '停車', '也', '算', '方便', '就', '是', '一', '個', '泡', '溫泉', '的', '地方']",1.0,1.0,0.0,1.0,0.0
"['噪音', '住宿', '的', '雙人房', '位於', '一樓', '內側', '聽', '不', '到', '馬路', '的', '車聲', '沒有', '大', '行李', '空間', '還', 'O', 'K']",0.0,1.0,0.0,0.0,0.0
"['第一', '個', '房間', '有', '前', '位', '客人', '的', '遺留物', '想', '用', '房', '內', '電話', '和', '客服', '反應', '結果', '電話', '打', '不', '通', '只好', '下樓']",0.0,0.0,0.0,1.0,1.0
"['車站', '西', '往', '桃園', '機場', '如同', '其', '名', '是', '一', '個', '適合', '旅人', '的', '飯店']",0.0,0.0,1.0,0.0,0.0
"['傳統', '的', '80年', '的', '老', '建築', '熱情', '的', '老闆', '非常', '有', '特色', '的', '傳統', '早餐', '推薦']",0.0,0.0,0.0,0.0,1.0
"['老闆', '熱情', '免費', '招待', '手作', '豆花']",0.0,0.0,0.0,0.0,1.0
"['房間', '溫馨', '老闆', '煮', '的', '特色餐', '好吃']",0.0,1.0,0.0,0.0,1.0
"['房間', '風景', '很', '好', '整體', '服務', '非常', '棒', '早餐', '雖然', '選擇', '較少', '但', '品質', '很', '好', '只是', '冷氣', '很', '冷']",0.0,1.0,1.0,0.0,1.0
"['屋主', '別出心裁', '用心', '設計', '環境', '優美', '溫馨', '的', '氣氛', '溫暖', '旅人', '的', '心']",0.0,1.0,0.0,0.0,0.0
"['裝潢', '很', '棒', '房子', '很', '新', '老闆', '很', '親切', 'CP值', '相當', '高']",1.0,1.0,0.0,0.0,1.0
"['老闆', '親切', '房間', '風景', '優美', '還', '有', '小', '陽台', '非常', '喜歡']",0.0,1.0,1.0,0.0,1.0
"['老闆', '親切', '又', '有', '愛心', '收養', '這', '隻', '貓咪', '非常', '的', '親人', '素食', '早餐', '好吃', '房間', '就', '可', '看', '日出']",0.0,1.0,1.0,0.0,1.0
"['車子', '難', '上山', '景色', '美不勝收', '絕對', '值得', '讓', '人', '整', '個', '心靈', '都', '放鬆', '的', '好', '地方', '老闆', '人', '好', '且', '好客']",0.0,0.0,1.0,0.0,1.0
"['4', '人', '房', '房間', '空間', '大', '視野', '遼闊', '戶外', '氣溫', '低']",0.0,1.0,0.0,0.0,0.0
"['服務', '超棒', '老闆', '和', '老闆娘', '把', '客人', '當', '家人', '一樣', '的', '照顧', '大家', '一定', '要', '來', '住', '裕園', '洋樓', '民宿']",0.0,0.0,0.0,0.0,1.0
"['可以', '隨時', '吃', '小', '餅乾', '喝', '飲料', '吃', '水果', '房間', '乾淨', '舒適', '非常', '推薦']",0.0,1.0,0.0,1.0,1.0
"['洋樓', '建築', '室', '內', '環境', '舒適', '咖啡', '無限', '暢飲']",1.0,1.0,0.0,0.0,1.0
"['房間', '礦泉水', '前', '位', '客人', '有', '用', '過', '沒', '換掉', '續冰', '在', '冰箱', '中']",0.0,0.0,0.0,1.0,0.0
"['東西', '比較', '老舊', '昨天', '在', '水世界', '遇到', '那', '間', '浴缸', '壞', '暖氣', '壞', 'ktv', '都', '是', '雜音']",0.0,1.0,0.0,0.0,0.0
"['晚班', '女', '櫃台', '人員', '態度', '不佳', '顧客', '詢問', '時', '直接', '掛', '電話']",0.0,0.0,0.0,0.0,1.0
"['民宿', '主人', '熱情', '介紹', '當地', '行程', '房間', '乾淨', '整齊', '有', '停車位', '不用', '找', '位置', '宿舍', '環境', '幽靜']",0.0,1.0,0.0,1.0,1.0
"['謝謝', '老闆娘', '招待', '我們', '遠', '從', '台中', '來', '台東', '玩', '的', '一', '家', '四', '口', '讓', '我們', '感受', '在地', '的', '熱情', '溫暖']",0.0,0.0,0.0,0.0,1.0
"['舒適', '浴室', '空間', '大', '乾', '濕', '分離', '適合', '團體', '大', '家庭']",0.0,1.0,0.0,0.0,0.0
"['六樓', '才', '能', '直達', '大廳', '否則', '需要', '帶', '著', '大包', '小包', '從', '隔壁', '棟', '繞過來', '景觀', '好', '早餐', '品質', '中下']",0.0,1.0,1.0,0.0,1.0
"['風景', '不錯', '鄰近', '百貨', '交通', '便利', '機械', '停車場', '位置', '很', '小', '高度', '低', '大車', '不', '好', '停']",0.0,1.0,1.0,0.0,0.0
"['住宿', '的', '方面', '很', '棒', '樓下', '就', '有', '便利商店', '非常', '方便', '跟', '第六', '市場', '在', '同', '一', '棟', '下樓', '就', '可以', '逛街']",0.0,1.0,1.0,0.0,0.0
"['大哥', '人', '超', '好', '民宿', '佈置', '處處', '用心', '溫暖', '詳盡', '解說', '一切', '事項', '早餐', '令', '人', '驚豔', '有', '機會', '一定', '再', '去']",0.0,0.0,0.0,0.0,1.0
"['房間', '很', '寬敞', '外面', '陽臺', '有', '吊椅', '風景', '超', '美', '讓', '人', '住起來', '格外', '的', '放鬆', '心情']",0.0,1.0,1.0,0.0,0.0
"['老闆', '手作', '食物', '非常', '美味', '房子', '乾淨', '可愛', '看', '著', '海', '非常', '棒', '的', '享受']",0.0,1.0,1.0,1.0,1.0
"['在', 'Agoda', '訂房網', '找到', '了', '這', '家', '東港', '海豚', '城堡', '民宿', '房間', '好', '大', 'ㄚ']",0.0,1.0,0.0,0.0,0.0
"['非常', '推薦', '家', '裡', '有', '小孩', '或是', '毛', '小孩', '的', '爸媽', '帶', '著', '寶貝', '來', '住宿']",0.0,1.0,0.0,0.0,0.0
"['服務', '人員', '親切', '熱心', '因', '老婆', '懷孕', '幫', '我們', '安排', '不用', '走', '樓梯', '且', '有', '乾', '濕', '分離', '的', '房型', '謝謝']",0.0,0.0,0.0,0.0,1.0
"['環境', '舒適', '乾淨', 'CP值', '高', '在', '交流道', '附近', '週邊', '還', '有', '很', '好吃', '的', '碗粿', '下', '次', '還', '會', '在', '回訪']",1.0,1.0,1.0,0.0,0.0
"['老闆', '一家人', '對', '動物', '很', '友善', '有', '個', '庭園', '讓', '我', '的', '狗狗', '好好', '睡', '一', '覺', '房間', '乾淨', '舒適', '很', '棒', '啊']",0.0,1.0,0.0,1.0,1.0
"['cp值', '高', '熱水', '夠', '熱', '廁所', '很', '大', '間', '老闆', '人', '很', '親切', '不', '廢話', '提供', '的', '建議', '都', '很', '實在']",1.0,0.0,0.0,0.0,1.0
"['房間', '乾淨', '隔音', '上下', '樓層', '的', '穿透力', '強', '我們', '住', '三樓', '可以', '清楚', '聽到', '四樓', '和式', '方便', '的', '聲音']",0.0,1.0,0.0,1.0,0.0
"['很', '適合', '家族', '旅遊', '住宿', '親子房', '也', '有', '玩具', '小孩', '也', '玩', '的', '很', '開心', '老闆娘', '很', '親切', '熱心', '推', '推', '推']",0.0,1.0,0.0,0.0,1.0
"['很', '不錯', '的', '民宿', '復古', '風格', '清潔', '街生', '方便', '還', '供應', '早餐', '到', '羅東', '值得', '推薦', '的', '好', '所在']",0.0,1.0,0.0,1.0,1.0
"['環境', '舒適', '交通', '方便', '民宿', '老闆', '很', '親切', '問', '問題', '回覆', '的', '速度', '很', '快']",0.0,1.0,1.0,0.0,1.0
"['價格', '適中', '老闆', '個性', '隨和', '耳傳', '是', '生態', '與', '星星', '的', '故事', '不少', '遊客', '中心', '大姊', '介紹']",1.0,0.0,0.0,0.0,1.0
"['我們', '住', '的', '是', '二館', '房間', '設備', '滿', '新', '的', '住起來', '滿', '舒適', '的', '尤其', '衛浴', '是', '先生', '很', '在意', '的', '乾', '濕', '分離']",0.0,1.0,0.0,0.0,0.0
"['記得', '參加', '活動', '先', '付錢', '團體', '去', '吧', '對待', '散客', '或', '學生', '拍攝', '覺得', '敷衍']",0.0,0.0,0.0,0.0,1.0
"['闆娘', '漂亮', '又', '有', '氣質', '房間', '乾淨', '又', '舒適', '午後', '悠閒', '時光', '來', '杯', '咖啡吧']",0.0,1.0,0.0,1.0,1.0
"['一', '進', '大門', '滿', '屋', '溫馨', '闆娘', '和藹可親', '人', '美', '心', '美', '價格', '合理', '早餐', '好吃', '超棒', '超', '喜歡']",1.0,1.0,0.0,0.0,1.0
"['老闆娘', '跟', '老闆', '很', '好', '又', '親切', '房間', '乾淨', '又', '便宜', '大', '碗', '真的', '很', '適合', '來', '一品', '城堡', '度假']",1.0,0.0,0.0,1.0,1.0
"['場地', '清靜', '優美', '有', '山', '有', '水', '園區', '還', '有', '小孩', '大人', '騎', '單車', '非常', '安全', '適合', '全', '家', '大小', '居住']",0.0,1.0,1.0,0.0,0.0
"['值得', '推薦', '的', '民宿', '造景', '很', '用心', '早餐', '是', '偏', '中式', '的', '中上', '年紀', '的', '人', '應該', '都', '喜歡']",0.0,1.0,0.0,0.0,1.0
"['景觀', '很', '棒', '住宿', '空間', '很', '典雅']",0.0,1.0,1.0,0.0,0.0
"['有關', '早餐', '就', '像', '自己', '家', '中', '假日', '去', '附近', '早餐店', '買', '的', '三明治', '漢堡', '紅茶', '豆漿']",0.0,0.0,0.0,0.0,1.0
"['可以', '改善', '總體', '來', '說', '我', '推薦', '這', '間', '民宿', '給', '有', '小孩子', '的', '旅客']",0.0,1.0,0.0,0.0,0.0
"['小孩', '的', '不', '適合', '4', '歲', '以下', '小孩', '太', '危險', '了']",0.0,1.0,0.0,0.0,0.0
"['民宿', '代訂', '的', '澎島', '之', '星', '燒烤', '居然', '比', '現場', '便宜', '30', '確幸', '也', '真的', '不錯', '好吃', '的', '牡蠣']",1.0,0.0,0.0,0.0,1.0
"['老闆娘', '人', '很', '好', '環境', '乾淨', '風景', '漂亮', '住宿', '便宜', '老闆娘', '還', '幫', '我們', '申請', '旅遊', '補助', '大推']",1.0,0.0,1.0,1.0,1.0
"['有', '家', '的', '感覺', '照片', '是', '室', '內', '及', '陽台', '看出', '景觀']",0.0,1.0,1.0,0.0,0.0
"['服務', '很', '親切', '房間', '景色', '很', '棒', '樓中樓', '的', '房型', '早餐', '的', '菜', '好吃']",0.0,1.0,1.0,0.0,1.0
"['女', '主人', '好', '親切', '熱心', '介紹', '周圍', '景點', '和', '交通', '路線', '另外', '民宿', '環境', '美麗']",0.0,1.0,0.0,0.0,1.0
"['6', '簡單', '早餐', '提供', '稀飯', '高麗菜', '肉鬆', '花生醬', '菜', '菜脯', '蛋', '和', '熱', '奶茶']",0.0,0.0,0.0,0.0,1.0
"['老闆', '人', '很', '好', '房間', '環境', '很', '乾淨', '舒適', '有', '任何', '問題', '都', '會', '很', '熱心', '幫忙', '解答', '整體', '來', '說', '非常', '滿意']",0.0,1.0,0.0,1.0,1.0
"['優點', '物', '超所值', '空間', '大', '整潔', '浴室', '水壓', '適中', '缺點', '床', '非', '獨立筒']",1.0,1.0,0.0,1.0,0.0
"['新', '乾淨', '老闆', '親切', '平價', '光', '是', '衝', '著', '老闆', '歡迎', '毛小孩', '下', '回', '再', '來', '花蓮', '絕對', '是', '首']",1.0,1.0,0.0,1.0,1.0
"['甜點', '和', '飲料', '都', '無可', '挑剔', '今日', '點', '了', '薰衣草', '奶茶', '黑糖', '漂浮', '拿鐵', '蘋果', '酥', '酥', '蜂蜜', '丹麥']",0.0,0.0,0.0,0.0,1.0
"['單品', '很', '棒', '即使', '喝', '冰', '咖啡', '也', '不會', '太', '淡', '但', '店', '內', '座位', '不', '算', '舒適', '不', '適合', '久坐']",0.0,1.0,0.0,0.0,1.0
"['房子', '氣氛', '佳', '擺設', '很', '好看', '位子', '很少', '甜點', '飲料', '不錯', '包廂', '裡面', '好像', '很', '棒', '如果', '安靜', '點', '更', '好']",0.0,1.0,0.0,0.0,1.0
"['園區', '廣大', '建築', '較', '舊', '房間', '棉被', '枕頭', '浴室', '乾淨', '餐廳', '泡湯區', '離', '住宿區', '有', '段', '距離']",0.0,1.0,1.0,1.0,0.0
"['友善', '背包客', '地點', '風景', '優美', '服務', '人員', '親切', '好', '渡假', '的', '好', '地方']",0.0,0.0,1.0,0.0,1.0
"['服務', 'O', 'K', '成功村', '設備', '也', '沒有', '問題', '不過', '園區', '內', '的', '露營', '設施', '可能', '要', '再', '多加', '維護']",0.0,1.0,0.0,0.0,1.0
"['茶', '好', '老闆', '和', '老闆娘', '好客', '健談', '想', '試', '什麼', '不', '囉嗦', '馬上', '泡', '白茶', '和', '蜜香', '特別', '好']",0.0,0.0,0.0,0.0,1.0
"['專業', '茶', '及', '柚子', '的', '農場', '請', '大家', '一定', '要', '來']",0.0,1.0,0.0,0.0,0.0
"['回歸線', '時', '千萬', '別', '錯過', '店家', '好喝', '的', '蜜香', '紅茶']",0.0,0.0,0.0,0.0,1.0
"['地點', '方便', '房間', '與', '廁所', '浴室', '乾淨', '整潔', '提供', '小', '廚房', '與', '簡單', '牛奶', '吐司', '當', '早餐', '很', '棒']",1.0,0.0,0.0,1.0,1.0
"['櫃檯', '小姐', '很', '友善', '很', '細心', '的', '介紹', '周圍', '小吃', '環境', '非常', '好', '咖啡廳', '的', '蛋糕', '跟', '咖啡', '也', '好吃']",0.0,1.0,0.0,0.0,1.0
"['從', '大門', '進來', '要', '在', '櫃檯', '量', '體溫', '傳', '照片', '給', '小幫手', '另', '提供', '租借', '腳踏車', '服務']",0.0,1.0,0.0,0.0,0.0
"['房間', '乾淨', '空間', '大', '早餐', '足量', '衛生', '人員', '親切', '惟', '夜', '奡', 'N', '寢時', '有', '持續', '低頻', '噪音', '影響', '睡眠']",0.0,1.0,0.0,1.0,1.0
"['爸爸', '媽媽', '去', '逛', '當地', '北晨', '市場', '跟', '旅行團', '不', '一樣', '的', '行程', '裡面', '買', '不', '太', '一樣', '的', '東西']",0.0,0.0,0.0,0.0,0.0
"['乾淨', '舒適', '冷氣', '強', '早餐', '豐富', '服務', '好', '靠近', '海', '邊', '堤防', '落日', '夕陽', '好', '風景']",0.0,1.0,1.0,1.0,1.0
"['相關', '的', '飯店', '公共', '設施', '餐廳', '洗衣間', '健身房', '等', '單純', '提供', '住宿', '的', '地方']",0.0,1.0,0.0,0.0,0.0
"['床', '跟', '浴室', '有', '浴缸', '算', '乾淨', '入住', '4', '人', '房', '大', '又', '明亮', '有', '附', '早餐', '服務元', '也', '很', '親切']",1.0,1.0,0.0,1.0,1.0
"['位於', '市中心', '交通', '方便', '購物', '用餐', '方便', '服務', '人員', '親切', '房間', '靜謐', '又', '乾淨']",0.0,1.0,1.0,0.0,1.0
"['很', '溫馨', '的', '房子', '很', '喜歡', '裝潢', '的', '感覺', '很', '值得', '住', '離', '老街', '也', '很', '近']",0.0,1.0,1.0,0.0,0.0
"['不值', '那', '個', '房價', '房間', '簡陋', '到', '不行', '熱水器', '洗', '到', '一半', '就', '沒', '水']",1.0,1.0,0.0,0.0,0.0
"['老闆娘', '是', '藝術家', '很', '好客', '民宿', '很', '大', '一', '棟', '充滿', '藝術', '氣息']",0.0,1.0,0.0,0.0,1.0
"['房間', '乾淨', '又', '舒服', '熱情', '的', '小', '管家', '把', '客人', '當', '朋友', '一樣', '在', '照顧', '周邊', '美食', '多', '台南', '住宿', '首選']",0.0,1.0,1.0,1.0,1.0
"['裝潢', '服務', '丸子', '貝果', '超出', '五星級', '的', '美好', '回憶', '感受到', '滿滿', '青旅', '的', '溫暖']",0.0,1.0,0.0,0.0,1.0
"['鄰近', '成功路', '和', '西門路', '交通', '方便', '自由', '使用', '旅店', '有', '家', '的', '感覺', '附近', '有', '兩', '家', '超棒', '的', '酒吧', '噢', '爽']",0.0,1.0,1.0,0.0,0.0
"['距離', '小', '瑞士', '及', '國民', '賓館', '很', '近', '地點', '很', '方便', '老闆', '服務', '親切', '只是', '房間', '舊', '了', '一點', '但', '還', '算', '舒適']",0.0,1.0,1.0,0.0,1.0
"['價格', '便宜', '沒有', '冷氣', '只', '有', '電風', '老闆', '滿', '健談', '的', '老闆娘', '就', '還好', '早餐', '就', '白煮蛋', '和', '吐司']",1.0,1.0,0.0,0.0,1.0
"['隔音', '很', '差', '隔壁', '打呼聲', '都', '聽', '的', '到', '套房', '浴室', '沒', '熱水', '共用', '浴室', '的', '水', '忽', '冷', '忽', '熱', '超扯']",0.0,1.0,0.0,0.0,0.0
"['地點', '絕佳', '房間', '空間', '很', '剛好', '早餐', '選項', '與', '其他', '商務', '旅館', '差不多', '但', '有', '茶', '選項', '可以', '選擇']",0.0,1.0,1.0,0.0,1.0
"['隔音', '非常', '差', '木頭', '地板', '沒', '人', '會', '有', '聲音', '廁所', '衛浴', '設備', '沒', '人', '用', '也', '有', '水聲']",0.0,1.0,0.0,0.0,0.0
"['房間', '不錯', '浴室', '的', '浴缸', '有', '黃黃', '的', '門', '有', '破損', '差', '沒有', '冰箱', '其餘', '很', '完美', '服務', '態度', '不錯']",0.0,1.0,0.0,1.0,1.0
"['房子', '空間', '小', '電視', '是', '老舊型', '的', '空調', '也', '好像', '有點', '問題', '溫度', '調整', '後', '依然', '很', '冷']",0.0,1.0,0.0,0.0,0.0
"['便利', '親切', '大廳', '後面', '的', '餐廳', '提供', '的', '料理', '意外', '很', '好吃', '沒想到', '在', '這', '種', '地方', '能', '吃到', '新鮮貨']",0.0,0.0,0.0,0.0,1.0
"['很多', '日本', '客人', '住', '這', '理', '這裡', '的', '服務', '人員', '都', '會', '日文']",0.0,0.0,0.0,0.0,1.0
"['日式', '庭園', '有', '番', '風味', '環境', '清悠', '適合', '放鬆', '自在', '度假', '的', '好', '地方', '喔']",0.0,1.0,0.0,0.0,0.0
"['房間', '看出去', '面對', '基隆山', '風景', '優美', '房間', '設施', '完備', '一樓', '有', 'SPA', '池', '和', '交誼廳', '超讚']",0.0,1.0,1.0,0.0,0.0
"['2', '早餐', '豐盛', '九宮格', '內', '9', '種', '菜餚', '有', '魚', '有', '肉', '有', '蛋', '有', '菇', '有', '青菜', '飲料', '有', '鮮奶', '咖啡', '及', '果汁']",0.0,0.0,0.0,0.0,1.0
"['風景', '秀麗', '環境', '清幽', '鄰近', '車站', '和', '金瓜石', '博物館', '情侶', '家庭', '都', '適合']",0.0,1.0,1.0,0.0,0.0
"['相似', '日本', '小店', '的', '氛圍', '很', '溫馨', '放鬆', '店', '裡', '除了', '提供', '咖啡', '也', '提供', '茶品', '和', '手工', '甜點']",0.0,1.0,0.0,0.0,1.0
"['店員', '非常', '親切', '友善', '會', '詳細', '地', '介紹', '今日', '蛋糕', '的', '種類', '跟', '口感', '蛋糕', '跟', '茶類', '都', '很', '棒']",0.0,0.0,0.0,0.0,1.0
"['今日', '選擇', '水果', '鬆餅', '水果', '森林茶', '實際', '名字', '忘記', '了', '只', '能', '說', '好吃', '推薦']",0.0,0.0,0.0,0.0,1.0
"['草地', '露營區', '沙坑', '民宿', '外借', '的', '小', '遊戲', '整', '個', '也', '超', '適合', '親子', '住宿', '已', '入', '我', '民宿', '口袋', '名單']",0.0,1.0,0.0,0.0,0.0
"['環境', '明亮', '整潔', '服務', '態度', '友善', '餐點', '口味', '份量', '誠意', '十足', '遛', '小孩', '的', '好', '地方', '值得', '再', '訪']",0.0,0.0,0.0,1.0,1.0
"['環境', '乾淨', '場地', '寬廣', '房間', '小', '細節', '都', '很', '用心', '非常', '適合', '小朋友', '有', '機會', '還', '會', '再', '去']",0.0,1.0,0.0,1.0,0.0
"['服務', '人員', '非常', '友善', '協助', '帶', '房', '介紹', '館', '內', '設施', '地下室', '一樓', '有', '提供', '免費', '的', '遊樂', '設施']",0.0,1.0,0.0,0.0,1.0
"['酒店', '比', '想像', '的', '好', '餐廳', '的', '排餐', '居然', '還', '很', '好吃', '餐廳', '叫', '茶水', '巴黎', '很', '有趣', '的', '名字', '推薦']",0.0,0.0,0.0,0.0,1.0
"['來', '宜蘭市', '住宿', '首選', '環境', '好', '服務', '好', '交通', '方便', '旁', '有', '戶外', '停車場', '旁邊', '就', '夜市']",0.0,1.0,1.0,0.0,1.0
"['房間', '也', '有', '泡湯池', '很', '棒']",0.0,1.0,0.0,0.0,0.0
"['旅社級', '的', '住宿', '環境', '整體', '還', '算', '乾淨', '可', '司機', '寄舖']",0.0,1.0,0.0,1.0,0.0
"['老闆', '家人', '很', '熱情', '招待', '且', '有', '問', '必', '答', '解決', '我們', '問題', '謝謝', '老闆']",0.0,0.0,0.0,0.0,1.0
"['民宿', '裝潢', '很', '有', '質感', '簡單', '俐落', '四樓', '夜景', '優美', '老闆', '闆娘', '很', '親切', '台中', '住宿', '好', '選擇']",0.0,1.0,1.0,0.0,1.0
"['新開幕', '裝潢', '很', '有', '特色', '頂樓', '又', '有', '一', '間', '獨立', '浪漫', '玻璃屋', '非常', '喜歡']",0.0,1.0,0.0,0.0,0.0
"['華儀', '初次', '到', '恆春', '住', '的', '民宿']",0.0,0.0,0.0,0.0,0.0
"['房間', '乾淨', '床', '很', '舒服', '適合', '一', '整', '天', '都', '不', '出門']",0.0,1.0,0.0,1.0,0.0
"['房間', '很', '小', '就', '像', '日本', '一', '搬', '住家', '房間', '浴室', '不', '是', '木板', '也', '不', '是', '磁磚', '有', '像', '回', '媽媽', '家', '的', '感覺']",0.0,1.0,0.0,0.0,0.0
"['日式', '旅館', '小', '而', '美', '服務', '好', '停車', '比較', '不', '方便']",0.0,1.0,0.0,0.0,1.0
"['地理', '位置', '在', '捷運', '民權西路站', '與', '中山', '國小', '站', '中間']",0.0,0.0,1.0,0.0,0.0
"['還', '有', '迎賓', '飲料', '早餐', '送到', '房間', '附近', '也', '有', '接送', '服務', '良好', '超級', '推薦']",0.0,0.0,0.0,0.0,1.0
"['民宿', '乾淨', '舒適', '設備', '新穎', '停車', '方便', '提供', '墾丁', '大街', '接駁', '老闆', '很', '親切', '下', '次', '還', '會', '再', '來']",0.0,1.0,0.0,1.0,1.0
"['老闆娘', '親戚', '房間', '裝潢', '非常', '有', '質感']",0.0,1.0,0.0,0.0,0.0
"['有', '素食', '套餐', '晚餐', '風景', '空氣', '都', '很', '好', '不用', '出國', '台灣', '就', '很', '美', '了']",0.0,0.0,1.0,0.0,1.0
"['環境', '清幽', '適合', '渡假', '惟', '餐食', '價格', '稍', '高', '菜色', '不', '多']",1.0,1.0,0.0,0.0,1.0
"['空氣', '好', '風景', '秀麗', '步道', '多', '好', '走', '好', '逛']",0.0,1.0,1.0,0.0,0.0
"['屋主', '夫妻', '很', '親切', '又', '貼心', '房間', '很', '乾淨', '附近', '環境', '清幽', '靠近', '海邊', '晚上', '看', '星星', '光', '害', '少', '推']",0.0,0.0,1.0,1.0,1.0
"['雖', '是', '素食', '餐點', '不', '馬乎', '很', '讚', '待客', '親切', '房', '內外', '清潔', '乾淨', '還', '有', '桌遊', '供', '玩樂']",0.0,1.0,0.0,1.0,1.0
"['感謝', '老闆', '和', '老闆娘', '的', '用心', '讓', '我們', '有', '難忘', '的', '住宿', '體驗', '之後', '有', '機會', '再', '帶', '家人', '朋友', '來', '玩']",0.0,0.0,0.0,0.0,1.0
"['管家', '自己', '做', '的', '早餐', '很', '好吃', '管家', '很', '親切', '房間', '很', '新', '且', '乾淨', '床', '軟', '隔音', '好', '裝潢', '用心']",0.0,1.0,0.0,1.0,1.0
"['壁畫', '很', '好拍', '的', '合法', '民宿', '頂樓', '的', '希臘風', '瞬間', '好像', '飛到', '地中海', '想', '來', '杯', '檸檬汁', '曬曬太陽']",0.0,1.0,0.0,0.0,0.0
"['西子灣', '有', '海灣', '景點', '可', '供', '飯', '後', '休閒', '是', '你', '來', '高雄', '住宿', '唯一', '選擇']",0.0,0.0,1.0,0.0,0.0
"['位置', '適中', '交通', '便利', '房間', '乾淨', '老闆', '一家人', '挺', '熱心', '會', '推薦', '美味', '的', '小吃', '及', '好玩', '景點', '哦']",0.0,0.0,1.0,1.0,1.0
"['床', '很', '好', '睡', '東西', '很', '棒', '浴室', '很', '美', '有', '冰箱', '飲水機']",0.0,1.0,0.0,0.0,0.0
"['花蓮市', '遠東', '百貨', '愛買', '超市', '旁邊', '交通', '方便', '一', '到', '四樓', '民宿', '沒有', '電梯']",0.0,1.0,1.0,0.0,0.0
"['很', '有', '特色', '的', '咖啡廳', '民宿', '老闆', '人', '很', '好']",0.0,1.0,0.0,0.0,1.0
"['很', '乾淨', '的', '房間', '有', '專業級', '烤箱', '是', '烤', '披薩', '請', '客人', '可惜', '我', '一', '人', '入住', '無', '口福']",0.0,0.0,0.0,1.0,1.0
"['體驗', '在地', '生活', '超棒', '的', '民宿', '也', '歡迎', '各', '國', '朋友', '光臨']",0.0,1.0,0.0,0.0,0.0
"['與', '外表', '不同', '裡面', '房間', '暨', '乾淨', '又', '漂亮', '老闆娘', '人', '也', '很', '好', '喔']",0.0,1.0,0.0,1.0,1.0
"['有', '著', '簡單', '乾淨', '的', '環境', '方便', '的', '電梯', '安靜', '的', '空間', '交誼廳', '舒適', '簡約', '讓', '人', '能', '放鬆', '心情', '的', '地方']",0.0,1.0,0.0,0.0,0.0
"['香蕉', '春天', '有', '櫻花', '蘋果花', '可', '賞', '離', '車站', '不遠', '老闆', '還', '會', '開車', '接送', '超讚']",0.0,0.0,1.0,0.0,1.0
"['每', '次', '客人', '退房', '老闆娘', '認真', '晒', '被', '枕頭', '等', '注重', '衛生']",0.0,0.0,0.0,1.0,1.0
"['很', '清優', '好', '停車', '風景', '好', '食物', '也', '可以', '全', '家', '或', '家族', '聚會', '好', '地點', '小朋友', '也', '有', '空間', '戲耍']",0.0,0.0,1.0,0.0,1.0
"['游泳池', '三溫暖', '室', '內', '有', '冷氣', '的', '兒童', '遊戲區', '溜滑梯', '很', '滑', '還', '有', '盪鞦韆', '都', '很', '棒']",0.0,1.0,0.0,0.0,0.0
"['幕', '當', '門', '裡面', '沒', '梳子', '沒', '水', '沒', '椅子', '真是', '有夠', '婁', 'low', '說到', '早餐', '更', '是', '比', '民宿', '還', 'low']",0.0,1.0,0.0,0.0,1.0
"['地點', '靠近', '高雄', '車站', '捷運', '生活', '功能', '極好', '房間', '舒適', '接待', '人員', '態度', '良好', '親切']",0.0,1.0,1.0,0.0,1.0
"['交通', '方便', '房間', '乾淨', '整齊', '去', '六合', '夜市', '美麗島站', '走路', '即', '到']",0.0,0.0,1.0,1.0,0.0
"['201', '號', '房', '住宿', '環境', '漂亮', '乾淨', '舒適', '浴室', '設備', '也', '很', '棒', '早餐', '有', '三明治', '豆漿', '和', '水果']",0.0,1.0,0.0,1.0,1.0
"['公共', '區域', '有', '冰箱', '微波爐', '碗盤', '餐具', '供', '使用', '也', '有', '少許', '泡麵', '餅乾', '可以', '購買']",0.0,1.0,0.0,0.0,1.0
"['佈置', '很', '有', '藝術感', '房間', '格局', '方正', '室', '內', '空間', '大', '老闆', '夫妻', '有', '用心', '經營']",0.0,1.0,0.0,0.0,0.0
"['很', '方便', '有', '些', '地點', '要', '靠', '自己', '摸索']",0.0,0.0,1.0,0.0,0.0
"['半夜', '敲敲打打', '的', '房間', '也', '不', '乾淨']",0.0,1.0,0.0,1.0,0.0
"['房間', '乾淨', '服務', '親切', '茶點', '不錯', '吃', '老闆娘', '的', '畫工', '了得']",0.0,0.0,0.0,1.0,1.0
"['洋樓式', '閩南', '建築', '老板', '莊', '先生', '平易近人', '住起來', '有', '家', '的', '感覺']",0.0,1.0,0.0,0.0,1.0
"['民宿', '主人', '非常', '好', '沒', '遇到', '他', '交付', '房費', '他', '還', '很', '放心', '的', '叫', '我', '寄給', '我們', '都', '熟識', '的', '鄰居']",0.0,0.0,0.0,0.0,1.0
"['房間', '大有', '溜滑梯', '給', '孩子', '玩', '美中不足', '就', '是', '浴室', '浴缸']",0.0,1.0,0.0,0.0,0.0
