reviews,value,comfort,location,cleanliness,service
"水管隔音不佳，早餐增加選擇樣式，份量，紅茶不要用鋁箔包	",,,,,
"老闆員工很親切，房間乾淨，泡湯好去處，值得推薦	",,,,,
"老闆娘超體貼，怕我們太晚回房，還真打電話來景點接我們回去	",,,,,
"房間乾淨、舒適、價格親民∼衛浴設備也很滿意！吃早餐的地方有風景可以欣賞，非常推薦	",,,,,
"30樓用餐景觀好，座位寬暢，動線規劃好。其他樓層沒去過，因為還有旅館住宿部分。	",,,,,
"地點位置佳交通很方便 櫃檯接待人員服務態度很好 有一位身高較高的女生人很親切和善	",,,,,
"房間有點舊，早餐爛，選麥當勞比較好，整體以這價位還算可接受，浴缸大OK，房間暖。	",,,,,
"在北港地區、個人覺得是五星級、 寬敞明亮、價格公道實在！超級推薦	",,,,,
"居住環境不錯！設備有點老舊（鄉下地方難免）櫃檯人員親切！	",,,,,
"老闆老闆娘超級熱心，介紹最在地的食物啊景點啊，老闆早上還會做早餐給大家吃！	",,,,,
"住三樓雙人房，很乾淨，空間不錯，床很舒服、枕頭軟硬適中。	",,,,,
"推薦基督徒所經營的[哈利路亞民宿]，房間舒適、環境乾淨，民宿主人熱情接待??'	",,,,,
餐點好吃，服務很好，交通方便，房間舒適乾淨衛浴設備很齊全，而且廉價，值得推薦??,,,,,
"氣氛還不錯，有ktv房。但裝潢上有點歷史，且可能客人素質不一，設備上有少數破損。	",,,,,
"環境乾淨 早餐好吃 車庫只能一台汽車 其他車外面有戶外停車場可以停	",,,,,
"空間寬敞且部分房型有提供KTV是林口地區一個可以休息的好地方	",,,,,
"房間乾淨空間蠻大的，服務很親切，拿地圖告訴我們景點還有路線規劃，推薦！	",,,,,
"不方便又離車站很遠，房間隔音很差，隔壁的房客走路聲一清二楚，櫃檯服務十分不專業，	",,,,,
"適合親子旅遊或好友旅遊的推薦民宿~設備齊全，老闆娘還會詳細介紹當地旅遊好去處	",,,,,
"老闆是室內設計師，房子外型以風車作造型，十分吸睛，餐廳有老闆娘畫的桐花步道大畫。	",,,,,
"服務人員親切，房間乾淨，下午有點心可以取用，夜景很有氣氛，自助早餐好吃。	",,,,,
"迎賓咖啡好喝，後院的大池塘生態豐富，浴室寬敞有落地窗可邊泡澡邊欣賞風景。	",,,,,
"的餐點包含了過貓、豬肉、三杯雞、高麗菜、鱒魚、蘿蔔湯，共5菜1湯。	",,,,,
"景色優美，視野極佳，停車方便，是賞櫻喝咖啡好地方！可惜上山路太小，會車困難！	",,,,,
"園區整理得很美 空氣環境都很好 住宿的房間也很乾淨寬敞舒適 不是花季也很值得一去	",,,,,
老闆娘人非常親切∼ 房間廁所也都很乾淨 cp值很高 有機會去宜蘭玩會想再入住??,,,,,
"飯店位置非常好，在文化夜市旁，房間設置也很棒，櫃檯人員很輕切，很推薦	",,,,,
"有很便宜的床位，衛浴設備也很乾淨，也有交誼廳。也有小小的廚房，泡咖啡和烤吐司	",,,,,
"地點好，裝潢美，服務佳，如果是背包客房要自備毛巾跟盥洗用具。	",,,,,
"全新開幕，設計新穎，房間很漂亮，還有家庭親子房，小朋友都不想回家了。	",,,,,
"交通便利，離火車站超近,附近商圈多，逛街爽，館內環境優，旁邊有飲料店方便購買	",,,,,
"早餐美味，房價合理，交通地理位置方便，是值得一住再住的旅館！	",,,,,
"舒適、乾淨、主人親切。景色怡人很舒服。是個很放鬆心情的好地方	",,,,,
"民宿CP值優，包棟辦活動、三五好友、家族旅遊首選，大推~ 感謝民宿主人熱心招待！	",,,,,
"環境很棒，房間也非常乾淨。讓我印象最深刻的是隔天早上的早餐，真是回味無窮 !!!	",,,,,
"房間乾淨，二樓大廳很舒服 推薦給想來花蓮放鬆的好選則擇	",,,,,
"窗外的景觀還好，就一個公園。以前是監獄的樣子。	",,,,,
"Cp值高 服務親切 房間整潔 交通方便	",,,,,
"老闆很親切！晚上聊到11點多，早餐好吃，很有特色的原住民文化	",,,,,
"老闆是基督教長老、頭目、獵人、藝術家，民宿充滿自己的作品。很可愛的老人	",,,,,
"餐點好吃 環境舒適 cp值高??'	",,,,,
"床很大很軟 浴室裡面有電視 浴缸很大還有SPA水柱 能邊泡溫泉 邊看電視 很棒	",,,,,
"難道房間有熱水有溫泉我不去泡還花錢打電話給你開槓嗎？前台的張先生。	",,,,,
"答案，同時態度冷淡敷衍，早餐是一個小三明治+小杯奶茶，簡直爛透了	",,,,,
"中部地區優質的球場，場地及服務用心到位。提供住宿及早餐，是值得推薦的好地方。	",,,,,
"勉強給兩顆星， 是因為環境非常 漂亮， 開高爾夫球接駁車的司機先生又很客氣。	",,,,,
"環境優美，餐廳散發著淡淡的木香，食物也料理的很棒，好吃推薦	",,,,,
"超棒的人情味。超棒的海景。更有超棒用心的早餐。可惜房間的冰箱太落伍了。	",,,,,
"環境很美，景觀極佳，餐點豐盛，值得推薦的好地方。	",,,,,
"海景房超舒服漂亮，設備用品都很好，早餐非常豐富好吃 。老闆娘也很好。	",,,,,
"飯店整體環境大概三星，房間浴室感覺比較舊一點，但雙人床很大，早餐菜色新鮮好吃！	",,,,,
"很棒，一樓大廳還有免費紅茶可以喝，汽車可以停路邊停車格，免收費	",,,,,
"晚餐，頂樓SPA，地下室健身房，很陽春， 其他的還ok ，一分錢一分貨囉	",,,,,
"山上，周遭沒有便利商店和商家，所以建議在都蘭買好食物和宵夜再去民宿。	",,,,,
房間乾淨舒適，主人家親切?? 很適合闔家活動的民宿，而且價格在東海岸算非常實惠。,,,,,
"房間舒適 隔音不太好 浴室水溫穩定 還有浴缸 早餐好吃	",,,,,
晚上櫃檯女生服務人員超級親切，飯店地理位置也很不錯，推薦唷??,,,,,
"價格合理，地理位置便利，重新裝潢的房間，整潔乾淨。有早餐好吃，無線網路速度快。	",,,,,
內部設備齊全良好，冷氣和冰箱溫度都夠，浴室還有大型浴缸可以使用??,,,,,
"木床房型很舒適，環境設備很齊全很乾淨，還可以加購潛水跟溫泉的行程	",,,,,
"老闆非常親切介紹景點，睡起來很舒適，咩美（店貓）也超可愛的，有機會會在去的	",,,,,
"房間沒有放置行李的空間，浴室也沒有放衣服的架子。	",,,,,
"離池上夜市及池上便當很近民宿，房間ㄧ張標準雙人房有2件很薄綿被，隔音不太好。	",,,,,
"民宿老闆娘很親切，與我分享孩子升高中及台灣訂民宿的省錢秘訣	",,,,,
"五人房空間設計舒適，燈光充足，適合長住。	",,,,,
"跟家人朋友一起聚會的好地方，溫泉水的品質超級優。	",,,,,
"要來之前要通個電話 環境很棒。老闆人超好。	",,,,,
"空氣 風景佳，泉質好，老板親切，可自備食材自行料理	",,,,,
"一個台中市區老旅館價位較低目前正常營業也正常重新裝潢中．	",,,,,
"服務品質算不錯!但老旅館拉皮而已!有浴缸不能泡澡、隔音效果差、電視也一直出狀況!	",,,,,
"房間爛到不行隔音差到不行，整個看起來像幾百年前的老舊房子，不說我還以為是古蹟呢。	",,,,,
"Cp值高！服務人員態度親切、體貼！房間的設備、盥洗用品應有盡有！超讚！	",,,,,
"不好水把衛生紙盒的衛生紙打濕了，換一個可以調整花灑角度的支架就能解決大問題。	",,,,,
"價格便宜 裝潢溫馨文青 位子也很棒 逛市區的好選擇	",,,,,
"房間舒適 老闆準備的中式早餐很美味 老闆人很好 價格也很平價 值得推薦的民宿	",,,,,
老闆娘人很好，很喜歡炒青菜給客人 這兩天瘋狂吃菜?????? 小米粥也很好,,,,,
"早餐是到對面的山旅行火鍋城用餐、清粥小菜很棒！	",,,,,
"毯以及電暖器，一組沙發，一台電視，浴室的空間還好。有機會值得住宿一晚體驗一下。	",,,,,
"在入口區的，所以蒼蠅爆多∼提供同老闆經營的活蝦啤酒城，住客可以打9折	",,,,,
"果園民宿主人很熱情 房間很乾淨 適合家庭旅遊一同體驗	",,,,,
"環境優美，老闆及老闆娘待人親切。	",,,,,
"裝潢簡單，乾淨整齊，設備都還很新，很安靜	",,,,,
隔音超讚 房間大 晚餐早餐好吃 服務人員很棒 下次來台南會在住這間??,,,,,
"離機場近，走路3分鐘就到了，房間乾淨舒服老闆一家人親切，值得推薦的北竿民宿	",,,,,
"其實當下有點火而已，打電話問了星漾、愛情海民宿老闆都回答：打雷為什麼不能開冷氣？	",,,,,
"簡單整潔，浴室非乾濕分離，古早的臉盆接蓮蓬頭設備，洗澡後廁所都濕濕，有網路	",,,,,
"老闆娘很親切，也很熱情介紹我們在地的環境和小吃，早餐也是用心準備。	",,,,,
"老闆娘年輕可愛又親切 店狗黃金弟弟滿滿療癒 一開門就是綠油油稻田 愜意舒心	",,,,,
"老闆娘人很親切 Cp值很高 價格便宜還附早餐	",,,,,
"非常漂亮的建築設計，環境清幽舒適，房間乾淨整齊，蠻推薦的民宿	",,,,,
"餐廳西式菜色多樣，健康走向，非常好吃和有特色。	",,,,,
"清幽靜謐、餐點美味、放鬆??渡假好所在'	",,,,,
"房間很新、距離花蓮車站超近，老闆娘很親切。	",,,,,
"很漂亮 乾淨 舒適 離火車站近 又便宜 CP值超高 推薦花蓮住宿	",,,,,
"老闆熱情，房間周遭環境整潔，價格公道，唯一缺點浴室較小，洗澡容易碰撞牆壁	",,,,,
"服務好，價格合理，高樓層房間風景超棒！只是剛入住時廁所有菸味，地毯部分是濕的。	",,,,,
"蛋，蒸蛋，荷包蛋，半熟蛋，雞肉熱狗，火腿，吐司，擔仔麵，原味優格，香甜水果!	",,,,,
"龍山寺、艋舺觀光夜市、華西街觀光區中理想五星級酒店，休憩充電的最佳住宿所在。	",,,,,
"服務周到，景色漂亮!夜間導覽很棒，可以從當地人口中聽到許多有趣的歷史故事	",,,,,
"房間非依訂房樣式處理，原先預訂是海景雙人房，櫃檯人員確給舒適雙人房型	",,,,,
"老街尾端的靜謐民宿。走五分鐘便可俯瞰整個山城的夜景。	",,,,,
"超有特色的四合院民宿 乾淨 早餐超棒 值得推薦	",,,,,
"讓人感到舒適的接待服務. 優雅的住宿環境. 社區內有許多景點.離市區很近.	",,,,,
"很有傳統風格的建築，整理維護的很好，民宿管家也解說的很詳細	",,,,,
"來這邊感覺就像回到家一樣，姊姊們也很熱情介紹當地美食與景點。	",,,,,
"老闆娘親切，大客廳舒適，房間乾淨	",,,,,
"床位新奇，按摩舒服是個值得來住一晚的好地方。	",,,,,
"環境整潔、庭院草地感覺清爽開朗、也適合親子家族及戶外婚禮的活動場地	",,,,,
放鬆好地方 環境乾淨還有泳池大草皮 非常適合帶小孩來走跳 一級棒????????,,,,,
"老闆非常幽默，房間還有溜滑梯，民宿外有盪鞦韆，住宿的環境讓人非常放鬆??	",,,,,
"活動空間還蠻大，設備齊全！老闆幽默風趣 nice	",,,,,
"新開幕，舒適，有創意，很用心，一定要來看看	",,,,,
"有電梯 附近好停車 我們房間住樓中樓 空間很寬敞 有陽台 很棒的地方	",,,,,
"3.停車完全沒問題，我們家車子是大型車，停車位非常好找。	",,,,,
"環境自在舒適， 投宿時感受到的迷人香氛讓旅行更添美好的記憶。	",,,,,
"電視大，房間乾淨明亮，熱水充足。早餐改成麥當勞主餐＋飲料。	",,,,,
"爛，一進門煙味超級重，沒有吃飯的桌椅，空間超小，早餐只有牛奶這個選項，不會再來！	",,,,,
"入口接待人員超級有禮貌，服務態度佳，住房裝潢也不錯，還有按摩大浴缸！	",,,,,
"房間風格多樣化，環境舒適，庭院有鞦韆和小小的水晶教堂！	",,,,,
"環境乾淨，房內空間寬敞， 室外庭園有搖椅，還有店貓！	",,,,,
"P.s.酒店自家有個草地（小小玻璃屋）及充氣泳池，小孩可以玩耍一番。	",,,,,
"民宿有電梯，房間乾淨清潔，有陽台，浴室熱水出水大，溫度夠。	",,,,,
"離車站近，停車也方便，民宿環境乾淨優雅，老闆娘更是客氣!下次去花蓮必住的地方!	",,,,,
"鬧中取靜 對面是學校 是家不錯的民宿 服務也親切	",,,,,
"環境清幽，老闆夫婦都很熱情，還有露台能看風景	",,,,,
"老闆們很請切一一介紹他們的景點、對人和藹可親，走出門就能做火車站到十分好玩	",,,,,
"看的到火車，天燈，山巒微美民宿！親切黃爸爸黃媽媽有家的感覺！	",,,,,
每隻貓貓都可以很自在的在小客廳區睡覺?? 飲料推薦熱的鮮奶茶，冬瓜咖啡蠻甜的,,,,,
"房間舒適，平價，適合背包客，有交誼廳且員工友善，很棒的住宿體驗	",,,,,
"地點之方便性真的是幾霸昏ㄋ，離朝馬轉運站跟逢甲商圈超近∼∼	",,,,,
"年輕老闆很親切，環境很舒適又很乾淨，悠閒時間可以在一樓品嚐香醇的現煮咖啡。	",,,,,
"環境優雅，房間乾淨，老闆娘親切，服務態度好，下次一定再來	",,,,,
"環境不錯，重點房間乾淨舒服，闆娘服務不錯	",,,,,
"推薦 館內所有室內室外設施 場地寬闊 應有盡有 ，早晚餐咖啡面包蛋糕高CP質	",,,,,
"飯店活動 房間的零食飲品皆免費 這次入住親子房，內有溜滑梯 小孩超愛	",,,,,
"花蓮好山好水 ，再加上 高品質飯店設施與親切接待服務 ，仿佛置身於國外城堡中 ！	",,,,,
"很棒！有接送機的服務，但是中央空調也很盡責，搞的連房間的天氣都很“澎湖”。	",,,,,
"服務態度超不好 反應問題還被酸 隔音超差 電視畫面爛 如果能給負分一定負5分	",,,,,
"住這要小心，別跟隔壁旅行社租車 浪費心情還會很花錢噢	",,,,,
"很特別的住宿，古色古香的民宿讓行程增添一份懷舊氣息！很棒∼	",,,,,
"搭配導覽可以了解左營一區古蹟和歷史 附近住宅許多已改建 這間保留整修的很完整	",,,,,
"巷弄裡的特色民宿，有老屋的故事及古早童玩，近蓮池潭	",,,,,
"早餐有中西式?老闆娘親自料理，服務熱心。惟一小瑕疵是浴室有一隻蟑螂。	",,,,,
"便宜、舒適的房間，只是廁所較老舊，工作人員也都親切耐心，願意為顧客解決問題	",,,,,
"電視常常信號斷掉，沒辦法打電話給櫃檯。	",,,,,
"服務親切，房間很乾淨 早餐是麥當勞或摩斯的餐券	",,,,,
"熱水不是很熱，隔音有點差，一樓有咖啡機。座落在挺方便的巷弄中∼	",,,,,
"交通方便，工作人員服務親切，全新設備，環境優雅。	",,,,,
"來到官田推薦的住宿旅店，老闆親切熱心盡全力幫客人解決問題。	",,,,,
"距離車站進 地點容易找，整體來說算是便宜 但是家具老舊 服務態度普通	",,,,,
"環境清潔，價錢公道，用心為旅客服務的好店家！推∼	",,,,,
"早餐沒有咖啡 麵包只有白吐司 花生醬和草莓醬 有豆漿 白粥 和一些配菜而已	",,,,,
"改名叫洄嘉居行旅，房間舒適、高CP值、早餐豐盛，但停車場車位少，很值得再次入住	",,,,,
"5、隔音較有待加強，可以聽到房外走廊的聲音。	",,,,,
"早餐非常有特色 Bar臺提供的咖啡跟紅茶和鮮奶茶都很棒，餅乾好吃。	",,,,,
"房間陽台曬太陽、吹海風，喝啤酒、聽音樂，完美。	",,,,,
"遊客比較少，浮潛的好地點，旅店非常舒適像家	",,,,,
"飯店位置絕佳，離城隍廟，中央市場近，正對美術館，房間浴室空間大，早餐豐富。	",,,,,
"服務人員一路從停車場帶領至大廳登記入住^^旁邊是市府，夜景很美城煌廟街吃東西方便	",,,,,
"廁所會有機器運轉的聲音，影響入眠 值得推薦：免治馬桶以及親切的櫃檯及客服人員	",,,,,
"地點很棒，離美術館很近。附近很多好吃的燒肉	",,,,,
真的環境超美的民宿！旁邊有新光三越和藍曬圖 五妃街美食也都在附近????,,,,,
"用心照顧老人需求	",,,,,
"鬧區中的寧靜，舒適的環境，親切的服務，可愛有個性的店貓，令人流連忘返的地方	",,,,,
"環境乾淨，早餐豐富，吃完早餐老闆還會給魚飼料，而且離市區近，有許多美食！	",,,,,
"價位平實，房間有超大浴缸，櫃臺人員態度很棒，值得推薦的好地方	",,,,,
"旅點環境優雅，風景優，早餐好吃，工作人員服務態度優良~	",,,,,
"很棒的溫泉，設備也很乾淨，一樓休息區還有免費茶飲跟咖啡	",,,,,
"離市區比較遠一點！但環境清幽 老闆娘人也很親切！價格合理房間乾淨！	",,,,,
"平價，簡易裝潢設施，過夜OK，有附清粥早餐	",,,,,
"乾淨安靜，又有山景，下次來花蓮還會來入住	",,,,,
"房間服務餐點景致都一流，真的是台東最讚的民宿，推薦給所有來台東的旅人!	",,,,,
"很舒適、風景很美，有家的氛圍， 早餐及迎賓點心都很精緻~	",,,,,
"值得一來再來的地方，老闆娘與管家們都很親切，像家人一樣，很棒。	",,,,,
"老闆人很好，咖啡很好喝，房間乾淨陽台的海岸景觀無敵，下次會再找時間來。	",,,,,
"風景優美的小店+民宿，老闆待客十分熱誠、親切，有機會的話，還想要造訪。	",,,,,
"...雙人房間就剛好容納一張床跟一張桌子，沒有太多餘的空間放行李箱。	",,,,,
"環境乾淨老闆親切，離鬧區夜市近又臨美崙溪邊早起可以在河岸散步非常推薦	",,,,,
"有螞蟻有煙味 如果多雲天氣山景也不好看 裝潢基底質感很差 照片有照騙	",,,,,
"房間乾淨以外，沒啥優點，老闆娘挺沒責任感的，不曉得好評的原因是什麼？	",,,,,
"優點：位置離逢甲夜市近，有提供停車位，房間隔音&空間不錯，早餐餐點佳。	",,,,,
"樂活家庭房 無論是小客廳、臥室或衛浴設備設計簡約大方，空間舒適宜人。	",,,,,
"餐的速度很快。位於台中市區，車子得停在比較遠的地方但是不會造成不方便。	",,,,,
"老屋重新裝潢，一二樓咖啡廳，3-5樓民宿，咖啡點心和民宿都很棒	",,,,,
"原本陰暗的巷子多了一盞黃光 好似留盞燈等待外出的孩子返家 很溫暖的空間	",,,,,
"布丁香濃 磅蛋糕濕潤 咖啡好喝 店員友善 裝潢極有特色的一家店 推薦∼	",,,,,
"民宿老闆非常的親切！房間環境也都很整齊乾淨，非常推薦來金門玩的朋友來這裡住宿哦！	",,,,,
"很棒的民宿，環境乾淨整潔，早餐都是當地美食，老闆待人親切，值得推薦∼	",,,,,
"乾淨舒服，附近景色優美，附特色早餐，老闆很熱心	",,,,,
"停車場，床大，冷氣涼，衛浴乾濕分離明亮乾淨，有小冰箱兩瓶水，無小點心	",,,,,
"CP值高的地方，但因為早餐明明說是奶茶卻變成了紅茶，櫃檯人員需加強訓練。	",,,,,
"房間裡面蠻新的，床還蠻好睡的，電視頻道很多都被鎖起來了，床頭有很多螞蟻	",,,,,
"房間乾淨整潔，友善寵物優質民宿，位於台南市區但cp值卻很高！	",,,,,
"空間舒適溫暖，環境便利，價格親民	",,,,,
"下樓看了一樓的四人房超棒，有一個小遊戲室，洗手間大到可睡覺了。	",,,,,
"老闆非常和善，房間乾淨坪數大，早餐有道地金門風味美食。	",,,,,
"房型整潔，店家服務不錯，可以到機場接送，也可以向店家租借車。	",,,,,
"親切的老闆娘，豐盛的早餐。舒服的大廳，下次有機會會和老婆再拜訪。	",,,,,
"老闆，老闆娘待人和善，親切	",,,,,
"乾淨整潔，停車也方便。但價位上來說算偏高。	",,,,,
"鄰近台東轉運站與眾多知名在地小吃，例如臭豆腐、炸雞、手搖飲料、夜市等。	",,,,,
"房間佈置簡單、環境乾淨，也有提供2瓶水跟即溶咖啡，茶包；整體上還蠻舒適的	",,,,,
"客房簡單樸實 睡眠的床組很舒服很柔軟 櫃台工作人員 態度服務親切	",,,,,
"介紹很充實 花園非常漂亮服務人員態度超級的好 網站一目了然 很推薦去 住看看	",,,,,
"環境好，適合帶小孩闔家出遊。	",,,,,
"早餐好好吃，還有專屬庭園停車場，舒適溫馨的住房品質	",,,,,
"業主親切，乾淨舒適，是CP高優質民宿	",,,,,
"次來九份還會再住這間讓人感到溫馨的旅店??	",,,,,
"老房子維護的超級好!!	",,,,,
"環境清幽，房間乾淨舒適，民宿主人服務親切，早餐也很好吃，令人放鬆的好地方!	",,,,,
"房間的衛浴沼氣味非常重，隔音不太好，戶外的設備有些破損了，店家知道也不維修。	",,,,,
"環境優美 民宿主人夫婦親切 餐點好吃又健康 櫃檯接待區還有很多漫畫可以讓你看	",,,,,
"空間很大，浴室在外面獨立通風，床很好睡，但房間有煙味，早餐還蠻多的	",,,,,
"漢堡店早餐 溫泉浴缸 水不夠熱 數位電視	",,,,,
"住宿這�堜迠﹉Z大的，各向設備都不錯，但是離市區較遠一些，房間隔音較差些，，*	",,,,,
面湖 能戴狗狗還有小廚房可以用 超棒的?? 物美價聯 春節住的,,,,,
"位於市區鬧市，逛街方便，飯店房間寬敞乾淨，設備簡單夠用，提供早餐方便旅友	",,,,,
"服務親切 環境清幽 住宿 是不錯的好地方 唯一不方便 電梯只有一台太小了	",,,,,
"床好硬，早餐有點油，隔音差，隔壁打一下我還以為要破牆了，價格親民，服務態度好	",,,,,
老闆娘很親切，房間乾淨，推薦的活動很不錯??,,,,,
"店家位於市區垂楊路上，房間設備簡潔優靜，4人房空間大，近夜市，交通便利。	",,,,,
"大廳寬敞舒適，家庭房還有客廳，浴室超大，乾濕分離，還有大浴缸，很棒!	",,,,,
"折抵停車費（全額），房間隔音效果太差，早餐東西不多，但有葷食 素食區分開。	",,,,,
"舒服，連在房間的小膠囊咖啡都好喝。早餐豐盛菜色樣式多，可以打發整個早晨時光。	",,,,,
"我們邊玩邊以為自己是到了照片裡面。可以媲美國外那些很厲害的什麼希臘瑞士泳池。	",,,,,
"飯麵類的主食份量又是巨大，一餐的飯量夠我吃五餐吧！	",,,,,
"早餐稀飯和吐司都很新鮮好吃，服務人員也都很貼切，房間設備也都很不錯。	",,,,,
"1）裝潢後，好棒 2）有飲水機 3）風景很好 4）停車方便 5）浴室乾淨	",,,,,
"腳踏車好用，離濱海公園也近，一樓公共空間開闊舒適，適合閒聊。	",,,,,
"雙人房算大了，還有陽台，民宿很新，設計讓人覺得舒服，但是房間有小蟑螂跟蜘蛛	",,,,,
"房價乾淨舒適，地點佳，民宿老闆親切接待，很棒的體驗	",,,,,
"民宿位置很好，就在古鎮旁邊很方便，房間溫馨可愛，隔音很好，老闆娘人很好∼	",,,,,
"二樓有wifi 房間整潔 但廁所有異味	",,,,,
"潮間帶真的帶很棒，可惜導覽抽煙，跟車時一直吸二手煙，希望能改善。	",,,,,
"海景住宿讚！環境相當乾淨！	",,,,,
"房間浴室相當乾淨，雙人床大又舒適，附早餐停車不用付費，近文化中心和德安百貨。	",,,,,
"這裡環境OK~服務好~離文化中心，看文藝展覽，逛百貨公司，吃小吃，都是超級絕配！	",,,,,
"這次到台南參加自行車賽 飯店願意讓我們將愛車放置房間，房間的空間也夠擺放單車。	",,,,,
"窗。2.設備稍嫌老舊。3.早餐東西極少，還要從櫃檯旁拿進房間吃。	",,,,,
"煙味重，辦事的聲音走廊都聽見，不建議旅行或渡假心情來這裡住。	",,,,,
"在熱鬧地區，房價算合理，交通便利，百貨跟街邊林立小店及飲食很多。	",,,,,
"早上看海岸，晚上看夜景，還能聽海的聲音，可惜熱水蓄水量有限	",,,,,
"海景超棒、離老街也不遠。夜晚伴隨海浪聲入睡。	",,,,,
"樓下可進行休閒活動有卡啦ok(付費)和健身房及游泳池，出外面可逛沙灘。	",,,,,
"環境乾淨，主人親切，早餐豐盛 美中不足的是廁所沒有地方可以掛毛巾跟乾淨衣服	",,,,,
"服務好 房間美又舒適 價格實惠 風景美活動空間大 值得ㄧ來再來	",,,,,
"幹凈、新、停車位足夠、服務態度親切、早餐青菜很多、有免費腳踏車可騎、風景好	",,,,,
"老屋氛圍營造蠻棒 但室內燈光暗 隔音也稍差	",,,,,
"全新外觀打開鐵門令人驚艷 古色古香的民宿全部都是古董！	",,,,,
"新的闆娘很用心在照顧這間民宿喔~歡迎大家來台南旅遊~來	",,,,,
"管家國鈞很帥！給遊客很多行程建議，很負責任，來綠島玩一定首選圈圈背包客棧	",,,,,
地點很方便，巷口早餐店也很好吃?? 住宿推薦一百分?? 服務人員都很親,,,,,
"離火車站很近，住宿價廉、乾淨，如果不是挑剔的人，是個不錯的住宿地方!	",,,,,
"環境髒，電風扇一堆灰塵，浴室恐怖，樓梯走道一隻大蟑螂	",,,,,
"7百塊過一夜，叔鍋大碗，房間不小，很超值的!!	",,,,,
"離礁溪市區不遠 但環境清幽離海邊也近 窗戶可直接看到龜山島 很適合放鬆	",,,,,
"價格公道 老闆娘親切 停車要留意位子。之前房間燈光有點暗 這次來改善非常多 讚	",,,,,
"房間佈置特別，空間也大，民宿老闆娘人超親切^^	",,,,,
"統一材質，有一床似窗簾，不是套房，沒有早餐，以這樣品質，覺得貴，不會想再去住	",,,,,
"因為今年的燈會， 誤打誤撞找到這家民宿。	",,,,,
"房間內空間大，乾淨，老闆娘很親和！	",,,,,
"住宿位於老舊大樓裡，但是看的出來主人很用心也花了很多心思在房間。	",,,,,
"無論家庭親子、情侶旅遊，都很適合∼∼ 下次還要再來！！	",,,,,
"好的民宿住起來也是有相當人情味 感謝老闆貼心的將遺留在房間的物品特地在寄回來。	",,,,,
"5星級飯店的縮小版，環境優美，服務請切，晚餐法國菜色好吃，擺盤優美, 非常用心。	",,,,,
"從餐飲、服務、盥洗用品、到民宿設計規劃，都極度優秀，屬精品民宿。	",,,,,
"環境乾淨舒適^^ 有山景也有海景，無菜單料理也好吃，CP值高	",,,,,
"服務很好的民宿。老闆對行程規劃也很專業喔~	",,,,,
"房間跟房價算不錯了，其實我很好奇墾丁現在房價喊到多少了	",,,,,
"根本就是住路人的家 別被騙	",,,,,
"這次訂雙人房，房間還蠻乾淨的，老闆娘很親切，住宿還優待遊湖船票每人僅需100元	",,,,,
"床單明顯沒換，還有上位客人的頭髮，房間內有些設計小瑕疵。	",,,,,
"CP值還不錯 服務員很親切熱情 房間也滿整潔的 樓下也很多店家 很方便	",,,,,
"房間大間又乾淨 老闆娘熱情親切 推薦大家來住這間民宿	",,,,,
"店家 地點也很好.旁邊就是台東夜市了	",,,,,
"老闆娘很親切，很熱心的幫我們解決問題，且關心我們在台東的行程。讓我們有舒適的夜晚	",,,,,
"非常有藝術氣息的民宿，環境乾淨，造景特殊。	",,,,,
"場地佈置很有藝術氣息，房間的床小了一點點。	",,,,,
"進出有專門密碼鎖,房內天花板有星空彩繪	",,,,,
"位置距離車站&鬧區很近 房間維持很乾淨，溫泉很棒很舒服 老闆娘待人親切	",,,,,
"2.鄰近湯圍溝公園及附近商圈 3.交通便利，老闆也提供很多優惠卷	",,,,,
"老闆娘人超有愛，消毒超級搞鋼，環境超優，浴缸大到寶貝們可以游泳，很優CP值	",,,,,
"親子名宿主人親切，CP值高房間大而且乾淨，小孩玩到不肯回家真的只有讚	",,,,,
"四人房空間大又有遊戲區，1樓客廳也有很多玩具，很吸引小朋友。	",,,,,
"環境乾淨 價格實惠 住溜滑梯球池海洋房 小孩整個玩翻	",,,,,
"櫃檯人員親切，距離市中心與各景點很近，走路至南投花燈展示區只需要20分鐘	",,,,,
隔音真的是很差? 對面房客的聲音大聲到我都以為就站在我們房門說話??,,,,,
"風暴，溫泉，早餐，房間樣樣好，離其他風景區，車程不遠，老板愛交朋友，話題多	",,,,,
"人，多收費只有毛巾沒有水，按摩的也壞了，大大的地雷！早知道房門一開就該退費！	",,,,,
"環境不錯，整個旅館佈置精心，房間陳設也很好，老闆跟老闆娘也都非常親切	",,,,,
"適合親子同遊的地方，服務親切，溫泉戲水池小孩玩了一整天	",,,,,
"露天咖啡廳，個別ㄉ女湯，男湯能仰望星空！	",,,,,
"很棒的烤肉，食材滿滿一桌，新鮮的喔	",,,,,
"房間乾淨，一出房門就被映入眼簾的景色感動，烤肉好吃、打麻糬有趣	",,,,,
"超讚的，還有行程導覽及四輪傳動車載大家涉溪玩哦。還有烤肉宵夜活動	",,,,,
"日出喝茶葉！房間有冷氣喔∼美中不足的是浴室會跑小蟑螂進去，有被嚇到	",,,,,
"整齊舒適的房間，陽台空間很棒 推薦早餐∼是老闆娘自己煮的，新鮮好吃！	",,,,,
"早餐很好吃，老闆人客氣，枕頭有點睡不習慣除外一切很好，附近很多可愛的貓咪!	",,,,,
