reviews,value,comfort,location,cleanliness,service,ws_pos_reviews,filtered,filtered_noun
環境不錯老闆人很好地點不錯早點湯飯不錯吃值得推薦再去的民宿,0.0,1.0,1.0,0.0,1.0,"環境(Na),不錯(VH),老闆(Na),人(Na),很(Dfa),好(VH),地點(Na),不錯(VH),早點(Na),湯(Na),飯(Na),不錯(VH),吃(VC),值得(VH),推薦(VC),再(D),去(VCL),的(DE),民宿(Nc)","環境(Na),不錯(VH),老闆(Na),人(Na),很(Dfa),好(VH),地點(Na),不錯(VH),早點(Na),湯(Na),飯(Na),不錯(VH),吃(VC),值得(VH),推薦(VC),再(D),去(VCL),民宿(Nc)","環境(Na),老闆(Na),人(Na),地點(Na),早點(Na),湯(Na),飯(Na),民宿(Nc)"
設施所設備服務人員態度房間整潔餐廳菜色都有達一定水準的飯店,0.0,1.0,0.0,1.0,1.0,"設施(Nc),所(Nc),設備(Na),服務(Nv),人員(Na),態度(Na),房間(Nc),整潔(VH),餐廳(Nc),菜色(Na),都(D),有(V_2),達(VJ),一定(A),水準(Na),的(DE),飯店(Nc)","設施(Nc),設備(Na),服務(Nv),人員(Na),態度(Na),房間(Nc),整潔(VH),餐廳(Nc),菜色(Na),都(D),達(VJ),一定(A),水準(Na),飯店(Nc)","設施(Nc),設備(Na),服務(Nv),人員(Na),態度(Na),房間(Nc),餐廳(Nc),菜色(Na),水準(Na),飯店(Nc)"
服務好晚餐早餐可冰箱還有飲料和烤布丁不用錢溫泉超級讚的會館,1.0,1.0,0.0,0.0,1.0,"服務(VC),好(VH),晚餐(Na),早餐(Na),可(D),冰箱(Na),還(D),有(V_2),飲料(Na),和(Caa),烤(VC),布丁(Na),不(D),用(VC),錢(Na),溫泉(Na),超級(Dfa),讚(VH),的(DE),會館(Nc)","服務(VC),好(VH),晚餐(Na),早餐(Na),冰箱(Na),還(D),飲料(Na),烤(VC),布丁(Na),不(D),錢(Na),溫泉(Na),超級(Dfa),讚(VH),會館(Nc)","晚餐(Na),早餐(Na),冰箱(Na),飲料(Na),布丁(Na),錢(Na),溫泉(Na),會館(Nc)"
2客房電梯好小兩個大人一個嬰兒推車一個小行李箱就沒空間了,0.0,1.0,0.0,0.0,0.0,"2(Neu),客房(Nc),電梯(Na),好(Dfa),小(VH),兩(Neu),個(Nf),大人(Na),一(Neu),個(Nf),嬰兒(Na),推車(Na),一(Neu),個(Nf),小(VH),行李箱(Na),就(D),沒(VJ),空間(Na),了(T)","2(Neu),客房(Nc),電梯(Na),好(Dfa),小(VH),兩(Neu),大人(Na),嬰兒(Na),推車(Na),小(VH),行李箱(Na),沒(VJ),空間(Na)","2(Neu),客房(Nc),電梯(Na),兩(Neu),大人(Na),嬰兒(Na),推車(Na),行李箱(Na),空間(Na)"
房間清潔有一點差沒有附早餐老闆娘服務親切,1.0,0.0,0.0,1.0,1.0,"房間(Nc),清潔(VH),有(V_2),一點(Neqa),差(VH),沒有(D),附(VC),早餐(Na),老闆娘(Na),服務(VC),親切(VH)","房間(Nc),清潔(VH),一點(Neqa),差(VH),沒有(D),附(VC),早餐(Na),老闆娘(Na),服務(VC),親切(VH)","房間(Nc),一點(Neqa),早餐(Na),老闆娘(Na)"
民宿品質優良冰箱冷氣衛浴都不錯,0.0,1.0,0.0,0.0,0.0,"民宿(Nc),品質(Na),優良(VH),冰箱(Na),冷氣(Na),衛浴(Na),都(D),不錯(VH)","民宿(Nc),品質(Na),優良(VH),冰箱(Na),冷氣(Na),衛浴(Na),都(D),不錯(VH)","民宿(Nc),品質(Na),冰箱(Na),冷氣(Na),衛浴(Na)"
舒服又乾淨老闆娘也人很好棒棒,0.0,1.0,0.0,1.0,1.0,"舒服(VH),又(Caa),乾淨(VH),老闆娘(Na),也(D),人(Na),很(Dfa),好(VH),棒棒(VH)","舒服(VH),乾淨(VH),老闆娘(Na),人(Na),很(Dfa),好(VH),棒棒(VH)","老闆娘(Na),人(Na)"
很居家日式的民宿雖然都是雅房但收費便宜適合想省錢的遊客,1.0,1.0,0.0,0.0,0.0,"很(Dfa),居家(Na),日式(A),的(DE),民宿(Nc),雖然(Cbb),都(D),是(SHI),雅房(Nc),但(Cbb),收費(VD),便宜(VH),適合(VH),想(VE),省錢(VH),的(DE),遊客(Na)","很(Dfa),居家(Na),日式(A),民宿(Nc),都(D),雅房(Nc),收費(VD),便宜(VH),適合(VH),想(VE),省錢(VH),遊客(Na)","居家(Na),民宿(Nc),雅房(Nc),遊客(Na)"
風景不錯淋浴設備不良水壓不足熱水要等,0.0,1.0,1.0,0.0,0.0,"風景(Na),不錯(VH),淋浴(Nv),設備(Na),不良(VH),水壓(Na),不足(VH),熱水(Na),要(D),等(VC)","風景(Na),不錯(VH),淋浴(Nv),設備(Na),不良(VH),水壓(Na),不足(VH),熱水(Na)","風景(Na),淋浴(Nv),設備(Na),水壓(Na),熱水(Na)"
非常親切的房東奶奶耶喜歡這裡的環境有山有海的景色,0.0,0.0,1.0,0.0,1.0,"非常(Dfa),親切(VH),的(DE),房東(Na),奶奶(Na),耶(T),喜歡(VK),這裡(Ncd),的(DE),環境(Na),有(V_2),山(Na),有(V_2),海(Na),的(DE),景色(Na)","非常(Dfa),親切(VH),房東(Na),奶奶(Na),耶(T),喜歡(VK),環境(Na),山(Na),海(Na),景色(Na)","房東(Na),奶奶(Na),環境(Na),山(Na),海(Na),景色(Na)"
用料實在豐富氣泡果汁醬燒豬肉鍋燒麵冰淇淋水果都用心準備服務態度棒,0.0,0.0,0.0,0.0,1.0,"用料(Na),實在(D),豐富(VHC),氣泡(Na),果汁(Na),醬(Na),燒(VC),豬肉鍋(Na),燒麵(VA),冰淇淋(Na),水果(Na),都(D),用心(VH),準備(VF),服務(VC),態度(Na),棒(VH)","用料(Na),實在(D),豐富(VHC),氣泡(Na),果汁(Na),醬(Na),燒(VC),豬肉鍋(Na),燒麵(VA),冰淇淋(Na),水果(Na),都(D),用心(VH),準備(VF),服務(VC),態度(Na),棒(VH)","用料(Na),氣泡(Na),果汁(Na),醬(Na),豬肉鍋(Na),冰淇淋(Na),水果(Na),態度(Na)"
甜點與蛋糕包括綠茶白巧克力覆盆莓蛋糕鈾香鐵觀音茶凍栗子南瓜塔等,0.0,0.0,0.0,0.0,1.0,"甜點(Na),與(Caa),蛋糕(Na),包括(VK),綠茶(Na),白(VH),巧克力(Na),覆盆莓(Na),蛋糕(Na),鈾(Na),香(Na),鐵觀音(Na),茶凍(Na),栗子(Na),南瓜塔(Na),等(Cab)","甜點(Na),蛋糕(Na),包括(VK),綠茶(Na),白(VH),巧克力(Na),覆盆莓(Na),蛋糕(Na),鈾(Na),香(Na),鐵觀音(Na),茶凍(Na),栗子(Na),南瓜塔(Na)","甜點(Na),蛋糕(Na),綠茶(Na),巧克力(Na),覆盆莓(Na),蛋糕(Na),鈾(Na),香(Na),鐵觀音(Na),茶凍(Na),栗子(Na),南瓜塔(Na)"
麵選好配料後交由服務人員現場料理後再送達顧客桌上值得推薦,0.0,0.0,0.0,0.0,1.0,"麵(Na),選好(VC),配料(Na),後(Ng),交由(VF),服務(Nv),人員(Na),現場(Nc),料理(VC),後(Ng),再(D),送達(VD),顧客(Na),桌(Na),上(Ncd),值得(VH),推薦(VC)","麵(Na),選好(VC),配料(Na),後(Ng),交由(VF),服務(Nv),人員(Na),現場(Nc),料理(VC),後(Ng),再(D),送達(VD),顧客(Na),桌(Na),上(Ncd),值得(VH),推薦(VC)","麵(Na),配料(Na),後(Ng),服務(Nv),人員(Na),現場(Nc),後(Ng),顧客(Na),桌(Na),上(Ncd)"
每年來都找老闆服務親切浮潛住宿烤肉都可以找老闆,0.0,0.0,0.0,0.0,1.0,"每(Nes),年(Nf),來(Ng),都(D),找(VC),老闆(Na),服務(VC),親切(VH),浮潛(VA),住宿(VA),烤(VA),肉(Na),都(D),可以(D),找(VC),老闆(Na)","年(Nf),都(D),找(VC),老闆(Na),服務(VC),親切(VH),浮潛(VA),住宿(VA),烤(VA),肉(Na),都(D),找(VC),老闆(Na)","年(Nf),老闆(Na),肉(Na),老闆(Na)"
連住二天感謝升等四人房陽台大景觀視野佳,0.0,1.0,1.0,0.0,1.0,"連(Cbb),住(VCL),二(Neu),天(Nf),感謝(VK),升等(VHC),四(Neu),人(Na),房(Na),陽台(Na),大(VH),景觀(Na),視野(Na),佳(VH)","住(VCL),二(Neu),天(Nf),感謝(VK),升等(VHC),四(Neu),人(Na),房(Na),陽台(Na),大(VH),景觀(Na),視野(Na),佳(VH)","二(Neu),天(Nf),四(Neu),人(Na),房(Na),陽台(Na),景觀(Na),視野(Na)"
老闆人超好超帥環境也很舒服,0.0,1.0,0.0,0.0,1.0,"老闆(Na),人(Na),超(Dfa),好(Dfa),超帥(VH),環境(Na),也(D),很(Dfa),舒服(VH)","老闆(Na),人(Na),超(Dfa),好(Dfa),超帥(VH),環境(Na),很(Dfa),舒服(VH)","老闆(Na),人(Na),環境(Na)"
喜歡在後面山坡上的地方拍夜景可以去試試看哦房間普通有空調也有提供早餐和晚餐,1.0,1.0,1.0,0.0,1.0,"喜歡(VK),在(P),後面(Ncd),山坡(Na),上(Ncd),的(DE),地方(Na),拍(VC),夜景(Na),可以(D),去(D),試試(VE),看(Di),哦(T),房間(Nc),普通(VH),有(V_2),空調(Na),也(D),有(V_2),提供(VD),早餐(Na),和(Caa),晚餐(Na)","喜歡(VK),後面(Ncd),山坡(Na),上(Ncd),地方(Na),拍(VC),夜景(Na),去(D),試試(VE),看(Di),房間(Nc),普通(VH),空調(Na),提供(VD),早餐(Na),晚餐(Na)","後面(Ncd),山坡(Na),上(Ncd),地方(Na),夜景(Na),房間(Nc),空調(Na),早餐(Na),晚餐(Na)"
視野遼闊老闆待人親切不超收廁所清潔可車泊可露營場地有限預約盡早呦,0.0,1.0,1.0,1.0,1.0,"視野(Na),遼闊(VH),老闆(Na),待人(VA),親切(VH),不(D),超收(VC),廁所(Nc),清潔(VH),可(D),車(VA),泊(VA),可(D),露營(Nv),場地(Na),有限(VH),預約(VC),盡(D),早(VH),呦(I)","視野(Na),遼闊(VH),老闆(Na),待人(VA),親切(VH),不(D),超收(VC),廁所(Nc),清潔(VH),車(VA),泊(VA),露營(Nv),場地(Na),有限(VH),預約(VC),早(VH),呦(I)","視野(Na),老闆(Na),廁所(Nc),露營(Nv),場地(Na)"
風景好服務親切但3人套餐700元不優建議人多在來點2500桌菜才划算,1.0,0.0,1.0,0.0,1.0,"風景(Na),好(VH),服務(VC),親切(VH),但(Cbb),3(Neu),人(Na),套餐(Na),700(Neu),元(Nf),不(D),優(VH),建議(VE),人(Na),多(D),在(P),來(D),點(VC),2500(Neu),桌(Na),菜(Na),才(Da),划算(VH)","風景(Na),好(VH),服務(VC),親切(VH),3(Neu),人(Na),套餐(Na),700(Neu),元(Nf),不(D),優(VH),建議(VE),人(Na),點(VC),2500(Neu),桌(Na),菜(Na),才(Da),划算(VH)","風景(Na),3(Neu),人(Na),套餐(Na),700(Neu),元(Nf),人(Na),2500(Neu),桌(Na),菜(Na)"
雖然便宜但隔音差房間有煙味而且感覺棉被不乾淨還是房間有跳蚤很癢,1.0,1.0,0.0,1.0,0.0,"雖然(Cbb),便宜(VH),但(Cbb),隔音(VJ),差(VH),房間(Nc),有(V_2),煙味(Na),而且(Cbb),感覺(VK),棉被(Na),不(D),乾淨(VH),還是(D),房間(Nc),有(V_2),跳蚤(Na),很(Dfa),癢(VH)","便宜(VH),隔音(VJ),差(VH),房間(Nc),煙味(Na),感覺(VK),棉被(Na),不(D),乾淨(VH),房間(Nc),跳蚤(Na),很(Dfa),癢(VH)","房間(Nc),煙味(Na),棉被(Na),房間(Nc),跳蚤(Na)"
平價簡單休息的一個地方但特別的住宿可以選擇早餐自助餐或午餐喔,1.0,0.0,0.0,0.0,1.0,"平價(Na),簡單(VH),休息(VA),的(DE),一(Neu),個(Nf),地方(Na),但(Cbb),特別(VH),的(DE),住宿(VA),可以(D),選擇(VC),早餐(Na),自助餐(Na),或(Caa),午餐(Na),喔(T)","平價(Na),簡單(VH),休息(VA),地方(Na),特別(VH),住宿(VA),選擇(VC),早餐(Na),自助餐(Na),午餐(Na),喔(T)","平價(Na),地方(Na),早餐(Na),自助餐(Na),午餐(Na)"
爛死了沒網路隔音很爛環境噪音很多,0.0,1.0,0.0,0.0,0.0,"爛死(VH),了(Di),沒(VJ),網路(Na),隔音(A),很(Dfa),爛(VH),環境(Na),噪音(Na),很多(VH)","爛死(VH),沒(VJ),網路(Na),隔音(A),很(Dfa),爛(VH),環境(Na),噪音(Na),很多(VH)","網路(Na),環境(Na),噪音(Na)"
空氣好尤其是夕陽西下很美老闆娘親切是休閒放鬆好地方,0.0,1.0,1.0,0.0,1.0,"空氣(Na),好(VH),尤其(D),是(SHI),夕陽西下(VH),很(Dfa),美(VH),老闆娘(Na),親切(VH),是(SHI),休閒(VA),放鬆(VHC),好(VH),地方(Na)","空氣(Na),好(VH),尤其(D),夕陽西下(VH),很(Dfa),美(VH),老闆娘(Na),親切(VH),休閒(VA),放鬆(VHC),好(VH),地方(Na)","空氣(Na),老闆娘(Na),地方(Na)"
雅致幽靜的庭院環境房間佈置樸實空間大而舒適愉快的休息一夜,0.0,1.0,0.0,0.0,0.0,"雅致(VH),幽靜(VH),的(DE),庭院(Na),環境(Na),房間(Nc),佈置(VC),樸實(VH),空間(Na),大(VH),而(Caa),舒適(VH),愉快(VH),的(DE),休息(VA),一(Neu),夜(Nd)","雅致(VH),幽靜(VH),庭院(Na),環境(Na),房間(Nc),佈置(VC),樸實(VH),空間(Na),大(VH),舒適(VH),愉快(VH),休息(VA),夜(Nd)","庭院(Na),環境(Na),房間(Nc),空間(Na),夜(Nd)"
臺灣旗山川雅居渡假民宿一處身心靈放鬆沈澱樂活好地方,0.0,1.0,0.0,0.0,0.0,"臺灣(Nc),旗山(Nc),川雅居(Na),渡假(VA),民宿(Nc),一(Neu),處(Nf),身(Na),心靈(Na),放鬆(VHC),沈澱(VH),樂活(VH),好(VH),地方(Na)","臺灣(Nc),旗山(Nc),川雅居(Na),渡假(VA),民宿(Nc),處(Nf),身(Na),心靈(Na),放鬆(VHC),沈澱(VH),樂活(VH),好(VH),地方(Na)","臺灣(Nc),旗山(Nc),川雅居(Na),民宿(Nc),處(Nf),身(Na),心靈(Na),地方(Na)"
臨近松菸文創地點極佳的住房旅館停車方便週邊美食小吃多超推薦的,0.0,1.0,1.0,0.0,0.0,"臨近(VJ),松菸(Na),文創(Na),地點(Na),極(Dfa),佳(VH),的(DE),住房(Na),旅館(Nc),停車(VA),方便(VH),週邊(Nc),美食(Na),小吃(Na),多(D),超(Dfa),推薦(VC),的(DE)","臨近(VJ),松菸(Na),文創(Na),地點(Na),極(Dfa),佳(VH),住房(Na),旅館(Nc),停車(VA),方便(VH),週邊(Nc),美食(Na),小吃(Na),超(Dfa),推薦(VC)","松菸(Na),文創(Na),地點(Na),住房(Na),旅館(Nc),週邊(Nc),美食(Na),小吃(Na)"
交通方便就在捷運站旁邊房間乾淨雙人床是五呎六呎不算大房間空間也不大,0.0,1.0,1.0,1.0,0.0,"交通(Na),方便(VH),就(D),在(P),捷運站(Nc),旁邊(Ncd),房間(Nc),乾淨(VH),雙人床(Na),是(SHI),五(Neu),呎(Nf),六(Neu),呎(Nf),不(D),算(VG),大(VH),房間(Nc),空間(Na),也(D),不(D),大(VH)","交通(Na),方便(VH),捷運站(Nc),旁邊(Ncd),房間(Nc),乾淨(VH),雙人床(Na),五(Neu),呎(Nf),六(Neu),呎(Nf),不(D),算(VG),大(VH),房間(Nc),空間(Na),不(D),大(VH)","交通(Na),捷運站(Nc),旁邊(Ncd),房間(Nc),雙人床(Na),五(Neu),呎(Nf),六(Neu),呎(Nf),房間(Nc),空間(Na)"
酒店地理位置好員工服務熱誠唯酒店設施較陳舊,0.0,1.0,1.0,0.0,1.0,"酒店(Nc),地理(Na),位置(Na),好(VH),員工(Na),服務(VC),熱誠(Na),唯(Da),酒店(Nc),設施(Na),較(Dfa),陳舊(VH)","酒店(Nc),地理(Na),位置(Na),好(VH),員工(Na),服務(VC),熱誠(Na),唯(Da),酒店(Nc),設施(Na),陳舊(VH)","酒店(Nc),地理(Na),位置(Na),員工(Na),熱誠(Na),酒店(Nc),設施(Na)"
乾淨舒適床鋪好好睡老闆夫妻熱情親切晚上看得到星星很適合放鬆渡假,0.0,1.0,1.0,1.0,1.0,"乾淨(VH),舒適(VH),床鋪(Na),好好(VH),睡(VA),老闆(Na),夫妻(Na),熱情(VH),親切(VH),晚上(Nd),看(VE),得(DE),到(VE),星星(Na),很(Dfa),適合(VH),放鬆(VHC),渡假(VA)","乾淨(VH),舒適(VH),床鋪(Na),好好(VH),睡(VA),老闆(Na),夫妻(Na),熱情(VH),親切(VH),晚上(Nd),看(VE),星星(Na),很(Dfa),適合(VH),放鬆(VHC),渡假(VA)","床鋪(Na),老闆(Na),夫妻(Na),晚上(Nd),星星(Na)"
下次到台東知本會再選擇入住,0.0,0.0,0.0,0.0,0.0,"下(Nes),次(Nf),到(VCL),台東(Nc),知本(Na),會(D),再(D),選擇(VC),入住(VCL)","下(Nes),次(Nf),台東(Nc),知本(Na),會(D),再(D),選擇(VC),入住(VCL)","下(Nes),次(Nf),台東(Nc),知本(Na)"
房間設施新穎裝潢簡潔衛浴廁所很大間乾淨淋浴水流大熱水夠熱很舒服,0.0,1.0,0.0,0.0,0.0,"房間(Nc),設施(Na),新穎(VH),裝潢(Na),簡潔(VH),衛浴(Na),廁所(Nc),很(Dfa),大(VH),間(Na),乾淨(VH),淋浴(VA),水流(Na),大(VH),熱水(Na),夠(Dfa),熱(VHC),很(Dfa),舒服(VH)","房間(Nc),設施(Na),新穎(VH),裝潢(Na),簡潔(VH),衛浴(Na),廁所(Nc),很(Dfa),大(VH),間(Na),乾淨(VH),淋浴(VA),水流(Na),大(VH),熱水(Na),夠(Dfa),熱(VHC),很(Dfa),舒服(VH)","房間(Nc),設施(Na),裝潢(Na),衛浴(Na),廁所(Nc),間(Na),水流(Na),熱水(Na)"
停車要付費且要開往後面的停車場再走回旅店早餐採餐盒式三明治,1.0,1.0,0.0,0.0,1.0,"停車(VA),要(D),付費(VA),且(Cbb),要(D),開(VC),往(P),後面(Ncd),的(DE),停車場(Nc),再(D),走回(VCL),旅店(Nc),早餐(Na),採(VC),餐盒式(A),三明治(Na)","停車(VA),付費(VA),開(VC),後面(Ncd),停車場(Nc),再(D),走回(VCL),旅店(Nc),早餐(Na),採(VC),餐盒式(A),三明治(Na)","後面(Ncd),停車場(Nc),旅店(Nc),早餐(Na),三明治(Na)"
房間和浴室寬敞乾淨地點方便沐浴用品好用吹風機也不燒頭髮CP值非常不錯,1.0,1.0,1.0,1.0,0.0,"房間(Nc),和(Caa),浴室(Nc),寬敞(VH),乾淨(VH),地點(Na),方便(VH),沐浴(VA),用品(Na),好用(VH),吹風機(Na),也(D),不(D),燒(VC),頭髮(Na),CP值(Na),非常(Dfa),不錯(VH)","房間(Nc),浴室(Nc),寬敞(VH),乾淨(VH),地點(Na),方便(VH),沐浴(VA),用品(Na),好用(VH),吹風機(Na),不(D),燒(VC),頭髮(Na),CP值(Na),非常(Dfa),不錯(VH)","房間(Nc),浴室(Nc),地點(Na),用品(Na),吹風機(Na),頭髮(Na),CP值(Na)"
精品商務旅館旅人的家充滿心意及設計的地方港墘文德捷運站中間交通方便,0.0,1.0,1.0,0.0,0.0,"精品(Na),商務(Na),旅館(Nc),旅人(Na),的(DE),家(Nc),充滿(VJ),心意(Na),及(Caa),設計(Na),的(DE),地方(Na),港墘(Nc),文德(Nb),捷運站(Nc),中間(Ncd),交通(Na),方便(VH)","精品(Na),商務(Na),旅館(Nc),旅人(Na),家(Nc),充滿(VJ),心意(Na),設計(Na),地方(Na),港墘(Nc),文德(Nb),捷運站(Nc),中間(Ncd),交通(Na),方便(VH)","精品(Na),商務(Na),旅館(Nc),旅人(Na),家(Nc),心意(Na),設計(Na),地方(Na),港墘(Nc),文德(Nb),捷運站(Nc),中間(Ncd),交通(Na)"
新開幕房型空間大床枕棉被好睡早餐吧簡潔熟食種類略少,0.0,1.0,0.0,0.0,1.0,"新開幕(VH),房型(Na),空間(Na),大(VH),床(Na),枕(VC),棉被(Na),好(VH),睡(VA),早餐吧(Na),簡潔(VH),熟食(Na),種類(Na),略(D),少(VH)","新開幕(VH),房型(Na),空間(Na),大(VH),床(Na),枕(VC),棉被(Na),好(VH),睡(VA),早餐吧(Na),簡潔(VH),熟食(Na),種類(Na),略(D),少(VH)","房型(Na),空間(Na),床(Na),棉被(Na),早餐吧(Na),熟食(Na),種類(Na)"
很棒的住宿房間裡的浴室格局很讚吹風機是用過最好用的裝潢美,0.0,1.0,0.0,0.0,0.0,"很(Dfa),棒(VH),的(DE),住宿(VA),房間(Nc),裡(Ncd),的(DE),浴室(Nc),格局(Na),很(Dfa),讚(VH),吹風機(Na),是(SHI),用(VC),過(Di),最(Dfa),好用(VH),的(DE),裝潢(Na),美(Na)","很(Dfa),棒(VH),住宿(VA),房間(Nc),裡(Ncd),浴室(Nc),格局(Na),很(Dfa),讚(VH),吹風機(Na),最(Dfa),好用(VH),裝潢(Na),美(Na)","房間(Nc),裡(Ncd),浴室(Nc),格局(Na),吹風機(Na),裝潢(Na),美(Na)"
服務好有人情味在房間可直接看到海景早餐豐富位置離海洋公園頗近,0.0,0.0,1.0,0.0,1.0,"服務(VC),好(Dfa),有(V_2),人情味(Na),在(P),房間(Nc),可(D),直接(VH),看到(VE),海景(Na),早餐(Na),豐富(VHC),位置(Na),離(P),海洋(Na),公園(Nc),頗(Dfa),近(VH)","服務(VC),好(Dfa),人情味(Na),房間(Nc),直接(VH),看到(VE),海景(Na),早餐(Na),豐富(VHC),位置(Na),海洋(Na),公園(Nc),頗(Dfa),近(VH)","人情味(Na),房間(Nc),海景(Na),早餐(Na),位置(Na),海洋(Na),公園(Nc)"
有乾濕分離但吹風機較陽春如果是長頭髮的女生建議還是帶自己的吹風機,0.0,1.0,0.0,0.0,0.0,"有(V_2),乾(VH),濕(VH),分離(VHC),但(Cbb),吹風機(Na),較(Dfa),陽春(VH),如果(Cbb),是(SHI),長(VH),頭髮(Na),的(DE),女生(Na),建議(VE),還是(D),帶(VC),自己(Nh),的(DE),吹風機(Na)","乾(VH),濕(VH),分離(VHC),吹風機(Na),陽春(VH),長(VH),頭髮(Na),女生(Na),建議(VE),帶(VC),吹風機(Na)","吹風機(Na),頭髮(Na),女生(Na),吹風機(Na)"
老闆娘客氣健談房間大早餐豐盛兩人房廁所有排風設備會更理想,0.0,1.0,0.0,0.0,1.0,"老闆娘(Na),客氣(VH),健談(VH),房間(Nc),大早餐(Na),豐盛(VH),兩(Neu),人(Na),房(Na),廁所(Nc),有(V_2),排風(VA),設備(Na),會(D),更(D),理想(VH)","老闆娘(Na),客氣(VH),健談(VH),房間(Nc),大早餐(Na),豐盛(VH),兩(Neu),人(Na),房(Na),廁所(Nc),排風(VA),設備(Na),會(D),更(D),理想(VH)","老闆娘(Na),房間(Nc),大早餐(Na),兩(Neu),人(Na),房(Na),廁所(Nc),設備(Na)"
親子設施很不錯附近景點很多令人放鬆的環境,0.0,1.0,1.0,0.0,0.0,"親子(Na),設施(Na),很(Dfa),不錯(VH),附近(Nc),景點(Na),很多(Neqa),令(VL),人(Na),放鬆(VHC),的(DE),環境(Na)","親子(Na),設施(Na),很(Dfa),不錯(VH),附近(Nc),景點(Na),很多(Neqa),令(VL),人(Na),放鬆(VHC),環境(Na)","親子(Na),設施(Na),附近(Nc),景點(Na),很多(Neqa),人(Na),環境(Na)"
房子很美整個空間很舒服全家都住的很開心服務也很好推推推,0.0,1.0,0.0,0.0,0.0,"房子(Na),很(Dfa),美(VH),整(Neqa),個(Nf),空間(Na),很(Dfa),舒服(VH),全(Neqa),家(Nc),都(D),住(VCL),的(DE),很(Dfa),開心(VH),服務(VC),也(D),很(Dfa),好(VH),推(VC),推(VC),推(VC)","房子(Na),很(Dfa),美(VH),整(Neqa),空間(Na),很(Dfa),舒服(VH),全(Neqa),家(Nc),都(D),住(VCL),很(Dfa),開心(VH),服務(VC),很(Dfa),好(VH),推(VC),推(VC),推(VC)","房子(Na),整(Neqa),空間(Na),全(Neqa),家(Nc)"
空氣清新景色宜人遠離城市喧囂享受大自然寧靜適合放鬆度假,0.0,1.0,1.0,0.0,0.0,"空氣(Na),清新(VH),景色(Na),宜人(VH),遠離(VCL),城市(Nc),喧囂(VA),享受(VJ),大自然(Nc),寧靜(VH),適合(VH),放鬆(VHC),度假(VA)","空氣(Na),清新(VH),景色(Na),宜人(VH),遠離(VCL),城市(Nc),喧囂(VA),享受(VJ),大自然(Nc),寧靜(VH),適合(VH),放鬆(VHC),度假(VA)","空氣(Na),景色(Na),城市(Nc),大自然(Nc)"
稍偏遠但環境清幽房間大且設備齊全早餐以民宿來說相當豐富,0.0,1.0,1.0,0.0,1.0,"稍(D),偏遠(VH),但(Cbb),環境(Na),清幽(VH),房間(Nc),大(VH),且(Caa),設備(Na),齊全(VH),早餐(Na),以(P),民宿(Nc),來(D),說(VE),相當(Dfa),豐富(VHC)","稍(D),偏遠(VH),環境(Na),清幽(VH),房間(Nc),大(VH),設備(Na),齊全(VH),早餐(Na),民宿(Nc),說(VE),相當(Dfa),豐富(VHC)","環境(Na),房間(Nc),設備(Na),早餐(Na),民宿(Nc)"
三樓的四人房很大有獨立客廳風景很好早餐是用早餐籃裝可以提回房享用,0.0,1.0,1.0,0.0,1.0,"三樓(Nc),的(DE),四(Neu),人(Na),房(Na),很(Dfa),大(VH),有(V_2),獨立(VH),客廳(Nc),風景(Na),很(Dfa),好(VH),早餐(Na),是(SHI),用(P),早餐籃(Na),裝(VC),可以(D),提回(VC),房(Na),享用(VC)","三樓(Nc),四(Neu),人(Na),房(Na),很(Dfa),大(VH),獨立(VH),客廳(Nc),風景(Na),很(Dfa),好(VH),早餐(Na),早餐籃(Na),裝(VC),提回(VC),房(Na),享用(VC)","三樓(Nc),四(Neu),人(Na),房(Na),客廳(Nc),風景(Na),早餐(Na),早餐籃(Na),房(Na)"
輕鬆自在老闆客氣環境乾淨地中海希臘風格,0.0,1.0,0.0,1.0,1.0,"輕鬆(VH),自在(VH),老闆(Na),客氣(VH),環境(Na),乾淨(VH),地中海(Nc),希臘(Nc),風格(Na)","輕鬆(VH),自在(VH),老闆(Na),客氣(VH),環境(Na),乾淨(VH),地中海(Nc),希臘(Nc),風格(Na)","老闆(Na),環境(Na),地中海(Nc),希臘(Nc),風格(Na)"
洗衣機一樓還有專區介紹基隆在地文化品牌和產品可以得到最在地的資訊,0.0,1.0,0.0,0.0,0.0,"洗衣機(Na),一樓(Nc),還(D),有(V_2),專區(Nc),介紹(VE),基隆(Nc),在地(A),文化(Na),品牌(Na),和(Caa),產品(Na),可以(D),得到(VJ),最(Dfa),在地(P),的(DE),資訊(Na)","洗衣機(Na),一樓(Nc),還(D),專區(Nc),介紹(VE),基隆(Nc),在地(A),文化(Na),品牌(Na),產品(Na),得到(VJ),最(Dfa),在地(P),資訊(Na)","洗衣機(Na),一樓(Nc),專區(Nc),基隆(Nc),文化(Na),品牌(Na),產品(Na),資訊(Na)"
