label,filtered_noun
0.0,房間 效果 好 設施 乾淨 下 次 機會 造訪
0.0,泡 杯 咖啡 茶 悠閒 一下 書籍 雜誌 頂樓 兒童 遊戲室 健身室
1.0,地點 位置 不錯 在 北車 附近 走路 房間 小 些 櫃台 服務 親切
0.0,簡單 小孩 遊戲區 免費 糖果 餅乾 飲料 貼心
0.0,餐點 部分 感受到 用心 製作 料理 份量 菜色 實惠
0.0,食材 新鮮 重 口味 油膩 好吃 竹筍包 好吃 小孩 吵 外帶 冷凍 回家 吃
0.0,無 菜單 料理 老闆 好 豪氣 大方 份量 足夠 打包 自製 樹薯包 回 民宿 宵夜
0.0,棒 草皮 浴室 廁所 設備 完善 環境 棒
0.0,舒服 乾淨 漂亮 露營區
0.0,浴缸 環境 不錯 孩子 喜歡 早餐 菜 好幾 樣 辣 孩子 吃 辣
1.0,交通 方便 外面 第一 飯店 位於 巷弄 公園 旁邊
0.0,鬼屋 照片 不符 廁所 衛生
0.0,礁溪 地區 特色 民宿 德國 先生 台灣 老婆人 親切 菜色 衛生 房間 特色
0.0,德國 豬腳 印象 建議 住宿 預訂 晚餐 嚐嚐 德裔 主廚 老闆 好 手藝
0.0,適合 放鬆 心情 享受 美食 地方 主人 用心 佈置 感受 品質 地方
1.0,房間 棒 在 東海 商圈 裡頭 隔壁 住 女生 熱情 吵 之外 好
0.0,老闆 用心 貼心 準備 水果 零食 飲料 房間數 乾淨 下 次 想 回訪 民宿
0.0,老闆 人 親切 熱情 招待 機會 宜蘭 想 住
0.0,乾淨 舒適 床 雙人床 睡 人 問題
0.0,房間 乾淨 舒適 好 服務 人員 態度 專業 餐廳 整體 規劃 良好 早餐 內容 豐富
0.0,1F 迎賓 大廳 桌面 導覽 地圖 旁邊 沙發區 提供 24H 免費 咖啡
1.0,櫃檯 人員 親切 附近 廟東 夜市 美食 騎 腳踏車 棒 飯店
0.0,民宿 老闆娘 熱情 環境 清幽 房間 舒適 小小 貓 互動 良好 小 狗 斑斑 照顧 旅客
0.0,早餐 簡單 南瓜粥 配上 青菜 鹹 饅頭 簡單 美味
0.0,小朋友 愛 民宿 狗狗 貓咪 棒 地方
0.0,舒適 環境 民宿 主人 親切 附 早餐 豐富 好吃
0.0,老闆娘 人 美心 美 服務 周到
0.0,老闆 老闆娘 親切 熱情 裝潢 溫馨 推薦
0.0,主人 細語 態度 親切 房間 裡 電視 冷氣 矮桌 坐椅 衣架 設施 臥鋪 舒適
1.0,人情味 老闆 富有 新意 設計感 裝潢 舒服 離 車站 滿意
1.0,民宿 位置 靠近 火車站 難 找 進 民宿 覺得 美 花牆 適合 打卡
0.0,房子 舊 房間 空間 算 平價 當天 入住 人 張 雙人床 棒
1.0,老闆娘 親切 有禮 地點 算 不錯 路 小 條 含 停車位 一樓 房間 濕氣 重
1.0,交通 停車 方便 離 夜市 巷弄 安靜 價格 實惠 住 10 次
0.0,禁菸房 菸味 房間 設備 偏 舊 停車場 位置 需要 留 鑰匙 館方 移車
1.0,停車 方便 夜市 旁邊 覓食 容易 早餐 簡單 電視 頻道 Good TV
0.0,爆炸 爛 晚上 11點 聽到 大人 孩子 喧嘩聲
1.0,景觀 美 房間 舒適 寬敞 裝潢 美 服務 佳 早餐 美味 推
0.0,飯店 業者 翻新 棒 汽車 旅館 便宜 台北市 飯店 便宜 空間
1.0,夜景 美 氣氛 好 浴室 電視 特殊 設備
0.0,寢具 家具 歷史 早餐 地瓜粥 鍋 配 豆腐乳 算 接受
0.0,棒 住宿 體驗 感謝 老闆 招待 金山 地瓜 地瓜葉 空間 大人 小孩 開心 放鬆
0.0,溫馨 適合 全 家 團體 旅游 好 去處 自然 溫泉 露天 仰望 星空 景觀台
1.0,好 山 好 水 地方 民宿 主人 工作 人員 服務 一級棒 值得 造訪
0.0,請 響導 栗松 溫泉 全 台 美 野溪 注意 房間 wifi
0.0,環境 清淨 設備 齊全 住宿 旅館
0.0,房間 乾淨 廁所 乾淨 高
0.0,環境 乾淨 東西 好 下酒
0.0,差 吵雜聲 便宜
1.0,房間 環境 價位 地點 交通 方便度 好 適合 想 在 台北 都市 泡湯 住宿 人
1.0,飯店 新 設備 好 工作 人員 態度 親切 服務 好 南京 復興站 推薦給
1.0,在 大台北 市區 時間 久 房間 棒 溫泉 湯屋 棒 價格 美麗
0.0,房間 價格 親民 老闆 親切 飲料 好喝 主動 幫忙 美好 感受
1.0,次 入住 乾淨 簡約 地方 交通 方便 老闆 人 好
0.0,透過 家人 介紹 第一 次 入住 晚 民宿 老闆 客氣
0.0,鐵捲門 遺失 房客 資料 打電話 房間 問 覺得 指導 人 負 責任
1.0,下樓 逛 夜市 房間 安靜 床 睡 舒服 浴室 浴缸 早餐 多樣 牛奶
1.0,飯店 樓下 逢甲 夜市 位置 超棒 自助式 早餐 菜色
0.0,櫃檯 人員 服務 好 態度 親切 大廳 冷氣 涼 看到 櫃檯員 吹 電風扇 心疼
1.0,面對 伯朗大道 田園 山嵐 風景 超美 房間 理想 服務 親切
0.0,老闆 熱情 老闆娘 料理 手藝 讚 環境 幽美 家 感覺
0.0,房東 媽媽 友善 熱情 準備 豐盛 美味 早餐 問題 熱心 回答 介紹
1.0,咖啡 吧台 漂亮 住 樓中樓 棒 外面 陽台 景色 棒 推薦
0.0,房務 做 棒 房間 戶外 浴缸 現場 DIY 午 茶 服務 雅致 飯店
0.0,服務 品質 好 安排 彩繪 烤 餅乾 付費 活動 小孩 無聊 晚餐 合菜 好吃
1.0,對面 金台灣 山莊 中餐廳 不錯 吃 價格 合理 桌 菜 適合 親子 家庭 旅遊
1.0,房子 乾淨 舒服 民宿 外面 漂亮 風景 老闆 闆娘 服務 棒
0.0,包木屋 舒服 提供 早餐 建議 東河 買 包子 吃
1.0,環境 乾淨 舒適 美麗 整潔 花園 無敵 海景 熱情 管家 住 最 好 民宿
0.0,連續 假期 入住 民宿 親切 女 主人 豐盛 早餐 溫馨 假期
0.0,目前 在 營業
0.0,主題 套房 美女 蘇 小姐 精心 設計到 台南 干淨 舒適
0.0,枕頭 床 軟 超 好 睡 冷氣 好 吹 涼 北下 台南 玩 住 環境 品質 重要
1.0,看到 運河景 晚上 道路聲 差 環境衛生
0.0,12點半 5點半 中班 裡面 服務 好 天 小菜 吃 水果 棒
1.0,台中 景點 小吃 夜市 不錯 旅館 推推
0.0,賓館 樓上 KTV 差 噪音 擾 人 房 設施 老舊 鏡子 浴缸 破損
1.0,火鍋 不錯 吃 老闆 冷 泡茶 味道 棒 觀景台 看出去 視野 棒
0.0,平日 早餐 吐司 夾 果醬 咖啡 房 間 差
1.0,老K 民宿 餐廳 後方 走 分鐘 景觀台 景觀 美 值得 散步 走走
0.0,房間 乾淨 明亮 衛浴 設備 用品 齊備 樓下 櫃檯 人 備有 茶包 泡麵 舒服
1.0,地方 不錯 價位 旅社 接近 品質 覺得 飯店 好 老闆 用心
1.0,環島 颱風 住 天 民宿 幫忙 照顧 餐 房間 新淨 購物 用餐 方便
1.0,熱情 可愛 老闆 房間 環境 乾淨 舒服 離 夜市 知名 小吃 宜蘭 住
0.0,整潔 舒適 電梯 浴缸 室 桌子 小 門 重 好 接受
0.0,乾淨 民宿 推薦 愛 乾淨 遊客 前往
0.0,房間 超棒 浴室 機會
0.0,喜歡 家 冰箱 適合 小朋友 住 二樓 三樓 小朋友 遊戲室
1.0,林默娘 公園 安平 老街 德陽 軍艦 適合 家庭 朋友 包 棟
0.0,服務 人員 客氣 浴缸 流出來 水 些 沙子 房間 小 蟑螂 早餐 普通 下 次 住
0.0,地方 黏黏 客人 吃 東西 滴下來 湯汁 早餐 套餐 不錯 吃
0.0,櫃臺 小姐 服務 態度 差 問 剩 人 房 解釋 不清不楚 爛
0.0,老闆 超好 熱心 高 cp值 質感 超棒 房間 電梯 民宿 台東市 住 間 後悔
1.0,空間 乾淨 明亮 老闆娘 親切 腳踏車 離 全 家 不到 100 m 早餐 好吃
0.0,主動 告知 房 遺落 物品 予 旅客 喇叭 東西 寄送
0.0,朋友 聚會 玩樂 好 地方 空間 舒適 打麻將 唱歌 烤 肉 吵到
0.0,房間 裡 浴缸 熱水 熱 跟本 沒辦法 泡澡 浪費 美 浴缸
1.0,高雅 寬敞 舒適 自在 飯店 服務 細心 位置 在 田 間
1.0,服務 好 價格 實惠 人房 寬敞 明亮 早餐 送 麥當勞 餐卷 宜蘭 夜市 方便
0.0,大廳 香氣 浴室 陽台 格出來 空間 房間 地板 襪子 踩上去 腳底 黑
0.0,錢 遊客 客氣 幫忙 開門 關門 勒 東西 雙手 奉上 阿學生 東西 甩 桌
1.0,服務 空間 味道 尚可 早餐 簡便 價錢 合理 地點 好 找 在 夜市 隔壁
0.0,房間 整 晚 廁所 化糞池 屎味 古董 電視機 調 冷氣 30 年 前 旅社
0.0,房客 喧嘩 吵雜 深夜 中央 空調 直接 排 煙味 躺 床 全 身 癢 2250 商務 人 房 品質
0.0,房間 乾淨 早餐 咖啡 醬菜 魯肉飯 稀飯 青菜 冷氣浴 ok
1.0,飯店 距離 員林 車站 櫃檯 服務 人員 親切 高物 超所值
0.0,果醬 飲料 牛奶 柳橙 咖啡 簡單 早餐 房價 親民 下 次 機會 想 入住
0.0,櫃檯 人員 親切 熱情 房間 設備 齊全 高 床 好 睡 間 入住 汽車 旅館
0.0,空間 價格 公道 服務 人員 禮貌 可惜 煙味 重 房客 問題
0.0,下雨天 窗戶 牆壁 滲水 進 房 大部分 硬體 設施 老舊 冷氣 涼
1.0,Cp值 高 民宿 離 車站
0.0,新 房子 乾淨 整齊 價格 優惠
0.0,乾淨 舒適 早餐 提供 麵飯粥 包子 消夜 提供 24 小時 茶點 咖啡 蛋糕
0.0,好 提供 宵夜券 罪惡 擔仔麵 燙 豆花 涼麵 肉包 水果
0.0,服務 好 洗衣 餐點 不錯 茶包 種類 房間 乾淨 馬桶 台南 第一 選擇
0.0,位於 澎湖 柔道 國家級 教練 旅遊 累 時 老闆 王 老師 在 推拿
0.0,老闆 推銷 包車 貴 學生 肥 羊 好 蓮蓬頭 水量 小
0.0,老闆 人 好 人情味 推薦 當地 美食 人 阿莎力
1.0,離 捷運站 遠 附近 全聯 市場 宵夜 方便 環境 整潔 舒適
1.0,晚上 餓 附近 便利商店 滷味 鹹酥雞 買 方便
1.0,乾淨 舒適 睡 安心 位於 永和 美食 喜歡 靠近 車站 旅客 考慮 一下
0.0,不錯 cp值 高 房間 乾淨 服務 人員 親切 問題 幫忙 下 次 台北 在來
0.0,箱 行李 兩 小孩 在 街頭 流浪 臨時 尋覓 住宿 地點
0.0,環境 舒適 乾淨 整潔 隔音窗 室 不佳 聽 走廊 講話 聲音
0.0,櫃檯 親切 房間 氣氛 好 床 乾淨 舒適 早餐 麥當勞
0.0,漂亮 第一 次 棒 房間 室外池 ktv 房
0.0,乾淨 無 瑣碎 風格 體驗 建築 形式 房間 簡約 舒適 管家 做 早餐 好吃
0.0,建築 放鬆 心情 簡單 生活 好 地方
0.0,花蓮 公東 教堂
1.0,房間 乾淨 服務 親切 洗衣 免費 停車場 捷運站 洗衣 等待 區 咖啡 免費 推薦
0.0,服務 好 裝潢 好 好 樓下 停車位 有限 wifi 慢 爆 中華 訊號 差
0.0,經濟 實惠 旅店 乾淨 舒適 早餐 菜色 適合 台灣人 水果 蔬菜量 足 值得 推薦
1.0,位置 在 馬亨亨 大道 離 台東 公園 好找 離 市區 算 騎車 停車 方便
0.0,人 房 床 旁邊 突出 兩 木板 腳 容易 撞到 浴室 漱口杯 馬克杯 麻煩
0.0,裝潢 住 算 舒適 老闆娘 人 和善 早餐 咖啡 好喝 熱水澡 過癮
1.0,距離 恆春 老街 走路 分鐘 到達 房間 乾淨 重點 電梯
0.0,老闆 人 好 客氣 環境 乾淨 平價 下 次 機會
0.0,貼心 桌上鏡 女生 化妝 保養 方便
0.0,阿姨 熱情 照顧 客人 回家 放鬆 推薦
0.0,環境 清悠 房間 乾淨 舒適 老闆 親切 家人 值得 推
1.0,第一 次 金門 玩 房間 乾淨 不錯 阿姨 健談 田園 風景 舒服 想
1.0,老闆 老闆娘 為人 和善好客 房間 乾淨 舒適 茶園 美 人 放鬆 茶 棒 值得 推薦
0.0,舒服 裝飾 環境 回 阿公 阿嬤 家 感覺 早餐 豐盛 好吃
0.0,老闆 親切 人 住 人 房 收錢 ps 可愛 貓咪
0.0,藥膳 湯頭 讚 泰式 椒麻雞 不錯 肉醬 義大利麵 夭壽 難吃醬 超 水 甜點 棒
0.0,餐點 不錯 餐廳 蚊子 服務 人員 電扇 幫忙 服務 態度 好
1.0,景觀 民宿 飲料 不錯 在地人 推薦 熱心 機車 接送
0.0,環境 超 好 房間 喜歡 早餐 麵包 自製 蔬菜 水果 當地 季 超讚
1.0,床 睡 舒服 窗戶 眺望 美景 老闆 親切 熱心 適合 家庭 出遊 民宿 地點
0.0,舒適 空間 溫暖 藝術 氣息 和藹 民宿 主人 推薦 入住
0.0,價格 公道 環島 時 住 人 便宜 服務 不錯 推薦 背包客 前往
0.0,不錯 地方 在 懇丁 中心 設備 不錯 房間 乾淨 價格 貼心 推
1.0,位置 墾丁 大街 方便 對面 海邊 走過去 分鐘
0.0,貼心 無意 中 發現 基督徒 開 店 馬祖 旅 住 最 好 民宿 值得 推薦
1.0,在 市區 中心 棒 乾淨 舒適 老闆娘 親切
0.0,房間 乾凈 服務 專業
0.0,房間 乾淨 冷氣 設備 吵 設施 晚餐 早餐 不錯 種類 齊全 機會
1.0,港 景房 景色 美 大港橋 特區 高雄 音樂 中心
0.0,浴缸 健身房 三溫暖 游泳池 迎賓 水果 礦泉水 小 瓶 可樂 雪碧
0.0,隱藏 在 住家 裡面 咖啡館 落地 玻璃 外頭 風景 放鬆 飲料 食物 用心
0.0,店 使用 馬克杯 動物 造型 可愛 特色 氣氛 悠閒 高美 濕地 遊玩 後 坐坐
0.0,裝潢 精美 餐點 精緻 價位 民宿 主人 熱情 用心 推薦 附近 景點 交通 方式
1.0,房間 舒適 床 舒服 推薦 一家人 遊玩 住宿 地點 離 夜市
0.0,收 600 元 清潔費 合作 停車場 300 元 無限 次 進出 家庭房 客廳 空間
0.0,冷氣 略顯 老舊 鋪 離 天花板 老闆娘 熱情 服務 態度 好 推薦 小朋友 家庭
0.0,無 菜單 料理 吃到 野菜 特色 食材 老闆 醃製 鳳梨 豆腐乳 好吃
0.0,停車場 停車 方便 小菜 料理 自種 自製 烹調 菜色 道道 美味 價格 適中 推薦
0.0,奶奶 聚餐 好 地方 餐點 清爽 適合 夏天 吃 最後 甜點 特色 炒米粉 好吃
0.0,熱水 電視 爛 早餐 成功嶺 優點 房間
0.0,家 櫃台 小姐 態度 妳 種 差勁 態度 客人 想 妳 小費
0.0,房間 髒亂 灰塵 菸味 冷氣 冷 浴室 毛巾 兩 條 早餐 自助式 菜
0.0,房間 不錯 價格 露天 浴缸 感覺 舒服 空間 下 次 在
1.0,優點 浴室 乾 濕 分離 設計 棒 喜歡 汽泡 水機 旅館 地點 讚
0.0,大廳 感覺 有別於 飯店 呆板 偏向 夜店 風格 活潑 房間 偏 小 好
0.0,早餐 清 粥 小菜 煮 油麵 沙拉 水果 優格
0.0,睡眠 品質 高 床 枕頭 軟硬 適中 民宿 主人 親切 熱情 行程 建議 推薦
0.0,老闆 熱心 客人 家人 介紹 景點 房間 乾淨 Cp值 爆表
1.0,離 火車站 停車 方便 附近 711 全家 飲料店 阿亮 雞排 重點 老闆 人 好
0.0,Cp值 高 14樓 辦理 住宿 咖啡 好喝 浴室 明亮 效果 不佳 床 好 睡
1.0,值得 回訪 服務 好 位置 好 設備 乾淨 歐舒丹 盥洗 用品 台北 街道 夜景
1.0,位在 繁華 商圈 房間 乾淨 整潔 櫃檯 人員 親切 附 早餐 送到 房 棒 商旅 入住
1.0,需求 恐 需 久侯 地點 便利 步行 台北 車站 西門 商圈 算是 經濟 住宿 選項
0.0,房間 獨立 衛浴 設備 空間 超棒
0.0,現場 服務 人員 親切 友善 交誼 大廳 太空艙 膠囊房 舒適 特色
0.0,房間 小 環境 乾淨 價格 親民 習慣 雙人床 小
0.0,老闆 體貼 親切 美味 早餐 吃 推薦
0.0,平價 老闆娘 親切 床單 乾淨 身體 癢
0.0,專業型 開飲機 小 陽台 曬 一下 衣服 隔天 乾老闆 親切 優 民宿 推
1.0,房間 舒適 床 好 睡 在 鬧區 摩托車 噪音 少 覺 好 眠
0.0,家 窩旅 提供 交誼廳 空間 消除 沉默 打開 心 分享 旅遊 經驗 美食 分享
0.0,廚房 提供 餅乾 飲料 買 全 家 買
1.0,離 車站 客運站 機會 想 回住
1.0,離 車站 房間 訂放 人 接洽 主題 民宿 推薦 洽公 背包客 住宿
0.0,人 房 空間 床埔 整體 乾淨 舒適
0.0,價格 公道 背包客 民宿 老闆 客氣 旁邊 機車 代步 工具 租
1.0,烤肉區 沙坑 山景 棒 老闆 老闆娘 人 親切 5星級
0.0,老闆 親切 晚餐 早餐 豐盛 房間 冷暖器 床 舒適 贊
1.0,老闆 親切 住宿 環境 乾淨 俯瞰 三義 地區 適合 小 旅行 住宿 地點
1.0,簡單 舒適 附 高速 電腦 租 車子 靠近 東林 鬧區 方便 舒適
0.0,民宿 豪華 配備 齊全 大廳 寬敞 明亮 設有 理髮 部門 門口 備有 單車 免費 租乘
0.0,住 貨櫃 改成 房屋 人 位 吊 衣服 衣架 熱 開水
1.0,日本 膠囊 旅館 距離 捷運站
0.0,房間 乾淨 整潔 全 家 出遊 住宿 棟 方便 車位 找 一下
0.0,不錯 地方 裝潢 美
0.0,墾丁 旅遊 時 人數 夠多 建議 處 包 棟
0.0,蚊子 蛋 店家 貼心 準備 電蚊拍 旅客 做做 運動
0.0,環境 乾淨 宵夜 早餐 提供 房間 好 整 晚 聽到 隔壁 音樂 動 滋 動 滋 聲音
0.0,建議 女湯 淋浴 上方 加置 毛巾 置物 架子 卡片 擦乾用 浴巾 濕
1.0,地理 位置 好 交通 方便 環境 乾淨 浴室 水柱 強 按摩 效果 服務 人員 服務 好
0.0,好 早餐 粥 小菜 咖啡 飲料 土司 種 醬
0.0,晚班 小姐 服務 態度 惡劣 價格 說 房間 髒 灰塵
1.0,火車站 面 聲音 觀察 火車 車站 生態
0.0,設施 不錯 泡麵 點心 咖啡 茶包 吹風機 床 軟
1.0,位於 北海岸 風景區 暑假 孩子 出遊 棒 住宿 地點
0.0,夜班 櫃檯 專業 解說 用心 耐心 介紹 環境 乾淨
1.0,地點 離 花蓮 市中心 段 距離 乾淨 設計感 十足 老板 人 好 訂 溯 溪
0.0,連假 臨時 找到 民宿 整體 乾淨 新 寵物 友善 水溫 穩定 超高
1.0,大樓 裡 套房 預期 落差 一點 室 牆壁 塗鴉 海邊 風格 不錯 陽台 高層樓 視野 美
0.0,豪華 人 房 一千 洗衣機 冰箱 浴缸 泡 物美價廉
0.0,環境 舒適 房間 感覺 溫暖 家 下 次
1.0,距離 羅東 夜市 停車 地方 遠 房間 舒適 早餐 吃 外面 咖啡廳
1.0,住 舒適 地點 棒 門口 弱 一些 房客 問題
0.0,附近 紅線 停 機車 擔心 拖吊 顆 星 原因
0.0,房間 華麗 裝潢 設施 暖暖 人情味 整體 住宿 品質 不錯
0.0,洗澡 洗 一半 熱水 房間 差 浴室 盥洗 備品 房間 礦泉水 糟透
0.0,老闆娘 熱情 早餐 好吃 北竿 首推 飯店
0.0,老闆 親切 友善 房間 舒適 漂亮 屬於 特色 二樓 提供 小 茶點
0.0,早餐 普通 床 感覺 塌陷 建議 換新 床墊
0.0,老闆 親切 有禮 民宿 內部 裝潢 新 乾淨 免費 點心 好吃 謝謝 老闆 招待
0.0,早餐 麥當當 選擇 房間 乾淨 寬敞 床 家大版 輕 旅行 好 選擇
0.0,浴缸 全 推給 人員 說 新人 清楚 搞錯 房型 態度 好
0.0,房間 螞蟻 洗澡水 冷 熱 服務 好 設備 不行
0.0,全新 設備 全新 環境 片 綠 草地 外加 親切 名宿 女 主人 舒服 放鬆
1.0,房間 狀況 佳 露營 風景 好 離 老街 不遠
1.0,特色 質感 旅店 房間 餐點 優 戶外 樹林 美 幽靜
0.0,棒 民宿 家 感覺 服務 輸 飯店 文青風
0.0,環境 舒適 放鬆 房間 乾淨 早餐 養生 房間 效果 不佳
0.0,親子 房間 玩具 小孩 玩 戶外 電動車 玩沙池
0.0,服務 老闆娘 好客 喜歡 小朋友 動物 少數 真誠 歡迎 毛小孩 旅店
0.0,停車場 空間 沙坑 小 泳池 電動車 孩子 玩 開心 價錢 實在 老闆 熱情
0.0,單人床 舒服 整 房間 狀況 官網 照片 差別
0.0,房 提供 備品 水 垃圾袋 消毒 用品 用完 通知 飯店 補充
0.0,吃到 牛肉麵 鍋貼 滷肉飯 平價 美食 在 餐食 滿足
1.0,房型 設施 舊 離 海邊 抓 寄居蟹 螃蟹 小 魚 主人 待人 親切
1.0,離 海洋 生物館 民宿 主人 和善 牙刷 品質 好 人 房 適合 家庭 住 貓咪
0.0,房間 乾淨 床 舒適 老闆 老闆娘 愛心 早餐 好吃
0.0,整體 住宿 cp值 不錯 早餐 簡約 蛋餅 吐司 老闆 服務 熱心 親切
1.0,享受 走路 分鐘 海灘 感覺 優閒 氣氛 地方 老闆 人 隨興 感覺
0.0,店主 親切 大方 房間 乾淨 明亮 衝浪 歇腳 休息 好 所在
1.0,老闆 熱心 親切 溫馨 熱情 衝浪屋 海 放鬆 舒適 好 地方
1.0,一樓 餐廳 服務員 健談 幽默 甜點 好吃 住宿 品質 好 陽台 望出去 景色 美
1.0,風景 位置 整體 規劃 一流 建築 房間 設施 歲月 痕跡 絲毫 減損 住宿 舒適性
1.0,飯店 停車位 停車 免費 間 客房 落地窗 湖景 街景 景觀 不錯
1.0,房間 動線 規劃 有待 改善 適合 夜宿 泡 浴缸 溫泉 晚上 缺少 景點 逛
1.0,老闆 熱情 房間 看出去 景色 好 好 棒
1.0,地點 便利 在 嶺頂 公園 對面 停車 公車 方便
0.0,美 五星級 飯店 裝潢 設備 一流 早餐 豐盛 好吃 完美 無瑕 讚
0.0,等級 民宿 床 舒服 電視 廁所 乾淨 提供 幫 租 機車 選 車 服務
0.0,環境 好 氣氛 超優 老闆 樂 推薦 旅店
0.0,早餐 好吃 老闆 親切 老闆娘 漂亮 毛小孩 天堂 大人 渡假 聖地 寵物 推推
0.0,家 裡 毛小孩 舒適 環境 自由自在 父母親 放鬆 好 地方
0.0,老闆人 健談 咖啡 泡麵 限量 供應
1.0,老闆 人 好 房間 不錯 cp值 高離 高跟鞋 教堂 不遠 推
1.0,老闆 親切 環境 乾淨 停車 容易 距離 彩繪 牆 距離 高跟鞋 走 分鐘 路
0.0,空間 寬敞 環境 舒適 老闆娘 熱心 價格 便宜 顆 星
0.0,浴室 打掃 乾淨 明亮 民宿 主人 親切 早餐 用心 謝謝 推薦
0.0,雞肉 升級 活動 氣氛 老少 有事 忙 釣魚
1.0,山明水秀 重回 純真 年代 感覺
0.0,老闆 親切 冰箱 飲料 濾掛 咖啡 吃 房間 狗狗 可愛 下 次 想
1.0,老闆 人 親切 回到 家 地方 偏遠 住宿 環境 好 蟻蟲
0.0,一樓 咖啡廳 住宿 享受 厚片 吐司 咖啡 飲品 蛋糕 下午茶 套餐
1.0,精緻 水果 品質 好 素 肉燥 煮 麵 澆 飯 好吃 高 樓層 風景 美 機會 想 入住
0.0,天母 地區 超棒 便宜 飯店 中餐 晚餐 辦桌 新鮮 好吃 乾淨 明亮 設施 齊全 好 旅館
1.0,海景 山海房 好 觀賞 九份 景色 房間 房價 中上 附贈 早餐 優秀
1.0,海景房 景 美 老闆 幫忙 找 停車位 缺點 在 老街 上方 爬 累
1.0,觀 景 棒 民宿 坐 在 窗 前 美景
0.0,餐飲 好吃 晚餐 早餐 自助餐 廉價 食材 吃 隔壁 全家 便利商店
0.0,房間 煙味 重 好 櫃檯 態度 友善
0.0,星 及格 浴室 乾淨 地板 穩定 熱水 馬桶 管線 漏水
1.0,在 永和 竹林路 鬧中取靜 方便 好 鄰居
0.0,老闆娘 介紹 螢火蟲 季節 期待 次 生態 旅
1.0,在 靠近 自然 環境 地方 些 小 動物 活動 痕跡 無可厚非
0.0,環境 佳 房間 乾淨 主人 用心 博學 多聞
0.0,老闆 親切 詳細 介紹 附近 景點 活動 住宿 設施 完善 良好 價格 公道
1.0,空間 冰箱 飲料 零食 貼心 設施 交通 便利 停車 方便 主人 親切
0.0,房間 衛浴 乾淨 四捨五入 小姐 有趣 櫃檯 人員 親切 花蓮 入住 棒 選擇
1.0,離 車站 公車站 走路 分鐘 附近 早餐店 餐廳 711 全聯
1.0,棒 地方 離 夜市 房間 溫馨 老闆 客氣 親切 閒聊 推推 推
0.0,停車場 室 乾淨 床 舒服 老闆 人 好 車 開進來 巷口 小 小心 行駛
1.0,在 一樓 客廳 缺點 在 巷弄 難找 停車 空間
1.0,距離 高雄 車站 捷運 交通 系統 10 分鐘 路程 住宿 方便 房價 實惠 旅店
0.0,環境 舒適 房間 整齊 乾淨 附 點心 早餐 棒 效果 好 整體 cp值 高
0.0,下午茶 夜點 鹹 甜包子 饅頭 茶葉 蛋白飯 肉燥 式 冷 熱 飲品 供 選擇
0.0,種來 遊玩 學生 照顧 幸運 老闆娘 結緣 間 棒 民宿 大推
0.0,老闆 人 好 房間 差 重 霉味 漏水
0.0,冷气 吵 早餐 聽 整 晚 車聲 差
0.0,豪華 房間 設備 佳 泳池 高爾夫 三溫暖 運動 中心 空中 花園 早餐 咖啡 苦焦 難 喝
1.0,環境 交通 服務 衛生 設施 建議 417 今早 味噌湯 口感 酸酸
1.0,面湖房 景觀 優美 房間 乾淨 舒適 住宿 送 隔壁 國賓 戲院 電影票 晚上 處
1.0,房間 舒適 乾淨 蔬食 早餐 菜色 佳 服務 好 地點 方便 停車場 棒 住宿 體驗
1.0,裝潢 精緻 服務 態度 不錯 離 漢神 巨蛋 百貨公司 瑞豐 夜市 推薦 景觀房
0.0,差 洗 版文 太多 一樓 餐廳 拉 桌椅 聲音 震撼 棟 飯店
0.0,沙發 人 房 寬敞 闆娘 人 客氣 可惜 房間 冰箱 冰 東西
0.0,爛 衛浴 設備 不足 樓中樓 房間 點 小 電視 畫質 好 被子 掉 毛
1.0,風景 好 服務 好 品質 優 推薦 家 民宿 值得 選擇 家
0.0,點心 棒 夜晚 隔壁 KTV 聲音 聽 清楚
0.0,飯店 樓上 樓下 酒店 晚上 全 重 低音 喇叭 聲音 沒辦法 睡
0.0,舒適 房間 簡 風格 freebar 晚上 肚子 餓 救星 服務 人員 素質 高
0.0,環境 簡潔 老闆 親切 設施 介紹 詳細 幫忙 準備 早餐
1.0,管家 貼心 房間 景 美 早餐 用心 歐洲 鄉村風
1.0,地點 便利 景色 視野 絕佳 直接 遠眺 大鵬灣橋 親切 友善 民宿 主人 讚
0.0,民宿 老闆 親切 民宿 設計 細節 用心 廁所 無敵
1.0,位置 適當 好 飯店 超 高 早餐 房間 大小 工作 人員 不錯
1.0,超 CP 值 好 旅館 推薦 乾淨 便宜 o 地點 審計 新村 美術館
0.0,在 住宅區 周圍 晚上 安靜 櫃檯 態度 好 冷氣 聲音 不錯
0.0,老闆 親切 這裡 家 感覺 環境 乾淨 整齊 設備 完善 推薦 住宿
1.0,阿公 阿嬤 熱情 適合 需要 住宿 人 水 小 在 文化 夜市 旁邊 方便
0.0,價格 便宜 住宿 品質 老闆 在 一樓 大廳 吸菸
0.0,空調 傳來 陣陣 煙味 冷氣 冷 調 溫度 外 覺得 住 在 這裡 舒適
0.0,滿意 好 服務 人員 尼斯 新 房間
0.0,今天 個資 留給 悅來 名字 飯店 打給
0.0,整體 乾淨 停車 方便 房間 外觀 特殊 在 室 走動 感覺
1.0,小木屋 附近 生態 保育 小孩 認識 大自然
