reviews,value,comfort,location,cleanliness,service,ws_pos_reviews,filtered,filtered_noun
晚上夜景也很漂亮餐廳晚餐有自費蔬食火鍋沒肉唷量多少吃不完,0.0,0.0,1.0,0.0,1.0,"晚上(Nd),夜景(Na),也(D),很(Dfa),漂亮(VH),餐廳(Nc),晚餐(Na),有(V_2),自費(VA),蔬食(Na),火鍋(Na),沒(VJ),肉(Na),唷(I),量(Na),多少(D),吃(VC),不(D),完(VC)","晚上(Nd),夜景(Na),漂亮(VH),餐廳(Nc),晚餐(Na),自費(VA),蔬食(Na),火鍋(Na),肉(Na),唷(I),量(Na),吃(VC),完(VC)","晚上(Nd),夜景(Na),漂亮(VH),餐廳(Nc),晚餐(Na),自費(VA),蔬食(Na),火鍋(Na),肉(Na),量(Na),吃(VC),完(VC)"
很有特色的一個民宿裡面很多家具物品都是民宿主人親手製作的,0.0,1.0,0.0,0.0,0.0,"很(Dfa),有(V_2),特色(Na),的(DE),一(Neu),個(Nf),民宿(Nc),裡面(Ncd),很多(Neqa),家具(Na),物品(Na),都(D),是(SHI),民宿(Nc),主人(Na),親手(D),製作(VC),的(DE)","特色(Na),民宿(Nc),裡面(Ncd),家具(Na),物品(Na),民宿(Nc),主人(Na),製作(VC)","特色(Na),民宿(Nc),裡面(Ncd),家具(Na),物品(Na),民宿(Nc),主人(Na),製作(VC)"
房間乾淨整潔老闆娘待人親切棉被很暖和床很舒服睡得很好很放鬆的地方,0.0,1.0,0.0,1.0,1.0,"房間(Nc),乾淨(VH),整潔(VH),老闆娘(Na),待人(VA),親切(VH),棉被(Na),很(Dfa),暖和(VH),床(Na),很(Dfa),舒服(VH),睡(VA),得(DE),很(Dfa),好(VH),很(Dfa),放鬆(VHC),的(DE),地方(Na)","房間(Nc),乾淨(VH),整潔(VH),老闆娘(Na),待人(VA),親切(VH),棉被(Na),暖和(VH),床(Na),舒服(VH),睡(VA),好(VH),放鬆(VHC),地方(Na)","房間(Nc),乾淨(VH),整潔(VH),老闆娘(Na),待人(VA),親切(VH),棉被(Na),暖和(VH),床(Na),舒服(VH),睡(VA),好(VH),放鬆(VHC),地方(Na)"
環境清幽有品味可以放鬆身心靈的地方民宿女主人的手沖咖啡超讚,0.0,1.0,0.0,0.0,1.0,"環境(Na),清幽(VH),有(V_2),品味(Na),可以(D),放鬆(VHC),身(Na),心靈(Na),的(DE),地方(Na),民宿(Nc),女(Na),主人(Na),的(DE),手沖(Na),咖啡(Na),超(Dfa),讚(VH)","環境(Na),清幽(VH),品味(Na),放鬆(VHC),身(Na),心靈(Na),地方(Na),民宿(Nc),女(Na),主人(Na),手沖(Na),咖啡(Na),超(Dfa),讚(VH)","環境(Na),清幽(VH),品味(Na),放鬆(VHC),身(Na),心靈(Na),地方(Na),民宿(Nc),女(Na),主人(Na),手沖(Na),咖啡(Na),讚(VH)"
品質遠遠超越六星級飯店這將是我往後南投之旅住宿首選地點,0.0,0.0,0.0,0.0,0.0,"品質(Na),遠遠(VH),超越(VC),六星級(Na),飯店(Nc),這(Nep),將(D),是(SHI),我(Nh),往後(Nd),南投(Nc),之(DE),旅(Na),住宿(VA),首選(Na),地點(Na)","品質(Na),遠遠(VH),超越(VC),六星級(Na),飯店(Nc),往後(Nd),南投(Nc),旅(Na),住宿(VA),首選(Na),地點(Na)","品質(Na),遠遠(VH),超越(VC),六星級(Na),飯店(Nc),往後(Nd),南投(Nc),旅(Na),住宿(VA),首選(Na),地點(Na)"
離溪頭森林教育園區很近民宿很乾淨也很漂亮老闆娘很親切,0.0,1.0,1.0,1.0,1.0,"離(P),溪頭(Nc),森林(Na),教育(Na),園區(Nc),很(Dfa),近(VH),民宿(Nc),很(Dfa),乾淨(VH),也(D),很(Dfa),漂亮(VH),老闆娘(Na),很(Dfa),親切(VH)","溪頭(Nc),森林(Na),教育(Na),園區(Nc),民宿(Nc),乾淨(VH),漂亮(VH),老闆娘(Na),親切(VH)","溪頭(Nc),森林(Na),教育(Na),園區(Nc),民宿(Nc),乾淨(VH),漂亮(VH),老闆娘(Na),親切(VH)"
住宿簡樸但是有人文溫度與簡單自然的地方老闆熱心介紹木屋過往的一切,0.0,1.0,0.0,0.0,1.0,"住宿(VA),簡樸(VH),但是(Cbb),有(V_2),人文(Na),溫度(Na),與(Caa),簡單(VH),自然(Na),的(DE),地方(Na),老闆(Na),熱心(VJ),介紹(VE),木屋(Nc),過往(Na),的(DE),一切(Neqa)","住宿(VA),簡樸(VH),人文(Na),溫度(Na),簡單(VH),自然(Na),地方(Na),老闆(Na),熱心(VJ),介紹(VE),木屋(Nc),過往(Na)","住宿(VA),簡樸(VH),人文(Na),溫度(Na),簡單(VH),自然(Na),地方(Na),老闆(Na),熱心(VJ),介紹(VE),木屋(Nc),過往(Na)"
民宿老闆娘超級親切有回到媽媽家的感覺價格合理房間都超乾淨的值得大推的民宿,1.0,0.0,0.0,1.0,1.0,"民宿(Nc),老闆娘(Na),超級(Dfa),親切(VH),有(V_2),回到(VCL),媽媽(Na),家(Nc),的(DE),感覺(Na),價格(Na),合理(VH),房間(Nc),都(D),超(Dfa),乾淨(VH),的(DE),值得(VH),大推(VH),的(DE),民宿(Nc)","民宿(Nc),老闆娘(Na),超級(Dfa),親切(VH),回到(VCL),媽媽(Na),家(Nc),感覺(Na),價格(Na),合理(VH),房間(Nc),超(Dfa),乾淨(VH),值得(VH),大推(VH),民宿(Nc)","民宿(Nc),老闆娘(Na),親切(VH),回到(VCL),媽媽(Na),家(Nc),感覺(Na),價格(Na),合理(VH),房間(Nc),乾淨(VH),值得(VH),大推(VH),民宿(Nc)"
雅房一晚1200有附早餐環境很乾淨有停車場老闆老闆娘很親切,1.0,1.0,0.0,1.0,1.0,"雅房(Nc),一(Neu),晚(Nf),1200(Neu),有(V_2),附(VC),早餐(Na),環境(Na),很(Dfa),乾淨(VH),有(V_2),停車場(Nc),老闆(Na),老闆娘(Na),很(Dfa),親切(VH)","雅房(Nc),晚(Nf),1200(Neu),附(VC),早餐(Na),環境(Na),乾淨(VH),停車場(Nc),老闆(Na),老闆娘(Na),親切(VH)","雅房(Nc),晚(Nf),1200(Neu),附(VC),早餐(Na),環境(Na),乾淨(VH),停車場(Nc),老闆(Na),老闆娘(Na),親切(VH)"
老闆服務很棒人也很親切房內的環境舒適且設備齊全若真要說缺點就是離市區遠了些,0.0,1.0,1.0,0.0,1.0,"老闆(Na),服務(VC),很(Dfa),棒(VH),人(Na),也(D),很(Dfa),親切(VH),房(Na),內(Ncd),的(DE),環境(Na),舒適(VH),且(Caa),設備(Na),齊全(VH),若(Cbb),真(D),要(D),說(VE),缺點(Na),就是(D),離(P),市區(Nc),遠(VH),了(Di),些(Dfb)","老闆(Na),服務(VC),棒(VH),人(Na),親切(VH),房(Na),環境(Na),舒適(VH),設備(Na),齊全(VH),真(D),說(VE),缺點(Na),市區(Nc),遠(VH),些(Dfb)","老闆(Na),服務(VC),棒(VH),人(Na),親切(VH),房(Na),環境(Na),舒適(VH),設備(Na),齊全(VH),說(VE),缺點(Na),市區(Nc),遠(VH)"
在隔壁走路就到這點無庸置疑結論就是一間讓你住宿飯店,0.0,0.0,1.0,0.0,0.0,"在(P),隔壁(Nc),走路(VA),就(D),到(P),這(Nep),點(Nf),無庸置疑(VH),結論(Na),就(D),是(SHI),一(Neu),間(Nf),讓(VL),你(Nh),住宿(VA),飯店(Nc)","隔壁(Nc),走路(VA),點(Nf),無庸置疑(VH),結論(Na),間(Nf),住宿(VA),飯店(Nc)","隔壁(Nc),走路(VA),點(Nf),無庸置疑(VH),結論(Na),間(Nf),住宿(VA),飯店(Nc)"
服務態度待加強今天booking訂房明天前要付訂金8成,0.0,0.0,0.0,0.0,1.0,"服務(VC),態度(Na),待(P),加強(VC),今天(Nd),booking(FW),訂房(VB),明天(Nd),前(Ng),要(D),付(VD),訂金(Na),8成(Neqa)","服務(VC),態度(Na),加強(VC),今天(Nd),booking(FW),訂房(VB),明天(Nd),前(Ng),付(VD),訂金(Na),8成(Neqa)","服務(VC),態度(Na),加強(VC),今天(Nd),訂房(VB),明天(Nd),前(Ng),付(VD),訂金(Na),8成(Neqa)"
超棒喔環境乾淨清潔寵物友善旁邊還有沙灘可以看夜景星星,0.0,0.0,1.0,1.0,0.0,"超棒(VH),喔(T),環境(Na),乾淨(VH),清潔(VH),寵物(Na),友善(VH),旁邊(Ncd),還(D),有(V_2),沙灘(Na),可以(D),看(VC),夜景(Na),星星(Na)","超棒(VH),喔(T),環境(Na),乾淨(VH),清潔(VH),寵物(Na),友善(VH),旁邊(Ncd),沙灘(Na),夜景(Na),星星(Na)","超棒(VH),環境(Na),乾淨(VH),清潔(VH),寵物(Na),友善(VH),旁邊(Ncd),沙灘(Na),夜景(Na),星星(Na)"
左奶奶人非常好住宿早餐有土司果醬晚餐搭伙也只要80元喔,1.0,0.0,0.0,0.0,1.0,"左(Ncd),奶奶(Na),人(Na),非常(Dfa),好(VH),住宿(VA),早餐(Na),有(V_2),土司(Na),果醬(Na),晚餐(Na),搭伙(VA),也(D),只要(Cbb),80(Neu),元(Nf),喔(T)","左(Ncd),奶奶(Na),人(Na),好(VH),住宿(VA),早餐(Na),土司(Na),果醬(Na),晚餐(Na),搭伙(VA),80(Neu),元(Nf),喔(T)","左(Ncd),奶奶(Na),人(Na),好(VH),住宿(VA),早餐(Na),土司(Na),果醬(Na),晚餐(Na),搭伙(VA),80(Neu),元(Nf)"
民宿很乾淨收費很親民主人很熱心狗狗非常熱情,1.0,0.0,0.0,1.0,1.0,"民宿(Nc),很(Dfa),乾淨(VH),收費(VD),很(Dfa),親民(VH),主人(Na),很(Dfa),熱心(VJ),狗狗(Na),非常(Dfa),熱情(VH)","民宿(Nc),乾淨(VH),收費(VD),親民(VH),主人(Na),熱心(VJ),狗狗(Na),熱情(VH)","民宿(Nc),乾淨(VH),收費(VD),親民(VH),主人(Na),熱心(VJ),狗狗(Na),熱情(VH)"
商務旅行住宿很棒櫃臺接待人員服務態度很棒房間設備良好早餐自助餐食物豐盛,0.0,1.0,0.0,0.0,1.0,"商務(Na),旅行(VA),住宿(VA),很(Dfa),棒(VH),櫃臺(Na),接待(Nv),人員(Na),服務(Nv),態度(Na),很(Dfa),棒(VH),房間(Nc),設備(Na),良好(VH),早餐(Na),自助餐(Na),食物(Na),豐盛(VH)","商務(Na),旅行(VA),住宿(VA),棒(VH),櫃臺(Na),接待(Nv),人員(Na),服務(Nv),態度(Na),棒(VH),房間(Nc),設備(Na),良好(VH),早餐(Na),自助餐(Na),食物(Na),豐盛(VH)","商務(Na),旅行(VA),住宿(VA),棒(VH),櫃臺(Na),接待(Nv),人員(Na),服務(Nv),態度(Na),棒(VH),房間(Nc),設備(Na),良好(VH),早餐(Na),自助餐(Na),食物(Na),豐盛(VH)"
有麵包起司冷盤熟食飯粥麵包子饅頭類及甜點,0.0,0.0,0.0,0.0,1.0,"有(V_2),麵包(Na),起司(Na),冷盤(Na),熟食(Na),飯粥(Na),麵包子(Na),饅頭(Na),類(Na),及(Caa),甜點(Na)","麵包(Na),起司(Na),冷盤(Na),熟食(Na),飯粥(Na),麵包子(Na),饅頭(Na),類(Na),甜點(Na)","麵包(Na),起司(Na),冷盤(Na),熟食(Na),飯粥(Na),麵包子(Na),饅頭(Na),類(Na),甜點(Na)"
飯店位置在花蓮火車站前屬於文青商旅喜歡此風格的朋友也可以考慮入住,0.0,1.0,1.0,0.0,0.0,"飯店(Nc),位置(Na),在(P),花蓮(Nc),火車站(Nc),前(Ncd),屬於(VG),文青(Na),商旅(Na),喜歡(VK),此(Nep),風格(Na),的(DE),朋友(Na),也(D),可以(D),考慮(VE),入住(VCL)","飯店(Nc),位置(Na),花蓮(Nc),火車站(Nc),前(Ncd),屬於(VG),文青(Na),商旅(Na),喜歡(VK),風格(Na),朋友(Na),考慮(VE),入住(VCL)","飯店(Nc),位置(Na),花蓮(Nc),火車站(Nc),前(Ncd),屬於(VG),文青(Na),商旅(Na),喜歡(VK),風格(Na),朋友(Na),考慮(VE),入住(VCL)"
裝潢簡單冷氣強房間舒適枕頭棒服務人員很親切看煙火首選這一房,0.0,1.0,1.0,0.0,1.0,"裝潢(Na),簡單(VH),冷氣(Na),強(VH),房間(Nc),舒適(VH),枕頭棒(Na),服務(Nv),人員(Na),很(Dfa),親切(VH),看(VC),煙火(Na),首選(Na),這(Nep),一(Neu),房(Nf)","裝潢(Na),簡單(VH),冷氣(Na),強(VH),房間(Nc),舒適(VH),枕頭棒(Na),服務(Nv),人員(Na),親切(VH),煙火(Na),首選(Na),房(Nf)","裝潢(Na),簡單(VH),冷氣(Na),強(VH),房間(Nc),舒適(VH),枕頭棒(Na),服務(Nv),人員(Na),親切(VH),煙火(Na),首選(Na),房(Nf)"
櫃台人員樂樂等服務親切周到熱心環境舒服交通方便離景點近極力推薦,0.0,1.0,1.0,0.0,1.0,"櫃台(Na),人員(Na),樂樂(VH),等(Cab),服務(VC),親切(VH),周到(VH),熱心(VJ),環境(Na),舒服(VH),交通(Na),方便(VH),離(P),景點(Na),近(Da),極力(D),推薦(VC)","櫃台(Na),人員(Na),樂樂(VH),服務(VC),親切(VH),周到(VH),熱心(VJ),環境(Na),舒服(VH),交通(Na),方便(VH),景點(Na),推薦(VC)","櫃台(Na),人員(Na),樂樂(VH),服務(VC),親切(VH),周到(VH),熱心(VJ),環境(Na),舒服(VH),交通(Na),方便(VH),景點(Na),推薦(VC)"
感覺這家民宿有提供輪椅空間因為1樓有超大間的廁所還有如同大賣場的大空間電梯,0.0,1.0,0.0,0.0,0.0,"感覺(VK),這(Nep),家(Nf),民宿(Nc),有(V_2),提供(VD),輪椅(Na),空間(Na),因為(Cbb),1樓(Nc),有(V_2),超大間(Na),的(DE),廁所(Nc),還(D),有(V_2),如同(VG),大(VH),賣場(Nc),的(DE),大(VH),空間(Na),電梯(Na)","感覺(VK),家(Nf),民宿(Nc),提供(VD),輪椅(Na),空間(Na),1樓(Nc),超大間(Na),廁所(Nc),如同(VG),賣場(Nc),空間(Na),電梯(Na)","感覺(VK),家(Nf),民宿(Nc),提供(VD),輪椅(Na),空間(Na),1樓(Nc),超大間(Na),廁所(Nc),如同(VG),賣場(Nc),空間(Na),電梯(Na)"
地點很好市中心房間乾淨但四人房置物空間不夠東西只能放地上,0.0,1.0,1.0,1.0,0.0,"地點(Na),很(Dfa),好(VH),市中心(Nc),房間(Nc),乾淨(VH),但(Cbb),四人房(Neu),置物(VC),空間(Na),不(D),夠(VH),東西(Na),只(Da),能(D),放(VC),地上(Na)","地點(Na),好(VH),市中心(Nc),房間(Nc),乾淨(VH),四人房(Neu),置物(VC),空間(Na),夠(VH),東西(Na),只(Da),放(VC),地上(Na)","地點(Na),好(VH),市中心(Nc),房間(Nc),乾淨(VH),四人房(Neu),置物(VC),空間(Na),夠(VH),東西(Na),放(VC),地上(Na)"
爛死了全澎湖的飯店倒光了也不會去住這家,0.0,0.0,0.0,0.0,0.0,"爛死(VH),了(Di),全(Neqa),澎湖(Nc),的(DE),飯店(Nc),倒光(VC),了(Di),也(D),不會(D),去(D),住(VCL),這(Nep),家(Nf)","爛死(VH),全(Neqa),澎湖(Nc),飯店(Nc),倒光(VC),住(VCL),家(Nf)","爛死(VH),全(Neqa),澎湖(Nc),飯店(Nc),倒光(VC),住(VCL),家(Nf)"
地點好交通方便附近小吃餐廳多床單超舒服,0.0,1.0,1.0,0.0,0.0,"地點(Na),好(VH),交通(Na),方便(VH),附近(Nc),小吃(Na),餐廳(Nc),多(Neqa),床單(Na),超(Dfa),舒服(VH)","地點(Na),好(VH),交通(Na),方便(VH),附近(Nc),小吃(Na),餐廳(Nc),床單(Na),超(Dfa),舒服(VH)","地點(Na),好(VH),交通(Na),方便(VH),附近(Nc),小吃(Na),餐廳(Nc),床單(Na),舒服(VH)"
管家很親切室內空調有點暗枕頭跟床偏硬地點不錯可停車,0.0,1.0,1.0,0.0,1.0,"管家(Na),很(Dfa),親切(VH),室(Nc),內(Ncd),空調(Na),有點(Dfa),暗(VH),枕頭(Na),跟(P),床(Na),偏(VJ),硬(VH),地點(Na),不錯(VH),可(D),停車(VA)","管家(Na),親切(VH),室(Nc),空調(Na),有點(Dfa),暗(VH),枕頭(Na),床(Na),偏(VJ),硬(VH),地點(Na),不錯(VH),停車(VA)","管家(Na),親切(VH),室(Nc),空調(Na),暗(VH),枕頭(Na),床(Na),偏(VJ),硬(VH),地點(Na),不錯(VH),停車(VA)"
闆娘人很好早餐是與附近的早餐店合作美中不足的地方是電視沒有第四台,0.0,1.0,0.0,0.0,1.0,"闆娘(Na),人(Na),很(Dfa),好(VH),早餐(Na),是(SHI),與(P),附近(Nc),的(DE),早餐店(Nc),合作(VH),美中不足(VH),的(DE),地方(Na),是(SHI),電視(Na),沒有(VJ),第四台(Na)","闆娘(Na),人(Na),好(VH),早餐(Na),附近(Nc),早餐店(Nc),合作(VH),美中不足(VH),地方(Na),電視(Na),第四台(Na)","闆娘(Na),人(Na),好(VH),早餐(Na),附近(Nc),早餐店(Nc),合作(VH),美中不足(VH),地方(Na),電視(Na),第四台(Na)"
CP值高的住宿靠近安平區晚上很安靜,1.0,1.0,1.0,0.0,0.0,"CP值(FW),高(VH),的(DE),住宿(VA),靠近(VC),安平區(Nc),晚上(Nd),很(Dfa),安靜(VH)","CP值(FW),高(VH),住宿(VA),靠近(VC),安平區(Nc),晚上(Nd),安靜(VH)","高(VH),住宿(VA),靠近(VC),安平區(Nc),晚上(Nd),安靜(VH)"
很棒的地方安靜放鬆民宿老闆娘很親切還有早餐呢真的超棒,0.0,1.0,0.0,0.0,1.0,"很(Dfa),棒(VH),的(DE),地方(Na),安靜(VH),放鬆(VHC),民宿(Nc),老闆娘(Na),很(Dfa),親切(VH),還(D),有(V_2),早餐(Na),呢(T),真的(D),超棒(VH)","棒(VH),地方(Na),安靜(VH),放鬆(VHC),民宿(Nc),老闆娘(Na),親切(VH),早餐(Na),真的(D),超棒(VH)","棒(VH),地方(Na),安靜(VH),放鬆(VHC),民宿(Nc),老闆娘(Na),親切(VH),早餐(Na),超棒(VH)"
少女心民宿客廳寬敞裝潢可愛舒適有內容主題民宿好友們可以來此體驗住宿,0.0,1.0,0.0,0.0,0.0,"少女心(Na),民宿(Nc),客廳(Nc),寬敞(VH),裝潢(Na),可愛(VH),舒適(VH),有(V_2),內容(Na),主題(Na),民宿(Nc),好友(Na),們(Na),可以(D),來此(VA),體驗(VC),住宿(VA)","少女心(Na),民宿(Nc),客廳(Nc),寬敞(VH),裝潢(Na),可愛(VH),舒適(VH),內容(Na),主題(Na),民宿(Nc),好友(Na),來此(VA),體驗(VC),住宿(VA)","少女心(Na),民宿(Nc),客廳(Nc),寬敞(VH),裝潢(Na),可愛(VH),舒適(VH),內容(Na),主題(Na),民宿(Nc),好友(Na),來此(VA),體驗(VC),住宿(VA)"
位置不錯離車站近房間設備雖不是很新但空間很大價格實惠,1.0,1.0,1.0,0.0,0.0,"位置(Na),不錯(VH),離(P),車站(Nc),近(VJ),房間(Nc),設備(Na),雖(Cbb),不(D),是(SHI),很(Dfa),新(VH),但(Cbb),空間(Na),很(Dfa),大(VH),價格(Na),實惠(VH)","位置(Na),不錯(VH),車站(Nc),房間(Nc),設備(Na),新(VH),空間(Na),價格(Na),實惠(VH)","位置(Na),不錯(VH),車站(Nc),房間(Nc),設備(Na),新(VH),空間(Na),價格(Na),實惠(VH)"
老闆人很熱情會介紹當地有什麼地方可以去下次來花蓮還會再訂這間0大推,0.0,0.0,0.0,0.0,1.0,"老闆(Na),人(Na),很(Dfa),熱情(VH),會(D),介紹(VE),當地(Nc),有(V_2),什麼(Nep),地方(Na),可以(D),去(VCL),下(Nes),次(Nf),來(VA),花蓮(Nc),還(D),會(D),再(D),訂(VC),這(Nep),間(Nf),0(Nb),大推(VC)","老闆(Na),人(Na),熱情(VH),介紹(VE),當地(Nc),地方(Na),下(Nes),次(Nf),花蓮(Nc),再(D),訂(VC),間(Nf),大推(VC)","老闆(Na),人(Na),熱情(VH),介紹(VE),當地(Nc),地方(Na),下(Nes),次(Nf),花蓮(Nc),訂(VC),間(Nf),大推(VC)"
不太好蓮蓬頭的水很強熱水很夠房價很便宜很適合追求平價的人住宿,1.0,1.0,0.0,0.0,0.0,"不(D),太(Dfa),好(VH),蓮蓬頭(Na),的(DE),水(Na),很(Dfa),強(VH),熱水(VHC),很(Dfa),夠(VH),房價(Na),很(Dfa),便宜(VH),很(Dfa),適合(VH),追求(VC),平價(Na),的(DE),人(Na),住宿(VA)","太(Dfa),好(VH),蓮蓬頭(Na),水(Na),強(VH),熱水(VHC),夠(VH),房價(Na),便宜(VH),適合(VH),追求(VC),平價(Na),人(Na),住宿(VA)","好(VH),蓮蓬頭(Na),水(Na),強(VH),熱水(VHC),夠(VH),房價(Na),便宜(VH),適合(VH),追求(VC),平價(Na),人(Na),住宿(VA)"
房間內的煮飯遊戲組有螞蟻3樓的洗手台非常迷你其餘都還不錯,0.0,1.0,0.0,1.0,0.0,"房間(Nc),內(Ncd),的(DE),煮飯(VA),遊戲組(Nc),有(V_2),螞蟻(Na),3樓(Nc),的(DE),洗手台(Na),非常(Dfa),迷你(VH),其餘(Neqa),都(D),還(D),不錯(VH)","房間(Nc),煮飯(VA),遊戲組(Nc),螞蟻(Na),3樓(Nc),洗手台(Na),迷你(VH),不錯(VH)","房間(Nc),煮飯(VA),遊戲組(Nc),螞蟻(Na),3樓(Nc),洗手台(Na),迷你(VH),不錯(VH)"
水等停車也方便離夜市開車10鐘左右而已外送熊貓也叫得到喔,0.0,0.0,1.0,0.0,0.0,"水(Na),等(Cab),停車(VA),也(D),方便(VH),離(P),夜市(Nc),開車(VA),10(Neu),鐘(Na),左右(Ng),而已(T),外(VC),送(VD),熊貓(Na),也(D),叫(VE),得(DE),到(VE),喔(T)","水(Na),停車(VA),方便(VH),夜市(Nc),開車(VA),10(Neu),鐘(Na),左右(Ng),外(VC),送(VD),熊貓(Na),喔(T)","水(Na),停車(VA),方便(VH),夜市(Nc),開車(VA),10(Neu),鐘(Na),左右(Ng),外(VC),送(VD),熊貓(Na)"
服務人員很親切房間也很大廁所浴缸很滿意停車的地方很棒,0.0,1.0,0.0,0.0,1.0,"服務(Nv),人員(Na),很(Dfa),親切(VH),房間(Nc),也(D),很(Dfa),大(VH),廁所(Nc),浴缸(Na),很(Dfa),滿意(VK),停車(VA),的(DE),地方(Na),很(Dfa),棒(VH)","服務(Nv),人員(Na),親切(VH),房間(Nc),廁所(Nc),浴缸(Na),滿意(VK),停車(VA),地方(Na),棒(VH)","服務(Nv),人員(Na),親切(VH),房間(Nc),廁所(Nc),浴缸(Na),滿意(VK),停車(VA),地方(Na),棒(VH)"
房內按摩椅只有震動功能馬桶和房間沒有隔間或拉門淋浴時水忽冷忽熱,0.0,1.0,0.0,0.0,0.0,"房(Na),內(Ncd),按摩椅(Na),只(D),有(V_2),震動(VAC),功能(Na),馬桶(Na),和(Caa),房間(Nc),沒有(VJ),隔間(Na),或(Caa),拉(Na),門(Na),淋浴(VA),時(Ng),水(Na),忽(D),冷(VH),忽(D),熱(VHC)","房(Na),按摩椅(Na),只(D),震動(VAC),功能(Na),馬桶(Na),房間(Nc),隔間(Na),拉(Na),門(Na),淋浴(VA),時(Ng),水(Na),忽(D),冷(VH),忽(D),熱(VHC)","房(Na),按摩椅(Na),震動(VAC),功能(Na),馬桶(Na),房間(Nc),隔間(Na),拉(Na),門(Na),淋浴(VA),時(Ng),水(Na),冷(VH),熱(VHC)"
設備差浴室水會出來吹風機電接觸不良不過今天的早餐很好吃還有水果,0.0,1.0,0.0,0.0,1.0,"設備(Na),差(VH),浴室(Nc),水(Na),會(D),出來(VA),吹風機(VC),電(Na),接觸(VC),不良(VH),不過(Cbb),今天(Nd),的(DE),早餐(Na),很(Dfa),好吃(VH),還(D),有(V_2),水果(Na)","設備(Na),差(VH),浴室(Nc),水(Na),吹風機(VC),電(Na),接觸(VC),不良(VH),今天(Nd),早餐(Na),好吃(VH),水果(Na)","設備(Na),差(VH),浴室(Nc),水(Na),吹風機(VC),電(Na),接觸(VC),不良(VH),今天(Nd),早餐(Na),好吃(VH),水果(Na)"
很無聊很自然放空放鬆放假的好地方無肉的早餐料理很用心很好吃,0.0,1.0,0.0,0.0,1.0,"很(Dfa),無聊(VH),很(Dfa),自然(VH),放空(VH),放鬆(VHC),放假(VH),的(DE),好(VH),地方(Na),無(VJ),肉(Na),的(DE),早餐(Na),料理(Na),很(Dfa),用心(VH),很(Dfa),好吃(VH)","無聊(VH),自然(VH),放空(VH),放鬆(VHC),放假(VH),好(VH),地方(Na),無(VJ),肉(Na),早餐(Na),料理(Na),用心(VH),好吃(VH)","無聊(VH),自然(VH),放空(VH),放鬆(VHC),放假(VH),好(VH),地方(Na),無(VJ),肉(Na),早餐(Na),料理(Na),用心(VH),好吃(VH)"
有些美景無法以照片分享只能實地到空間感受這裡的美好與舒適,0.0,1.0,1.0,0.0,0.0,"有(Neqa),些(Nf),美景(Na),無法(D),以(P),照片(Na),分享(VJ),只(Da),能(D),實地(D),到(VCL),空間(Na),感受(VK),這裡(Ncd),的(DE),美好(VH),與(Caa),舒適(VH)","些(Nf),美景(Na),無法(D),照片(Na),分享(VJ),只(Da),實地(D),空間(Na),感受(VK),這裡(Ncd),美好(VH),舒適(VH)","些(Nf),美景(Na),照片(Na),分享(VJ),空間(Na),感受(VK),這裡(Ncd),美好(VH),舒適(VH)"
值得一再造訪的好地方溫馨早餐時光享受柔柔海風夜晚在蛙鳴蟲鳴聲中入睡,0.0,1.0,0.0,0.0,1.0,"值得(VH),一再(D),造訪(VC),的(DE),好(VH),地方(Na),溫馨(VH),早餐(Na),時光(Na),享受(VJ),柔柔(VH),海風(Na),夜晚(Nd),在(P),蛙鳴(Na),蟲鳴聲(Na),中(Ng),入睡(VH)","值得(VH),一再(D),造訪(VC),好(VH),地方(Na),溫馨(VH),早餐(Na),時光(Na),享受(VJ),柔柔(VH),海風(Na),夜晚(Nd),蛙鳴(Na),蟲鳴聲(Na),中(Ng),入睡(VH)","值得(VH),造訪(VC),好(VH),地方(Na),溫馨(VH),早餐(Na),時光(Na),享受(VJ),柔柔(VH),海風(Na),夜晚(Nd),蛙鳴(Na),蟲鳴聲(Na),中(Ng),入睡(VH)"
房間大又乾凈早餐超豐富民宿視野佳晚上觀星好地方老闆超親切,0.0,1.0,1.0,1.0,1.0,"房間(Nc),大(VH),又(Caa),乾凈(VH),早餐(Na),超(Dfa),豐富(VHC),民宿(Nc),視野(Na),佳(VH),晚上(Nd),觀星(VC),好(VH),地方(Na),老闆(Na),超(Dfa),親切(VH)","房間(Nc),乾凈(VH),早餐(Na),超(Dfa),豐富(VHC),民宿(Nc),視野(Na),佳(VH),晚上(Nd),觀星(VC),好(VH),地方(Na),老闆(Na),超(Dfa),親切(VH)","房間(Nc),乾凈(VH),早餐(Na),豐富(VHC),民宿(Nc),視野(Na),佳(VH),晚上(Nd),觀星(VC),好(VH),地方(Na),老闆(Na),親切(VH)"
設備簡漏熱水不熱盥洗用具不足飯店收費旅社品質,1.0,1.0,0.0,0.0,0.0,"設備(Na),簡(VH),漏(VH),熱水(Na),不(D),熱(VHC),盥洗(Nv),用具(Na),不足(VH),飯店(Nc),收費(VD),旅社(Nc),品質(Na)","設備(Na),簡(VH),漏(VH),熱水(Na),熱(VHC),盥洗(Nv),用具(Na),不足(VH),飯店(Nc),收費(VD),旅社(Nc),品質(Na)","設備(Na),簡(VH),漏(VH),熱水(Na),熱(VHC),盥洗(Nv),用具(Na),不足(VH),飯店(Nc),收費(VD),旅社(Nc),品質(Na)"
